model,target_class,source_set,source,prompt_style,layer,control,gain,vector_class,prompt,generated,generated_chars,target_marker_hit,target_step0_prob,target_step0_rank,target_best_prob,target_best_rank,target_top1_any,target_top5_any,target_top10_any
distilgpt2,exclamation,in_template,The writer updated the report during the session.,copy_sentence,2,target,1.0,exclamation,"Copy this sentence:
The writer updated the report during the session.
Copy:","The article is now live!
The next step!
The next step!!!!!!!!",61.0,1.0,0.00055971514666453,151.0,0.9759356379508972,1.0,1.0,1.0,1.0
distilgpt2,exclamation,in_template,The writer updated the report during the session.,copy_sentence,2,wrong_marker,1.0,question,"Copy this sentence:
The writer updated the report during the session.
Copy:",,0.0,0.0,0.00034606270492076874,274.0,0.00034606270492076874,110.0,0.0,0.0,0.0
distilgpt2,exclamation,in_template,The writer updated the report during the session.,copy_sentence,2,random_norm,1.0,random_norm,"Copy this sentence:
The writer updated the report during the session.
Copy:","The author has been charged with the following:
The author has been charged with the following:
The author has",110.0,0.0,2.7081414373242296e-05,2492.0,4.8432062612846494e-05,121.0,0.0,0.0,0.0
distilgpt2,exclamation,in_template,The writer updated the report during the session.,copy_sentence,2,negative_target,1.0,exclamation,"Copy this sentence:
The writer updated the report during the session.
Copy:",The writer said:,16.0,0.0,1.1128544429084286e-05,5174.0,1.1128544429084286e-05,4426.0,0.0,0.0,0.0
distilgpt2,exclamation,in_template,The writer updated the report during the session.,same_sentence,2,none,0.0,,"Same sentence:
The writer updated the report during the session.
Same:","The writer updated the report during the session.
Same:
The writer updated the report during the session.",105.0,0.0,1.8744478438748047e-05,2465.0,3.528145680320449e-05,35.0,0.0,0.0,0.0
distilgpt2,exclamation,in_template,The writer updated the report during the session.,same_sentence,2,target,1.0,exclamation,"Same sentence:
The writer updated the report during the session.
Same:","The sentence was added to the list of sentences that were added to the list!
The next time!
The",95.0,1.0,0.0001544896949781105,529.0,0.5312091112136841,1.0,1.0,1.0,1.0
distilgpt2,exclamation,in_template,The writer updated the report during the session.,same_sentence,2,wrong_marker,1.0,question,"Same sentence:
The writer updated the report during the session.
Same:","The writer updated the report.
The writer updated the report? Yes Yes Yes Yes Yes Yes Yes Yes Yes Yes",101.0,0.0,5.2991181291872635e-05,937.0,0.02363886684179306,8.0,0.0,0.0,1.0
distilgpt2,exclamation,in_template,The writer updated the report during the session.,same_sentence,2,random_norm,1.0,random_norm,"Same sentence:
The writer updated the report during the session.
Same:",,0.0,0.0,4.3078856833744794e-05,970.0,6.503388431156054e-05,791.0,0.0,0.0,0.0
distilgpt2,exclamation,in_template,The writer updated the report during the session.,same_sentence,2,negative_target,1.0,exclamation,"Same sentence:
The writer updated the report during the session.
Same:",The writer said:,16.0,0.0,2.9850400551367784e-06,5713.0,2.9850400551367784e-06,4282.0,0.0,0.0,0.0
distilgpt2,exclamation,in_template,The student cleaned the dataset today.,copy_sentence,2,none,0.0,,"Copy this sentence:
The student cleaned the dataset today.
Copy:","The student cleaned the dataset today.
Copy:
The student cleaned the dataset today.
Copy:
The",93.0,0.0,0.00032085872953757644,325.0,0.001291997847147286,6.0,0.0,0.0,1.0
distilgpt2,exclamation,in_template,The student cleaned the dataset today.,copy_sentence,2,target,1.0,exclamation,"Copy this sentence:
The student cleaned the dataset today.
Copy:","This is the final step in the project!
This is the final step!
This is the final step!",86.0,1.0,0.001602969947271049,56.0,0.9779093265533447,1.0,1.0,1.0,1.0
distilgpt2,exclamation,in_template,The student cleaned the dataset today.,copy_sentence,2,wrong_marker,1.0,question,"Copy this sentence:
The student cleaned the dataset today.
Copy:","This is a simple question.
Well, yes.
Well, yes? Well, yes? Well, yes",69.0,0.0,0.0007532232557423413,133.0,0.17530333995819092,2.0,0.0,1.0,1.0
distilgpt2,exclamation,in_template,The student cleaned the dataset today.,copy_sentence,2,random_norm,1.0,random_norm,"Copy this sentence:
The student cleaned the dataset today.
Copy:","This is the second time that the student has been able to see the student's progress, he has been able to",105.0,0.0,0.00024377179215662181,335.0,0.0008251206018030643,55.0,0.0,0.0,0.0
distilgpt2,exclamation,in_template,The student cleaned the dataset today.,copy_sentence,2,negative_target,1.0,exclamation,"Copy this sentence:
The student cleaned the dataset today.
Copy:","The student cleaned the dataset today.
Copy:
The student cleaned the dataset today.
Copy:
The",93.0,0.0,3.1724379368824884e-05,2190.0,0.0003261173842474818,33.0,0.0,0.0,0.0
distilgpt2,exclamation,in_template,The student cleaned the dataset today.,same_sentence,2,none,0.0,,"Same sentence:
The student cleaned the dataset today.
Same:","The student cleaned the dataset today.
Same:
The student cleaned the dataset today.
Same:
The",93.0,0.0,3.5465949622448534e-05,1169.0,0.0008063624845817685,6.0,0.0,0.0,1.0
distilgpt2,exclamation,in_template,The student cleaned the dataset today.,same_sentence,2,target,1.0,exclamation,"Same sentence:
The student cleaned the dataset today.
Same:","The student cleaned the dataset today.
Same!
The student cleaned!!!!!!!!!",73.0,1.0,0.00028156867483630776,265.0,0.9840878844261169,1.0,1.0,1.0,1.0
distilgpt2,exclamation,in_template,The student cleaned the dataset today.,same_sentence,2,wrong_marker,1.0,question,"Same sentence:
The student cleaned the dataset today.
Same:","The student cleaned the dataset today.
Same:
The student cleaned the dataset today?
No?
No",90.0,0.0,8.885572606232017e-05,552.0,0.08651401847600937,3.0,0.0,1.0,1.0
distilgpt2,exclamation,in_template,The student cleaned the dataset today.,same_sentence,2,random_norm,1.0,random_norm,"Same sentence:
The student cleaned the dataset today.
Same:","The student cleaned the dataset today.
Same:
The student cleaned the dataset today.
Same:
The",93.0,0.0,2.1595285943476483e-05,2024.0,0.0004825070791412145,13.0,0.0,0.0,0.0
distilgpt2,exclamation,in_template,The student cleaned the dataset today.,same_sentence,2,negative_target,1.0,exclamation,"Same sentence:
The student cleaned the dataset today.
Same:","The student cleaned the dataset today.
Same:
The student cleaned the dataset today.
Same:
The",93.0,0.0,5.891087312193122e-06,3205.0,0.00019632374460343271,35.0,0.0,0.0,0.0
distilgpt2,exclamation,in_template,The artist tested the system in the lab.,copy_sentence,2,none,0.0,,"Copy this sentence:
The artist tested the system in the lab.
Copy:","The artist tested the system in the lab.
Copy:
The artist tested the system in the lab.",87.0,0.0,0.00027290257276035845,355.0,0.0006131934933364391,16.0,0.0,0.0,0.0
distilgpt2,exclamation,in_template,The artist tested the system in the lab.,copy_sentence,2,target,1.0,exclamation,"Copy this sentence:
The artist tested the system in the lab.
Copy:","The artist tested the system in the lab.
Copy!
The next step!
The next step!!",77.0,1.0,0.001324568409472704,64.0,0.9762887954711914,1.0,1.0,1.0,1.0
distilgpt2,exclamation,in_template,The artist tested the system in the lab.,copy_sentence,2,wrong_marker,1.0,question,"Copy this sentence:
The artist tested the system in the lab.
Copy:","This is a simple question.
Well, yes.
Well, yes? Well, yes? Well, yes",69.0,0.0,0.0006055337144061923,158.0,0.17986822128295898,2.0,0.0,1.0,1.0
distilgpt2,exclamation,in_template,The artist tested the system in the lab.,copy_sentence,2,random_norm,1.0,random_norm,"Copy this sentence:
The artist tested the system in the lab.
Copy:",The code is the same as the code of the code of the code of the code of the code of the code,92.0,0.0,0.00018481852021068335,496.0,0.0006390080670826137,82.0,0.0,0.0,0.0
distilgpt2,exclamation,in_template,The artist tested the system in the lab.,copy_sentence,2,negative_target,1.0,exclamation,"Copy this sentence:
The artist tested the system in the lab.
Copy:","The artist tested the system in the lab.
Copy:
The artist tested the system in the lab.",87.0,0.0,2.8885850042570382e-05,2245.0,6.586004747077823e-05,70.0,0.0,0.0,0.0
distilgpt2,exclamation,in_template,The artist tested the system in the lab.,same_sentence,2,none,0.0,,"Same sentence:
The artist tested the system in the lab.
Same:","The artist tested the system in the lab.
Same:
The artist tested the system in the lab.",87.0,0.0,4.0937749872682616e-05,1209.0,0.00041877731564454734,19.0,0.0,0.0,0.0
distilgpt2,exclamation,in_template,The artist tested the system in the lab.,same_sentence,2,target,1.0,exclamation,"Same sentence:
The artist tested the system in the lab.
Same:","The artist tested the system in the lab.
The same!
The same!
The!!!!",68.0,1.0,0.00029588976758532226,250.0,0.9718913435935974,1.0,1.0,1.0,1.0
distilgpt2,exclamation,in_template,The artist tested the system in the lab.,same_sentence,2,wrong_marker,1.0,question,"Same sentence:
The artist tested the system in the lab.
Same:","The same:
The same:
The same?
The same?
The same?
The same?",59.0,0.0,8.374235039809719e-05,607.0,0.003361110808327794,11.0,0.0,0.0,0.0
distilgpt2,exclamation,in_template,The artist tested the system in the lab.,same_sentence,2,random_norm,1.0,random_norm,"Same sentence:
The artist tested the system in the lab.
Same:","The same:
The same:
The same:
The same:
The same:
The same:",59.0,0.0,7.119688689272152e-06,2085.0,0.000254351703915745,54.0,0.0,0.0,0.0
distilgpt2,exclamation,in_template,The artist tested the system in the lab.,same_sentence,2,negative_target,1.0,exclamation,"Same sentence:
The artist tested the system in the lab.
Same:","The artist tested the system in the lab.
Same:
The artist tested the system in the lab.",87.0,0.0,7.644312972843181e-06,3271.0,4.701456782640889e-05,76.0,0.0,0.0,0.0
distilgpt2,exclamation,in_template,The gardener fixed the problem in the lab.,copy_sentence,2,none,0.0,,"Copy this sentence:
The gardener fixed the problem in the lab.
Copy:","The gardener fixed the problem in the lab.
Copy:
The gardener fixed the problem in the lab",90.0,0.0,0.0001811234251363203,513.0,0.00043501274194568396,25.0,0.0,0.0,0.0
distilgpt2,exclamation,in_template,The gardener fixed the problem in the lab.,copy_sentence,2,target,1.0,exclamation,"Copy this sentence:
The gardener fixed the problem in the lab.
Copy:","The gardener fixed the problem in the lab.
Copy!
The gardener fixed the problem!
The",84.0,1.0,0.00140197086147964,66.0,0.6206706166267395,1.0,1.0,1.0,1.0
distilgpt2,exclamation,in_template,The gardener fixed the problem in the lab.,copy_sentence,2,wrong_marker,1.0,question,"Copy this sentence:
The gardener fixed the problem in the lab.
Copy:","This is a simple question.
No. No. No? No? No? No? No? No?",58.0,0.0,0.0005780765786767006,173.0,0.09138251841068268,3.0,0.0,1.0,1.0
distilgpt2,exclamation,in_template,The gardener fixed the problem in the lab.,copy_sentence,2,random_norm,1.0,random_norm,"Copy this sentence:
The gardener fixed the problem in the lab.
Copy:","Copy:
Copy:
Copy:
Copy:
Copy:
Copy:
Copy:
Copy:",47.0,0.0,0.0001052780426107347,1228.0,0.00044873604201711714,47.0,0.0,0.0,0.0
distilgpt2,exclamation,in_template,The gardener fixed the problem in the lab.,copy_sentence,2,negative_target,1.0,exclamation,"Copy this sentence:
The gardener fixed the problem in the lab.
Copy:","The gardener fixed the problem in the lab.
Copy:
The gardener fixed the problem in the lab",90.0,0.0,1.3059742741461378e-05,3170.0,4.72480860480573e-05,101.0,0.0,0.0,0.0
distilgpt2,exclamation,in_template,The gardener fixed the problem in the lab.,same_sentence,2,none,0.0,,"Same sentence:
The gardener fixed the problem in the lab.
Same:","The gardener fixed the problem in the lab.
Same:
The gardener fixed the problem in the lab",90.0,0.0,2.860246786440257e-05,1417.0,0.00028336315881460905,31.0,0.0,0.0,0.0
distilgpt2,exclamation,in_template,The gardener fixed the problem in the lab.,same_sentence,2,target,1.0,exclamation,"Same sentence:
The gardener fixed the problem in the lab.
Same:","The gardener fixed the problem in the lab.
The gardener fixed the problem in the lab!
The",89.0,1.0,0.00029868955607526004,257.0,0.9358174800872803,1.0,1.0,1.0,1.0
distilgpt2,exclamation,in_template,The gardener fixed the problem in the lab.,same_sentence,2,wrong_marker,1.0,question,"Same sentence:
The gardener fixed the problem in the lab.
Same:","The gardener fixed the problem in the lab.
The gardener fixed the problem in the lab.
The",89.0,0.0,8.314375736517832e-05,536.0,0.006399860605597496,5.0,0.0,1.0,1.0
distilgpt2,exclamation,in_template,The gardener fixed the problem in the lab.,same_sentence,2,random_norm,1.0,random_norm,"Same sentence:
The gardener fixed the problem in the lab.
Same:","The gardener fixed the problem in the lab.
The gardener fixed the problem in the lab.
The",89.0,0.0,4.2566825868561864e-05,719.0,0.00016646705626044422,34.0,0.0,0.0,0.0
distilgpt2,exclamation,in_template,The gardener fixed the problem in the lab.,same_sentence,2,negative_target,1.0,exclamation,"Same sentence:
The gardener fixed the problem in the lab.
Same:","The gardener fixed the problem in the lab.
Same.
The gardener fixed the problem in the lab",90.0,0.0,3.8919697544770315e-06,3483.0,3.3540236472617835e-05,114.0,0.0,0.0,0.0
distilgpt2,exclamation,in_template,The analyst tested the system in the lab.,copy_sentence,2,none,0.0,,"Copy this sentence:
The analyst tested the system in the lab.
Copy:","The analyst tested the system in the lab.
Copy:
The analyst tested the system in the lab.",89.0,0.0,0.0002431480388622731,395.0,0.0002746465033851564,24.0,0.0,0.0,0.0
distilgpt2,exclamation,in_template,The analyst tested the system in the lab.,copy_sentence,2,target,1.0,exclamation,"Copy this sentence:
The analyst tested the system in the lab.
Copy:","The analyst tested the system in the lab.
Copy!
The analyst tested the system!!!!!",82.0,1.0,0.0013387190410867333,63.0,0.9685394167900085,1.0,1.0,1.0,1.0
distilgpt2,exclamation,in_template,The analyst tested the system in the lab.,copy_sentence,2,wrong_marker,1.0,question,"Copy this sentence:
The analyst tested the system in the lab.
Copy:","The analyst tested the system in the lab.
The analyst tested the system in the lab.
The analyst tested",102.0,0.0,0.0005981569993309677,157.0,0.008080881088972092,5.0,0.0,1.0,1.0
distilgpt2,exclamation,in_template,The analyst tested the system in the lab.,copy_sentence,2,random_norm,1.0,random_norm,"Copy this sentence:
The analyst tested the system in the lab.
Copy:","The analyst tested the system in the lab.
The analyst tested the system in the lab.
The analyst tested",102.0,0.0,0.0002320604253327474,219.0,0.0002320604253327474,13.0,0.0,0.0,0.0
distilgpt2,exclamation,in_template,The analyst tested the system in the lab.,copy_sentence,2,negative_target,1.0,exclamation,"Copy this sentence:
The analyst tested the system in the lab.
Copy:","The analyst tested the system in the lab.
Copy:
The analyst tested the system in the lab.",89.0,0.0,1.9349872673046775e-05,3094.0,3.132294659735635e-05,120.0,0.0,0.0,0.0
distilgpt2,exclamation,in_template,The analyst tested the system in the lab.,same_sentence,2,none,0.0,,"Same sentence:
The analyst tested the system in the lab.
Same:","The analyst tested the system in the lab.
Same:
The analyst tested the system in the lab.",89.0,0.0,2.428778498142492e-05,1915.0,0.00021010237105656415,29.0,0.0,0.0,0.0
distilgpt2,exclamation,in_template,The analyst tested the system in the lab.,same_sentence,2,target,1.0,exclamation,"Same sentence:
The analyst tested the system in the lab.
Same:","The analyst tested the system in the lab.
The analyst tested the system in the lab!
The analyst tested",102.0,1.0,0.0002088924084091559,348.0,0.9513353705406189,1.0,1.0,1.0,1.0
distilgpt2,exclamation,in_template,The analyst tested the system in the lab.,same_sentence,2,wrong_marker,1.0,question,"Same sentence:
The analyst tested the system in the lab.
Same:","The analyst tested the system in the lab.
The analyst tested the system in the lab.
The analyst tested",102.0,0.0,6.729560845997185e-05,734.0,0.006970611400902271,5.0,0.0,1.0,1.0
distilgpt2,exclamation,in_template,The analyst tested the system in the lab.,same_sentence,2,random_norm,1.0,random_norm,"Same sentence:
The analyst tested the system in the lab.
Same:","The analyst tested the system in the lab.
The analyst tested the system in the lab.
The analyst tested",102.0,0.0,2.284640140715055e-05,2358.0,9.211042197421193e-05,58.0,0.0,0.0,0.0
distilgpt2,exclamation,in_template,The analyst tested the system in the lab.,same_sentence,2,negative_target,1.0,exclamation,"Same sentence:
The analyst tested the system in the lab.
Same:","The analyst tested the system in the lab.
Same:
The analyst tested the system in the lab.",89.0,0.0,4.39267796537024e-06,4881.0,2.239112109236885e-05,163.0,0.0,0.0,0.0
distilgpt2,exclamation,in_template,The teacher fixed the problem on Monday.,copy_sentence,2,none,0.0,,"Copy this sentence:
The teacher fixed the problem on Monday.
Copy:","The teacher fixed the problem on Monday.
Copy:
The teacher fixed the problem on Monday.
Copy:",93.0,0.0,0.00030330411391332746,341.0,0.0003860987490043044,21.0,0.0,0.0,0.0
distilgpt2,exclamation,in_template,The teacher fixed the problem on Monday.,copy_sentence,2,target,1.0,exclamation,"Copy this sentence:
The teacher fixed the problem on Monday.
Copy:","The teacher fixed the problem on Monday.
Copy!
The teacher fixed the problem on Monday!
The teacher",99.0,1.0,0.0013562311651185155,65.0,0.9751714468002319,1.0,1.0,1.0,1.0
distilgpt2,exclamation,in_template,The teacher fixed the problem on Monday.,copy_sentence,2,wrong_marker,1.0,question,"Copy this sentence:
The teacher fixed the problem on Monday.
Copy:",,0.0,0.0,0.0006282670656219125,157.0,0.0006282670656219125,101.0,0.0,0.0,0.0
distilgpt2,exclamation,in_template,The teacher fixed the problem on Monday.,copy_sentence,2,random_norm,1.0,random_norm,"Copy this sentence:
The teacher fixed the problem on Monday.
Copy:","The teacher said she was not sure how to get her own copy of the book.
The teacher said she was",95.0,0.0,8.922388224164024e-05,1007.0,0.00014961216947995126,124.0,0.0,0.0,0.0
distilgpt2,exclamation,in_template,The teacher fixed the problem on Monday.,copy_sentence,2,negative_target,1.0,exclamation,"Copy this sentence:
The teacher fixed the problem on Monday.
Copy:","The teacher said the teacher said he was not aware of the problem.
The teacher said he was not aware of",103.0,0.0,2.038135971815791e-05,2666.0,2.038135971815791e-05,1300.0,0.0,0.0,0.0
distilgpt2,exclamation,in_template,The teacher fixed the problem on Monday.,same_sentence,2,none,0.0,,"Same sentence:
The teacher fixed the problem on Monday.
Same:","The teacher fixed the problem on Monday.
Same:
The teacher fixed the problem on Monday.
Same:",93.0,0.0,2.225898606411647e-05,1856.0,0.0002666667278390378,26.0,0.0,0.0,0.0
distilgpt2,exclamation,in_template,The teacher fixed the problem on Monday.,same_sentence,2,target,1.0,exclamation,"Same sentence:
The teacher fixed the problem on Monday.
Same:","The teacher fixed the problem on Monday.
Same!
The teacher fixed the problem on Monday!
The teacher",99.0,1.0,0.00027774361660704017,309.0,0.9748050570487976,1.0,1.0,1.0,1.0
distilgpt2,exclamation,in_template,The teacher fixed the problem on Monday.,same_sentence,2,wrong_marker,1.0,question,"Same sentence:
The teacher fixed the problem on Monday.
Same:","The teacher fixed the problem on Monday.
The teacher fixed the problem on Monday? No. No? No?",93.0,0.0,7.982578972587362e-05,655.0,0.07222137600183487,3.0,0.0,1.0,1.0
distilgpt2,exclamation,in_template,The teacher fixed the problem on Monday.,same_sentence,2,random_norm,1.0,random_norm,"Same sentence:
The teacher fixed the problem on Monday.
Same:",,0.0,0.0,5.416982276074123e-06,3342.0,1.6344703908544034e-05,573.0,0.0,0.0,0.0
distilgpt2,exclamation,in_template,The teacher fixed the problem on Monday.,same_sentence,2,negative_target,1.0,exclamation,"Same sentence:
The teacher fixed the problem on Monday.
Same:",The teacher said the teacher said the teacher said the teacher said the teacher said the teacher said the teacher said the teacher,130.0,0.0,3.915716661140323e-06,4273.0,3.915716661140323e-06,3632.0,0.0,0.0,0.0
distilgpt2,exclamation,in_template,The analyst completed the task on Monday.,copy_sentence,2,none,0.0,,"Copy this sentence:
The analyst completed the task on Monday.
Copy:","The analyst completed the task on Monday.
Copy:
The analyst completed the task on Monday.
Copy:",95.0,0.0,0.0001106311974581331,945.0,0.0001106311974581331,33.0,0.0,0.0,0.0
distilgpt2,exclamation,in_template,The analyst completed the task on Monday.,copy_sentence,2,target,1.0,exclamation,"Copy this sentence:
The analyst completed the task on Monday.
Copy:","The analyst completed the task on Monday.
Copy:
The analyst completed the task on Monday!
Copy!",95.0,1.0,0.0007044912781566381,123.0,0.9906798005104065,1.0,1.0,1.0,1.0
distilgpt2,exclamation,in_template,The analyst completed the task on Monday.,copy_sentence,2,wrong_marker,1.0,question,"Copy this sentence:
The analyst completed the task on Monday.
Copy:",,0.0,0.0,0.0003370274789631367,267.0,0.0003370274789631367,115.0,0.0,0.0,0.0
distilgpt2,exclamation,in_template,The analyst completed the task on Monday.,copy_sentence,2,random_norm,1.0,random_norm,"Copy this sentence:
The analyst completed the task on Monday.
Copy:","The analyst completed the task on Monday.
Copy:
The analyst completed the task on Monday.
Copy:",95.0,0.0,5.331513239070773e-05,1224.0,0.00011347139661666006,23.0,0.0,0.0,0.0
distilgpt2,exclamation,in_template,The analyst completed the task on Monday.,copy_sentence,2,negative_target,1.0,exclamation,"Copy this sentence:
The analyst completed the task on Monday.
Copy:","The analyst said that the analyst said that the analyst said that the analyst said that the analyst said.
The analyst",117.0,0.0,9.797262464417145e-06,5216.0,9.797262464417145e-06,5088.0,0.0,0.0,0.0
distilgpt2,exclamation,in_template,The analyst completed the task on Monday.,same_sentence,2,none,0.0,,"Same sentence:
The analyst completed the task on Monday.
Same:","The analyst completed the task on Monday.
Same:
The analyst completed the task on Monday.
Same:",95.0,0.0,1.539268487249501e-05,2945.0,6.518446025438607e-05,36.0,0.0,0.0,0.0
distilgpt2,exclamation,in_template,The analyst completed the task on Monday.,same_sentence,2,target,1.0,exclamation,"Same sentence:
The analyst completed the task on Monday.
Same:","The analyst completed the task on Monday.
The analyst completed the task on Monday!
The analyst completed the task",114.0,1.0,0.00014575154636986554,564.0,0.9474465250968933,1.0,1.0,1.0,1.0
distilgpt2,exclamation,in_template,The analyst completed the task on Monday.,same_sentence,2,wrong_marker,1.0,question,"Same sentence:
The analyst completed the task on Monday.
Same:","The analyst completed the task.
The analyst completed the task? Yes yes yes yes yes yes yes yes yes yes",103.0,0.0,4.4703352614305913e-05,1099.0,0.0384097658097744,7.0,0.0,0.0,1.0
distilgpt2,exclamation,in_template,The analyst completed the task on Monday.,same_sentence,2,random_norm,1.0,random_norm,"Same sentence:
The analyst completed the task on Monday.
Same:","The analyst completed the task on Monday.
The analyst completed the task on Monday.
The analyst completed the task",114.0,0.0,1.8035612811218016e-05,2602.0,7.621567056048661e-05,35.0,0.0,0.0,0.0
distilgpt2,exclamation,in_template,The analyst completed the task on Monday.,same_sentence,2,negative_target,1.0,exclamation,"Same sentence:
The analyst completed the task on Monday.
Same:",The analyst said the analyst said the analyst said the analyst said the analyst said the analyst said the analyst said.,119.0,0.0,2.7125879569211975e-06,6123.0,2.7125879569211975e-06,4611.0,0.0,0.0,0.0
distilgpt2,exclamation,in_template,The musician updated the report before lunch.,copy_sentence,2,none,0.0,,"Copy this sentence:
The musician updated the report before lunch.
Copy:","The musician has been charged with two counts of conspiracy to commit a crime.
The court heard that the musician was",116.0,0.0,9.520431922283024e-05,1108.0,9.520431922283024e-05,218.0,0.0,0.0,0.0
distilgpt2,exclamation,in_template,The musician updated the report before lunch.,copy_sentence,2,target,1.0,exclamation,"Copy this sentence:
The musician updated the report before lunch.
Copy:","The report is now live!
The video is now live!
The video is!!!!!!",65.0,1.0,0.0005523911095224321,192.0,0.9800909161567688,1.0,1.0,1.0,1.0
distilgpt2,exclamation,in_template,The musician updated the report before lunch.,copy_sentence,2,wrong_marker,1.0,question,"Copy this sentence:
The musician updated the report before lunch.
Copy:",,0.0,0.0,0.0002926553424913436,342.0,0.0002926553424913436,101.0,0.0,0.0,0.0
distilgpt2,exclamation,in_template,The musician updated the report before lunch.,copy_sentence,2,random_norm,1.0,random_norm,"Copy this sentence:
The musician updated the report before lunch.
Copy:","The report was published on Wednesday, March 8, 2013.
The report was published on Wednesday, March 8,",101.0,0.0,6.468217907240614e-05,1385.0,6.990986730670556e-05,153.0,0.0,0.0,0.0
distilgpt2,exclamation,in_template,The musician updated the report before lunch.,copy_sentence,2,negative_target,1.0,exclamation,"Copy this sentence:
The musician updated the report before lunch.
Copy:","The report was sent to the following day.
The report was sent to the following day.
The report was",98.0,0.0,8.655620149511378e-06,5414.0,8.655620149511378e-06,843.0,0.0,0.0,0.0
distilgpt2,exclamation,in_template,The musician updated the report before lunch.,same_sentence,2,none,0.0,,"Same sentence:
The musician updated the report before lunch.
Same:","The musician updated the report before lunch.
Same:
The musician updated the report before lunch.
Same:",103.0,0.0,1.9520626665325835e-05,2619.0,5.4390526202041656e-05,39.0,0.0,0.0,0.0
distilgpt2,exclamation,in_template,The musician updated the report before lunch.,same_sentence,2,target,1.0,exclamation,"Same sentence:
The musician updated the report before lunch.
Same:","The musician updated the report before lunch.
Same!
The next time you're in the game!
The",89.0,1.0,0.00016577169299125671,544.0,0.788675844669342,1.0,1.0,1.0,1.0
distilgpt2,exclamation,in_template,The musician updated the report before lunch.,same_sentence,2,wrong_marker,1.0,question,"Same sentence:
The musician updated the report before lunch.
Same:","The same:
The same:
The same?
The same?
The same?
The same?",59.0,0.0,4.35538895544596e-05,1128.0,0.0022847403306514025,12.0,0.0,0.0,0.0
distilgpt2,exclamation,in_template,The musician updated the report before lunch.,same_sentence,2,random_norm,1.0,random_norm,"Same sentence:
The musician updated the report before lunch.
Same:","The musician was asked about his son's health and his family's health, his family's health and their family's",109.0,0.0,1.2551613508549053e-05,2795.0,3.6303837987361476e-05,1031.0,0.0,0.0,0.0
distilgpt2,exclamation,in_template,The musician updated the report before lunch.,same_sentence,2,negative_target,1.0,exclamation,"Same sentence:
The musician updated the report before lunch.
Same:","The musician said he was not aware of the incident.

The musician said he was not aware of the incident",103.0,0.0,3.2175923934119055e-06,5466.0,3.338276655995287e-06,1929.0,0.0,0.0,0.0
distilgpt2,exclamation,hard_out_of_template,The sample was collected by Maria in Paris.,copy_sentence,2,none,0.0,,"Copy this sentence:
The sample was collected by Maria in Paris.
Copy:","The sample was collected by Maria in Paris.
Copy:
The sample was collected by Maria in Paris.",93.0,0.0,0.00010524073877604678,1226.0,0.00010524073877604678,36.0,0.0,0.0,0.0
distilgpt2,exclamation,hard_out_of_template,The sample was collected by Maria in Paris.,copy_sentence,2,target,1.0,exclamation,"Copy this sentence:
The sample was collected by Maria in Paris.
Copy:","This is the sample from the original version of the original version!
This is the sample from the original version!",115.0,1.0,0.0005033441120758653,203.0,0.9567332863807678,1.0,1.0,1.0,1.0
distilgpt2,exclamation,hard_out_of_template,The sample was collected by Maria in Paris.,copy_sentence,2,wrong_marker,1.0,question,"Copy this sentence:
The sample was collected by Maria in Paris.
Copy:",,0.0,0.0,0.0003287564613856375,301.0,0.0003287564613856375,90.0,0.0,0.0,0.0
distilgpt2,exclamation,hard_out_of_template,The sample was collected by Maria in Paris.,copy_sentence,2,random_norm,1.0,random_norm,"Copy this sentence:
The sample was collected by Maria in Paris.
Copy:","The sample was collected by Maria in Paris.
The sample was collected by Maria in Paris.
The sample was",102.0,0.0,6.117413431638852e-05,2212.0,0.00019020630861632526,37.0,0.0,0.0,0.0
distilgpt2,exclamation,hard_out_of_template,The sample was collected by Maria in Paris.,copy_sentence,2,negative_target,1.0,exclamation,"Copy this sentence:
The sample was collected by Maria in Paris.
Copy:","The sample was collected by Maria in Paris.
Copy:
The sample was collected by Maria in Paris.",93.0,0.0,1.4112461940385401e-05,5030.0,1.763568798196502e-05,192.0,0.0,0.0,0.0
distilgpt2,exclamation,hard_out_of_template,The sample was collected by Maria in Paris.,same_sentence,2,none,0.0,,"Same sentence:
The sample was collected by Maria in Paris.
Same:","The sample was collected by Maria in Paris.
Same:
The sample was collected by Maria in Paris.",93.0,0.0,2.863170266209636e-05,2442.0,4.304081085138023e-05,45.0,0.0,0.0,0.0
distilgpt2,exclamation,hard_out_of_template,The sample was collected by Maria in Paris.,same_sentence,2,target,1.0,exclamation,"Same sentence:
The sample was collected by Maria in Paris.
Same:","The sample was collected by Maria in Paris.
The sample was collected by Maria in Paris!
The sample was",102.0,1.0,0.00018073087267111987,538.0,0.9901010990142822,1.0,1.0,1.0,1.0
distilgpt2,exclamation,hard_out_of_template,The sample was collected by Maria in Paris.,same_sentence,2,wrong_marker,1.0,question,"Same sentence:
The sample was collected by Maria in Paris.
Same:","The sample was collected by Maria in Paris.
The sample was collected by Maria in Paris?
No. No",94.0,0.0,6.645652320003137e-05,931.0,0.08834731578826904,5.0,0.0,1.0,1.0
