template_id,source,op_a,op_b,pair,ab_text,ba_text
73,The programmer supported the theory.,N,M,NM_vs_MN,The programmer allegedly failed to support the theory.,The programmer failed to allegedly support the theory.
73,The programmer supported the theory.,N,T,NT_vs_TN,The programmer will fail to support the theory tomorrow.,The programmer failed to have supported the theory earlier.
73,The programmer supported the theory.,Q,M,QM_vs_MQ,Could the programmer allegedly support the theory?,Is it alleged that the programmer supported the theory?
73,The programmer supported the theory.,Q,T,QT_vs_TQ,Could the programmer support the theory tomorrow?,Will the programmer support the theory tomorrow?
73,The programmer supported the theory.,M,T,MT_vs_TM,The programmer will allegedly support the theory tomorrow.,The programmer was allegedly going to support the theory.
74,The architect verified the report.,N,Q,NQ_vs_QN,Could the architect fail to verify the report?,Is it false that the architect verified the report?
74,The architect verified the report.,N,M,NM_vs_MN,The architect allegedly failed to verify the report.,The architect failed to allegedly verify the report.
74,The architect verified the report.,N,T,NT_vs_TN,The architect will fail to verify the report tomorrow.,The architect failed to have verified the report earlier.
74,The architect verified the report.,Q,M,QM_vs_MQ,Could the architect allegedly verify the report?,Is it alleged that the architect verified the report?
74,The architect verified the report.,Q,T,QT_vs_TQ,Could the architect verify the report tomorrow?,Will the architect verify the report tomorrow?
74,The architect verified the report.,M,T,MT_vs_TM,The architect will allegedly verify the report tomorrow.,The architect was allegedly going to verify the report.
75,The engineer opened the portal.,N,Q,NQ_vs_QN,Could the engineer fail to open the portal?,Is it false that the engineer opened the portal?
75,The engineer opened the portal.,N,M,NM_vs_MN,The engineer allegedly failed to open the portal.,The engineer failed to allegedly open the portal.
75,The engineer opened the portal.,N,T,NT_vs_TN,The engineer will fail to open the portal tomorrow.,The engineer failed to have opened the portal earlier.
75,The engineer opened the portal.,Q,M,QM_vs_MQ,Could the engineer allegedly open the portal?,Is it alleged that the engineer opened the portal?
75,The engineer opened the portal.,Q,T,QT_vs_TQ,Could the engineer open the portal tomorrow?,Will the engineer open the portal tomorrow?
75,The engineer opened the portal.,M,T,MT_vs_TM,The engineer will allegedly open the portal tomorrow.,The engineer was allegedly going to open the portal.
76,The oracle opened the portal.,N,Q,NQ_vs_QN,Could the oracle fail to open the portal?,Is it false that the oracle opened the portal?
76,The oracle opened the portal.,N,M,NM_vs_MN,The oracle allegedly failed to open the portal.,The oracle failed to allegedly open the portal.
76,The oracle opened the portal.,N,T,NT_vs_TN,The oracle will fail to open the portal tomorrow.,The oracle failed to have opened the portal earlier.
76,The oracle opened the portal.,Q,M,QM_vs_MQ,Could the oracle allegedly open the portal?,Is it alleged that the oracle opened the portal?
76,The oracle opened the portal.,Q,T,QT_vs_TQ,Could the oracle open the portal tomorrow?,Will the oracle open the portal tomorrow?
76,The oracle opened the portal.,M,T,MT_vs_TM,The oracle will allegedly open the portal tomorrow.,The oracle was allegedly going to open the portal.
77,The manager confirmed the answer.,N,Q,NQ_vs_QN,Could the manager fail to confirm the answer?,Is it false that the manager confirmed the answer?
77,The manager confirmed the answer.,N,M,NM_vs_MN,The manager allegedly failed to confirm the answer.,The manager failed to allegedly confirm the answer.
77,The manager confirmed the answer.,N,T,NT_vs_TN,The manager will fail to confirm the answer tomorrow.,The manager failed to have confirmed the answer earlier.
77,The manager confirmed the answer.,Q,M,QM_vs_MQ,Could the manager allegedly confirm the answer?,Is it alleged that the manager confirmed the answer?
77,The manager confirmed the answer.,Q,T,QT_vs_TQ,Could the manager confirm the answer tomorrow?,Will the manager confirm the answer tomorrow?
77,The manager confirmed the answer.,M,T,MT_vs_TM,The manager will allegedly confirm the answer tomorrow.,The manager was allegedly going to confirm the answer.
78,The dragon signed the treaty.,N,Q,NQ_vs_QN,Could the dragon fail to sign the treaty?,Is it false that the dragon signed the treaty?
78,The dragon signed the treaty.,N,M,NM_vs_MN,The dragon allegedly failed to sign the treaty.,The dragon failed to allegedly sign the treaty.
78,The dragon signed the treaty.,N,T,NT_vs_TN,The dragon will fail to sign the treaty tomorrow.,The dragon failed to have signed the treaty earlier.
78,The dragon signed the treaty.,Q,M,QM_vs_MQ,Could the dragon allegedly sign the treaty?,Is it alleged that the dragon signed the treaty?
78,The dragon signed the treaty.,Q,T,QT_vs_TQ,Could the dragon sign the treaty tomorrow?,Will the dragon sign the treaty tomorrow?
78,The dragon signed the treaty.,M,T,MT_vs_TM,The dragon will allegedly sign the treaty tomorrow.,The dragon was allegedly going to sign the treaty.
79,The manager approved the treatment.,N,Q,NQ_vs_QN,Could the manager fail to approve the treatment?,Is it false that the manager approved the treatment?
79,The manager approved the treatment.,N,M,NM_vs_MN,The manager allegedly failed to approve the treatment.,The manager failed to allegedly approve the treatment.
79,The manager approved the treatment.,N,T,NT_vs_TN,The manager will fail to approve the treatment tomorrow.,The manager failed to have approved the treatment earlier.
79,The manager approved the treatment.,Q,M,QM_vs_MQ,Could the manager allegedly approve the treatment?,Is it alleged that the manager approved the treatment?
79,The manager approved the treatment.,Q,T,QT_vs_TQ,Could the manager approve the treatment tomorrow?,Will the manager approve the treatment tomorrow?
79,The manager approved the treatment.,M,T,MT_vs_TM,The manager will allegedly approve the treatment tomorrow.,The manager was allegedly going to approve the treatment.
