language,template_id,kind,label,source,op_a,op_b,op_c,ab_text,ba_text,abc_text,bca_text,cab_text,acb_text,cba_text,bac_text
de,42,triple,QMT,Der Forscher unterstuetzte die Theorie waehrend der Besprechung.,Q,M,T,,,"Ist es berichten zufolge wahr, dass der Forscher wird unterstuetzen die Theorie waehrend der Besprechung?",Wird der Forscher berichten zufolge unterstuetzte die Theorie waehrend der Besprechung?,"Ist es berichten zufolge wahr, dass der Forscher wird unterstuetzen die Theorie waehrend der Besprechung?","Ist es berichten zufolge wahr, dass der Forscher wird unterstuetzen die Theorie waehrend der Besprechung?",Wird der Forscher berichten zufolge unterstuetzte die Theorie waehrend der Besprechung?,"Wird es wahr sein, dass der Forscher berichten zufolge unterstuetzte die Theorie waehrend der Besprechung?"
de,43,pair,NQ_vs_QN,Der Arzt bestaetigte die Antwort nach der Pruefung.,N,Q,,Schaffte es der Arzt nicht zu bestaetigen die Antwort nach der Pruefung?,"Ist es falsch, dass der Arzt bestaetigte die Antwort nach der Pruefung?",,,,,,
de,43,pair,NM_vs_MN,Der Arzt bestaetigte die Antwort nach der Pruefung.,N,M,,Der Arzt konnte nicht bestaetigen berichten zufolge die Antwort nach der Pruefung.,Der Arzt berichten zufolge konnte nicht bestaetigen die Antwort nach der Pruefung.,,,,,,
de,43,pair,NT_vs_TN,Der Arzt bestaetigte die Antwort nach der Pruefung.,N,T,,Der Arzt schaffte es nicht zu plant zu bestaetigen die Antwort nach der Pruefung.,Der Arzt weigerte sich zu bestaetigen die Antwort nach der Pruefung.,,,,,,
de,43,pair,QM_vs_MQ,Der Arzt bestaetigte die Antwort nach der Pruefung.,Q,M,,"Ist es berichten zufolge wahr, dass der Arzt bestaetigte die Antwort nach der Pruefung?",Hat der Arzt berichten zufolge bestaetigen die Antwort nach der Pruefung?,,,,,,
de,43,pair,QT_vs_TQ,Der Arzt bestaetigte die Antwort nach der Pruefung.,Q,T,,"Wird es wahr sein, dass der Arzt bestaetigte die Antwort nach der Pruefung?",Wird der Arzt bestaetigte die Antwort nach der Pruefung?,,,,,,
de,43,pair,MT_vs_TM,Der Arzt bestaetigte die Antwort nach der Pruefung.,M,T,,Der Arzt berichten zufolge plant zu bestaetigen die Antwort nach der Pruefung.,Der Arzt plant zu bestaetigen berichten zufolge die Antwort nach der Pruefung.,,,,,,
de,43,triple,NQM,Der Arzt bestaetigte die Antwort nach der Pruefung.,N,Q,M,,,"Ist es berichten zufolge wahr, dass der Arzt konnte nicht bestaetigen die Antwort nach der Pruefung?","Ist es falsch, dass der Arzt bestaetigte berichten zufolge die Antwort nach der Pruefung?",Schaffte es der Arzt nicht zu bestaetigen die Antwort nach der Pruefung?,Schaffte es der Arzt nicht zu bestaetigen die Antwort nach der Pruefung?,"Ist es falsch, dass der Arzt berichten zufolge bestaetigte die Antwort nach der Pruefung?","Ist es falsch, dass der Arzt bestaetigte berichten zufolge die Antwort nach der Pruefung?"
de,43,triple,NQT,Der Arzt bestaetigte die Antwort nach der Pruefung.,N,Q,T,,,"Wird es wahr sein, dass der Arzt konnte nicht bestaetigen die Antwort nach der Pruefung?","Ist es falsch, dass der Arzt plant zu bestaetigen die Antwort nach der Pruefung?",Wird der Arzt konnte nicht bestaetigen die Antwort nach der Pruefung?,Wird der Arzt konnte nicht bestaetigen die Antwort nach der Pruefung?,"Ist es falsch, dass der Arzt plant zu bestaetigen die Antwort nach der Pruefung?","Ist es falsch, dass der Arzt plant zu bestaetigen die Antwort nach der Pruefung?"
de,43,triple,NMT,Der Arzt bestaetigte die Antwort nach der Pruefung.,N,M,T,,,Der Arzt schaffte es nicht zu plant zu bestaetigen berichten zufolge die Antwort nach der Pruefung.,Der Arzt berichten zufolge weigerte sich zu bestaetigen die Antwort nach der Pruefung.,Der Arzt weigerte sich zu bestaetigen berichten zufolge die Antwort nach der Pruefung.,Der Arzt schaffte es nicht zu plant zu bestaetigen berichten zufolge die Antwort nach der Pruefung.,Der Arzt weigerte sich zu bestaetigen berichten zufolge die Antwort nach der Pruefung.,Der Arzt berichten zufolge schaffte es nicht zu plant zu bestaetigen die Antwort nach der Pruefung.
de,43,triple,QMT,Der Arzt bestaetigte die Antwort nach der Pruefung.,Q,M,T,,,"Ist es berichten zufolge wahr, dass der Arzt plant zu bestaetigen die Antwort nach der Pruefung?",Wird der Arzt berichten zufolge bestaetigte die Antwort nach der Pruefung?,"Ist es berichten zufolge wahr, dass der Arzt plant zu bestaetigen die Antwort nach der Pruefung?","Ist es berichten zufolge wahr, dass der Arzt plant zu bestaetigen die Antwort nach der Pruefung?",Wird der Arzt berichten zufolge bestaetigte die Antwort nach der Pruefung?,"Wird es wahr sein, dass der Arzt berichten zufolge bestaetigte die Antwort nach der Pruefung?"
de,44,pair,NQ_vs_QN,Der Wissenschaftler beendete die Reparatur nach der Pruefung.,N,Q,,Schaffte es der Wissenschaftler nicht zu beenden die Reparatur nach der Pruefung?,"Ist es falsch, dass der Wissenschaftler beendete die Reparatur nach der Pruefung?",,,,,,
de,44,pair,NM_vs_MN,Der Wissenschaftler beendete die Reparatur nach der Pruefung.,N,M,,Der Wissenschaftler weigerte sich zu beenden angeblich die Reparatur nach der Pruefung.,Der Wissenschaftler angeblich weigerte sich zu beenden die Reparatur nach der Pruefung.,,,,,,
de,44,pair,NT_vs_TN,Der Wissenschaftler beendete die Reparatur nach der Pruefung.,N,T,,Der Wissenschaftler schaffte es nicht zu versucht zu beenden die Reparatur nach der Pruefung.,Der Wissenschaftler weigerte sich zu beenden die Reparatur nach der Pruefung.,,,,,,
de,44,pair,QM_vs_MQ,Der Wissenschaftler beendete die Reparatur nach der Pruefung.,Q,M,,"Ist es angeblich wahr, dass der Wissenschaftler beendete die Reparatur nach der Pruefung?",Hat der Wissenschaftler angeblich beenden die Reparatur nach der Pruefung?,,,,,,
de,44,pair,QT_vs_TQ,Der Wissenschaftler beendete die Reparatur nach der Pruefung.,Q,T,,"Wird es wahr sein, dass der Wissenschaftler beendete die Reparatur nach der Pruefung?",Wird der Wissenschaftler beendete die Reparatur nach der Pruefung?,,,,,,
de,44,pair,MT_vs_TM,Der Wissenschaftler beendete die Reparatur nach der Pruefung.,M,T,,Der Wissenschaftler angeblich versucht zu beenden die Reparatur nach der Pruefung.,Der Wissenschaftler versucht zu beenden angeblich die Reparatur nach der Pruefung.,,,,,,
de,44,triple,NQM,Der Wissenschaftler beendete die Reparatur nach der Pruefung.,N,Q,M,,,"Ist es angeblich wahr, dass der Wissenschaftler weigerte sich zu beenden die Reparatur nach der Pruefung?","Ist es falsch, dass der Wissenschaftler beendete angeblich die Reparatur nach der Pruefung?",Schaffte es der Wissenschaftler nicht zu beenden die Reparatur nach der Pruefung?,Schaffte es der Wissenschaftler nicht zu beenden die Reparatur nach der Pruefung?,"Ist es falsch, dass der Wissenschaftler angeblich beendete die Reparatur nach der Pruefung?","Ist es falsch, dass der Wissenschaftler beendete angeblich die Reparatur nach der Pruefung?"
de,44,triple,NQT,Der Wissenschaftler beendete die Reparatur nach der Pruefung.,N,Q,T,,,"Wird es wahr sein, dass der Wissenschaftler weigerte sich zu beenden die Reparatur nach der Pruefung?","Ist es falsch, dass der Wissenschaftler versucht zu beenden die Reparatur nach der Pruefung?",Wird der Wissenschaftler weigerte sich zu beenden die Reparatur nach der Pruefung?,Wird der Wissenschaftler weigerte sich zu beenden die Reparatur nach der Pruefung?,"Ist es falsch, dass der Wissenschaftler versucht zu beenden die Reparatur nach der Pruefung?","Ist es falsch, dass der Wissenschaftler versucht zu beenden die Reparatur nach der Pruefung?"
de,44,triple,NMT,Der Wissenschaftler beendete die Reparatur nach der Pruefung.,N,M,T,,,Der Wissenschaftler schaffte es nicht zu versucht zu beenden angeblich die Reparatur nach der Pruefung.,Der Wissenschaftler angeblich weigerte sich zu beenden die Reparatur nach der Pruefung.,Der Wissenschaftler weigerte sich zu beenden angeblich die Reparatur nach der Pruefung.,Der Wissenschaftler schaffte es nicht zu versucht zu beenden angeblich die Reparatur nach der Pruefung.,Der Wissenschaftler weigerte sich zu beenden angeblich die Reparatur nach der Pruefung.,Der Wissenschaftler angeblich schaffte es nicht zu versucht zu beenden die Reparatur nach der Pruefung.
de,44,triple,QMT,Der Wissenschaftler beendete die Reparatur nach der Pruefung.,Q,M,T,,,"Ist es angeblich wahr, dass der Wissenschaftler versucht zu beenden die Reparatur nach der Pruefung?",Wird der Wissenschaftler angeblich beendete die Reparatur nach der Pruefung?,"Ist es angeblich wahr, dass der Wissenschaftler versucht zu beenden die Reparatur nach der Pruefung?","Ist es angeblich wahr, dass der Wissenschaftler versucht zu beenden die Reparatur nach der Pruefung?",Wird der Wissenschaftler angeblich beendete die Reparatur nach der Pruefung?,"Wird es wahr sein, dass der Wissenschaftler angeblich beendete die Reparatur nach der Pruefung?"
de,45,pair,NQ_vs_QN,Der Manager bestaetigte die Antwort vor der Frist.,N,Q,,Schaffte es der Manager nicht zu bestaetigen die Antwort vor der Frist?,"Ist es falsch, dass der Manager bestaetigte die Antwort vor der Frist?",,,,,,
de,45,pair,NM_vs_MN,Der Manager bestaetigte die Antwort vor der Frist.,N,M,,Der Manager weigerte sich zu bestaetigen angeblich die Antwort vor der Frist.,Der Manager angeblich weigerte sich zu bestaetigen die Antwort vor der Frist.,,,,,,
de,45,pair,NT_vs_TN,Der Manager bestaetigte die Antwort vor der Frist.,N,T,,Der Manager schaffte es nicht zu wird bestaetigen die Antwort vor der Frist.,Der Manager weigerte sich zu bestaetigen die Antwort vor der Frist.,,,,,,
de,45,pair,QM_vs_MQ,Der Manager bestaetigte die Antwort vor der Frist.,Q,M,,"Ist es angeblich wahr, dass der Manager bestaetigte die Antwort vor der Frist?",Hat der Manager angeblich bestaetigen die Antwort vor der Frist?,,,,,,
de,45,pair,QT_vs_TQ,Der Manager bestaetigte die Antwort vor der Frist.,Q,T,,"Wird es wahr sein, dass der Manager bestaetigte die Antwort vor der Frist?",Wird der Manager bestaetigte die Antwort vor der Frist?,,,,,,
de,45,pair,MT_vs_TM,Der Manager bestaetigte die Antwort vor der Frist.,M,T,,Der Manager angeblich wird bestaetigen die Antwort vor der Frist.,Der Manager wird bestaetigen angeblich die Antwort vor der Frist.,,,,,,
de,45,triple,NQM,Der Manager bestaetigte die Antwort vor der Frist.,N,Q,M,,,"Ist es angeblich wahr, dass der Manager weigerte sich zu bestaetigen die Antwort vor der Frist?","Ist es falsch, dass der Manager bestaetigte angeblich die Antwort vor der Frist?",Schaffte es der Manager nicht zu bestaetigen die Antwort vor der Frist?,Schaffte es der Manager nicht zu bestaetigen die Antwort vor der Frist?,"Ist es falsch, dass der Manager angeblich bestaetigte die Antwort vor der Frist?","Ist es falsch, dass der Manager bestaetigte angeblich die Antwort vor der Frist?"
de,45,triple,NQT,Der Manager bestaetigte die Antwort vor der Frist.,N,Q,T,,,"Wird es wahr sein, dass der Manager weigerte sich zu bestaetigen die Antwort vor der Frist?","Ist es falsch, dass der Manager wird bestaetigen die Antwort vor der Frist?",Wird der Manager weigerte sich zu bestaetigen die Antwort vor der Frist?,Wird der Manager weigerte sich zu bestaetigen die Antwort vor der Frist?,"Ist es falsch, dass der Manager wird bestaetigen die Antwort vor der Frist?","Ist es falsch, dass der Manager wird bestaetigen die Antwort vor der Frist?"
de,45,triple,NMT,Der Manager bestaetigte die Antwort vor der Frist.,N,M,T,,,Der Manager schaffte es nicht zu wird bestaetigen angeblich die Antwort vor der Frist.,Der Manager angeblich weigerte sich zu bestaetigen die Antwort vor der Frist.,Der Manager weigerte sich zu bestaetigen angeblich die Antwort vor der Frist.,Der Manager schaffte es nicht zu wird bestaetigen angeblich die Antwort vor der Frist.,Der Manager weigerte sich zu bestaetigen angeblich die Antwort vor der Frist.,Der Manager angeblich schaffte es nicht zu wird bestaetigen die Antwort vor der Frist.
de,45,triple,QMT,Der Manager bestaetigte die Antwort vor der Frist.,Q,M,T,,,"Ist es angeblich wahr, dass der Manager wird bestaetigen die Antwort vor der Frist?",Wird der Manager angeblich bestaetigte die Antwort vor der Frist?,"Ist es angeblich wahr, dass der Manager wird bestaetigen die Antwort vor der Frist?","Ist es angeblich wahr, dass der Manager wird bestaetigen die Antwort vor der Frist?",Wird der Manager angeblich bestaetigte die Antwort vor der Frist?,"Wird es wahr sein, dass der Manager angeblich bestaetigte die Antwort vor der Frist?"
de,46,pair,NQ_vs_QN,Der Manager bestaetigte die Antwort am Morgen.,N,Q,,Schaffte es der Manager nicht zu bestaetigen die Antwort am Morgen?,"Ist es falsch, dass der Manager bestaetigte die Antwort am Morgen?",,,,,,
de,46,pair,NM_vs_MN,Der Manager bestaetigte die Antwort am Morgen.,N,M,,Der Manager konnte nicht bestaetigen berichten zufolge die Antwort am Morgen.,Der Manager berichten zufolge konnte nicht bestaetigen die Antwort am Morgen.,,,,,,
de,46,pair,NT_vs_TN,Der Manager bestaetigte die Antwort am Morgen.,N,T,,Der Manager schaffte es nicht zu versucht zu bestaetigen die Antwort am Morgen.,Der Manager weigerte sich zu bestaetigen die Antwort am Morgen.,,,,,,
de,46,pair,QM_vs_MQ,Der Manager bestaetigte die Antwort am Morgen.,Q,M,,"Ist es berichten zufolge wahr, dass der Manager bestaetigte die Antwort am Morgen?",Hat der Manager berichten zufolge bestaetigen die Antwort am Morgen?,,,,,,
de,46,pair,QT_vs_TQ,Der Manager bestaetigte die Antwort am Morgen.,Q,T,,"Wird es wahr sein, dass der Manager bestaetigte die Antwort am Morgen?",Wird der Manager bestaetigte die Antwort am Morgen?,,,,,,
de,46,pair,MT_vs_TM,Der Manager bestaetigte die Antwort am Morgen.,M,T,,Der Manager berichten zufolge versucht zu bestaetigen die Antwort am Morgen.,Der Manager versucht zu bestaetigen berichten zufolge die Antwort am Morgen.,,,,,,
de,46,triple,NQM,Der Manager bestaetigte die Antwort am Morgen.,N,Q,M,,,"Ist es berichten zufolge wahr, dass der Manager konnte nicht bestaetigen die Antwort am Morgen?","Ist es falsch, dass der Manager bestaetigte berichten zufolge die Antwort am Morgen?",Schaffte es der Manager nicht zu bestaetigen die Antwort am Morgen?,Schaffte es der Manager nicht zu bestaetigen die Antwort am Morgen?,"Ist es falsch, dass der Manager berichten zufolge bestaetigte die Antwort am Morgen?","Ist es falsch, dass der Manager bestaetigte berichten zufolge die Antwort am Morgen?"
de,46,triple,NQT,Der Manager bestaetigte die Antwort am Morgen.,N,Q,T,,,"Wird es wahr sein, dass der Manager konnte nicht bestaetigen die Antwort am Morgen?","Ist es falsch, dass der Manager versucht zu bestaetigen die Antwort am Morgen?",Wird der Manager konnte nicht bestaetigen die Antwort am Morgen?,Wird der Manager konnte nicht bestaetigen die Antwort am Morgen?,"Ist es falsch, dass der Manager versucht zu bestaetigen die Antwort am Morgen?","Ist es falsch, dass der Manager versucht zu bestaetigen die Antwort am Morgen?"
de,46,triple,NMT,Der Manager bestaetigte die Antwort am Morgen.,N,M,T,,,Der Manager schaffte es nicht zu versucht zu bestaetigen berichten zufolge die Antwort am Morgen.,Der Manager berichten zufolge weigerte sich zu bestaetigen die Antwort am Morgen.,Der Manager weigerte sich zu bestaetigen berichten zufolge die Antwort am Morgen.,Der Manager schaffte es nicht zu versucht zu bestaetigen berichten zufolge die Antwort am Morgen.,Der Manager weigerte sich zu bestaetigen berichten zufolge die Antwort am Morgen.,Der Manager berichten zufolge schaffte es nicht zu versucht zu bestaetigen die Antwort am Morgen.
de,46,triple,QMT,Der Manager bestaetigte die Antwort am Morgen.,Q,M,T,,,"Ist es berichten zufolge wahr, dass der Manager versucht zu bestaetigen die Antwort am Morgen?",Wird der Manager berichten zufolge bestaetigte die Antwort am Morgen?,"Ist es berichten zufolge wahr, dass der Manager versucht zu bestaetigen die Antwort am Morgen?","Ist es berichten zufolge wahr, dass der Manager versucht zu bestaetigen die Antwort am Morgen?",Wird der Manager berichten zufolge bestaetigte die Antwort am Morgen?,"Wird es wahr sein, dass der Manager berichten zufolge bestaetigte die Antwort am Morgen?"
de,47,pair,NQ_vs_QN,Der Lehrer beendete die Reparatur waehrend der Besprechung.,N,Q,,Schaffte es der Lehrer nicht zu beenden die Reparatur waehrend der Besprechung?,"Ist es falsch, dass der Lehrer beendete die Reparatur waehrend der Besprechung?",,,,,,
de,47,pair,NM_vs_MN,Der Lehrer beendete die Reparatur waehrend der Besprechung.,N,M,,Der Lehrer schaffte es nicht zu beenden angeblich die Reparatur waehrend der Besprechung.,Der Lehrer angeblich schaffte es nicht zu beenden die Reparatur waehrend der Besprechung.,,,,,,
de,47,pair,NT_vs_TN,Der Lehrer beendete die Reparatur waehrend der Besprechung.,N,T,,Der Lehrer schaffte es nicht zu plant zu beenden die Reparatur waehrend der Besprechung.,Der Lehrer weigerte sich zu beenden die Reparatur waehrend der Besprechung.,,,,,,
de,47,pair,QM_vs_MQ,Der Lehrer beendete die Reparatur waehrend der Besprechung.,Q,M,,"Ist es angeblich wahr, dass der Lehrer beendete die Reparatur waehrend der Besprechung?",Hat der Lehrer angeblich beenden die Reparatur waehrend der Besprechung?,,,,,,
de,47,pair,QT_vs_TQ,Der Lehrer beendete die Reparatur waehrend der Besprechung.,Q,T,,"Wird es wahr sein, dass der Lehrer beendete die Reparatur waehrend der Besprechung?",Wird der Lehrer beendete die Reparatur waehrend der Besprechung?,,,,,,
de,47,pair,MT_vs_TM,Der Lehrer beendete die Reparatur waehrend der Besprechung.,M,T,,Der Lehrer angeblich plant zu beenden die Reparatur waehrend der Besprechung.,Der Lehrer plant zu beenden angeblich die Reparatur waehrend der Besprechung.,,,,,,
de,47,triple,NQM,Der Lehrer beendete die Reparatur waehrend der Besprechung.,N,Q,M,,,"Ist es angeblich wahr, dass der Lehrer schaffte es nicht zu beenden die Reparatur waehrend der Besprechung?","Ist es falsch, dass der Lehrer beendete angeblich die Reparatur waehrend der Besprechung?",Schaffte es der Lehrer nicht zu beenden die Reparatur waehrend der Besprechung?,Schaffte es der Lehrer nicht zu beenden die Reparatur waehrend der Besprechung?,"Ist es falsch, dass der Lehrer angeblich beendete die Reparatur waehrend der Besprechung?","Ist es falsch, dass der Lehrer beendete angeblich die Reparatur waehrend der Besprechung?"
de,47,triple,NQT,Der Lehrer beendete die Reparatur waehrend der Besprechung.,N,Q,T,,,"Wird es wahr sein, dass der Lehrer schaffte es nicht zu beenden die Reparatur waehrend der Besprechung?","Ist es falsch, dass der Lehrer plant zu beenden die Reparatur waehrend der Besprechung?",Wird der Lehrer schaffte es nicht zu beenden die Reparatur waehrend der Besprechung?,Wird der Lehrer schaffte es nicht zu beenden die Reparatur waehrend der Besprechung?,"Ist es falsch, dass der Lehrer plant zu beenden die Reparatur waehrend der Besprechung?","Ist es falsch, dass der Lehrer plant zu beenden die Reparatur waehrend der Besprechung?"
de,47,triple,NMT,Der Lehrer beendete die Reparatur waehrend der Besprechung.,N,M,T,,,Der Lehrer schaffte es nicht zu plant zu beenden angeblich die Reparatur waehrend der Besprechung.,Der Lehrer angeblich weigerte sich zu beenden die Reparatur waehrend der Besprechung.,Der Lehrer weigerte sich zu beenden angeblich die Reparatur waehrend der Besprechung.,Der Lehrer schaffte es nicht zu plant zu beenden angeblich die Reparatur waehrend der Besprechung.,Der Lehrer weigerte sich zu beenden angeblich die Reparatur waehrend der Besprechung.,Der Lehrer angeblich schaffte es nicht zu plant zu beenden die Reparatur waehrend der Besprechung.
de,47,triple,QMT,Der Lehrer beendete die Reparatur waehrend der Besprechung.,Q,M,T,,,"Ist es angeblich wahr, dass der Lehrer plant zu beenden die Reparatur waehrend der Besprechung?",Wird der Lehrer angeblich beendete die Reparatur waehrend der Besprechung?,"Ist es angeblich wahr, dass der Lehrer plant zu beenden die Reparatur waehrend der Besprechung?","Ist es angeblich wahr, dass der Lehrer plant zu beenden die Reparatur waehrend der Besprechung?",Wird der Lehrer angeblich beendete die Reparatur waehrend der Besprechung?,"Wird es wahr sein, dass der Lehrer angeblich beendete die Reparatur waehrend der Besprechung?"
ru,0,pair,NQ_vs_QN,inzhener zavershil remont posle proverki.,N,Q,,inzhener ne smog zavershit remont posle proverki?,"Nepravda li, chto inzhener zavershil remont posle proverki?",,,,,,
ru,0,pair,NM_vs_MN,inzhener zavershil remont posle proverki.,N,M,,inzhener otkazalsya zavershit predpolozhitelno remont posle proverki.,inzhener predpolozhitelno otkazalsya zavershit remont posle proverki.,,,,,,
ru,0,pair,NT_vs_TN,inzhener zavershil remont posle proverki.,N,T,,inzhener ne smog planiruet zavershit remont posle proverki.,inzhener otkazalsya zavershit remont posle proverki.,,,,,,
ru,0,pair,QM_vs_MQ,inzhener zavershil remont posle proverki.,Q,M,,"Pravda li, chto inzhener predpolozhitelno zavershil remont posle proverki?",inzhener predpolozhitelno zavershit remont posle proverki?,,,,,,
ru,0,pair,QT_vs_TQ,inzhener zavershil remont posle proverki.,Q,T,,"Budet li pravdoy, chto inzhener zavershil remont posle proverki?",Budet li inzhener zavershil remont posle proverki?,,,,,,
ru,0,pair,MT_vs_TM,inzhener zavershil remont posle proverki.,M,T,,inzhener predpolozhitelno planiruet zavershit remont posle proverki.,inzhener planiruet zavershit predpolozhitelno remont posle proverki.,,,,,,
ru,0,triple,NQM,inzhener zavershil remont posle proverki.,N,Q,M,,,"Pravda li, chto inzhener predpolozhitelno otkazalsya zavershit remont posle proverki?","Nepravda li, chto inzhener zavershil predpolozhitelno remont posle proverki?",inzhener ne smog zavershit remont posle proverki?,inzhener ne smog zavershit remont posle proverki?,"Nepravda li, chto inzhener predpolozhitelno zavershil remont posle proverki?","Nepravda li, chto inzhener zavershil predpolozhitelno remont posle proverki?"
ru,0,triple,NQT,inzhener zavershil remont posle proverki.,N,Q,T,,,"Budet li pravdoy, chto inzhener otkazalsya zavershit remont posle proverki?","Nepravda li, chto inzhener planiruet zavershit remont posle proverki?",Budet li inzhener otkazalsya zavershit remont posle proverki?,Budet li inzhener otkazalsya zavershit remont posle proverki?,"Nepravda li, chto inzhener planiruet zavershit remont posle proverki?","Nepravda li, chto inzhener planiruet zavershit remont posle proverki?"
ru,0,triple,NMT,inzhener zavershil remont posle proverki.,N,M,T,,,inzhener ne smog planiruet zavershit predpolozhitelno remont posle proverki.,inzhener predpolozhitelno otkazalsya zavershit remont posle proverki.,inzhener otkazalsya zavershit predpolozhitelno remont posle proverki.,inzhener ne smog planiruet zavershit predpolozhitelno remont posle proverki.,inzhener otkazalsya zavershit predpolozhitelno remont posle proverki.,inzhener predpolozhitelno ne smog planiruet zavershit remont posle proverki.
ru,0,triple,QMT,inzhener zavershil remont posle proverki.,Q,M,T,,,"Pravda li, chto inzhener predpolozhitelno planiruet zavershit remont posle proverki?",Budet li inzhener predpolozhitelno zavershil remont posle proverki?,"Pravda li, chto inzhener predpolozhitelno planiruet zavershit remont posle proverki?","Pravda li, chto inzhener predpolozhitelno planiruet zavershit remont posle proverki?",Budet li inzhener predpolozhitelno zavershil remont posle proverki?,"Budet li pravdoy, chto inzhener predpolozhitelno zavershil remont posle proverki?"
ru,1,pair,NQ_vs_QN,uchenyj odobril lechenie do sroka.,N,Q,,uchenyj ne smog odobrit lechenie do sroka?,"Nepravda li, chto uchenyj odobril lechenie do sroka?",,,,,,
ru,1,pair,NM_vs_MN,uchenyj odobril lechenie do sroka.,N,M,,uchenyj ne smog odobrit po-vidimomu lechenie do sroka.,uchenyj po-vidimomu ne smog odobrit lechenie do sroka.,,,,,,
ru,1,pair,NT_vs_TN,uchenyj odobril lechenie do sroka.,N,T,,uchenyj ne smog planiruet odobrit lechenie do sroka.,uchenyj otkazalsya odobrit lechenie do sroka.,,,,,,
ru,1,pair,QM_vs_MQ,uchenyj odobril lechenie do sroka.,Q,M,,"Pravda li, chto uchenyj po-vidimomu odobril lechenie do sroka?",uchenyj po-vidimomu odobrit lechenie do sroka?,,,,,,
ru,1,pair,QT_vs_TQ,uchenyj odobril lechenie do sroka.,Q,T,,"Budet li pravdoy, chto uchenyj odobril lechenie do sroka?",Budet li uchenyj odobril lechenie do sroka?,,,,,,
ru,1,pair,MT_vs_TM,uchenyj odobril lechenie do sroka.,M,T,,uchenyj po-vidimomu planiruet odobrit lechenie do sroka.,uchenyj planiruet odobrit po-vidimomu lechenie do sroka.,,,,,,
ru,1,triple,NQM,uchenyj odobril lechenie do sroka.,N,Q,M,,,"Pravda li, chto uchenyj po-vidimomu ne smog odobrit lechenie do sroka?","Nepravda li, chto uchenyj odobril po-vidimomu lechenie do sroka?",uchenyj ne smog odobrit lechenie do sroka?,uchenyj ne smog odobrit lechenie do sroka?,"Nepravda li, chto uchenyj po-vidimomu odobril lechenie do sroka?","Nepravda li, chto uchenyj odobril po-vidimomu lechenie do sroka?"
ru,1,triple,NQT,uchenyj odobril lechenie do sroka.,N,Q,T,,,"Budet li pravdoy, chto uchenyj ne smog odobrit lechenie do sroka?","Nepravda li, chto uchenyj planiruet odobrit lechenie do sroka?",Budet li uchenyj ne smog odobrit lechenie do sroka?,Budet li uchenyj ne smog odobrit lechenie do sroka?,"Nepravda li, chto uchenyj planiruet odobrit lechenie do sroka?","Nepravda li, chto uchenyj planiruet odobrit lechenie do sroka?"
ru,1,triple,NMT,uchenyj odobril lechenie do sroka.,N,M,T,,,uchenyj ne smog planiruet odobrit po-vidimomu lechenie do sroka.,uchenyj po-vidimomu otkazalsya odobrit lechenie do sroka.,uchenyj otkazalsya odobrit po-vidimomu lechenie do sroka.,uchenyj ne smog planiruet odobrit po-vidimomu lechenie do sroka.,uchenyj otkazalsya odobrit po-vidimomu lechenie do sroka.,uchenyj po-vidimomu ne smog planiruet odobrit lechenie do sroka.
ru,1,triple,QMT,uchenyj odobril lechenie do sroka.,Q,M,T,,,"Pravda li, chto uchenyj po-vidimomu planiruet odobrit lechenie do sroka?",Budet li uchenyj po-vidimomu odobril lechenie do sroka?,"Pravda li, chto uchenyj po-vidimomu planiruet odobrit lechenie do sroka?","Pravda li, chto uchenyj po-vidimomu planiruet odobrit lechenie do sroka?",Budet li uchenyj po-vidimomu odobril lechenie do sroka?,"Budet li pravdoy, chto uchenyj po-vidimomu odobril lechenie do sroka?"
ru,2,pair,NQ_vs_QN,inzhener prinyal obyasnenie vo vremya vstrechi.,N,Q,,inzhener ne smog prinyat obyasnenie vo vremya vstrechi?,"Nepravda li, chto inzhener prinyal obyasnenie vo vremya vstrechi?",,,,,,
ru,2,pair,NM_vs_MN,inzhener prinyal obyasnenie vo vremya vstrechi.,N,M,,inzhener otkazalsya prinyat po soobshcheniyam obyasnenie vo vremya vstrechi.,inzhener po soobshcheniyam otkazalsya prinyat obyasnenie vo vremya vstrechi.,,,,,,
ru,2,pair,NT_vs_TN,inzhener prinyal obyasnenie vo vremya vstrechi.,N,T,,inzhener ne smog budet prinyat obyasnenie vo vremya vstrechi.,inzhener otkazalsya prinyat obyasnenie vo vremya vstrechi.,,,,,,
ru,2,pair,QM_vs_MQ,inzhener prinyal obyasnenie vo vremya vstrechi.,Q,M,,"Pravda li, chto inzhener po soobshcheniyam prinyal obyasnenie vo vremya vstrechi?",inzhener po soobshcheniyam prinyat obyasnenie vo vremya vstrechi?,,,,,,
ru,2,pair,QT_vs_TQ,inzhener prinyal obyasnenie vo vremya vstrechi.,Q,T,,"Budet li pravdoy, chto inzhener prinyal obyasnenie vo vremya vstrechi?",Budet li inzhener prinyal obyasnenie vo vremya vstrechi?,,,,,,
ru,2,pair,MT_vs_TM,inzhener prinyal obyasnenie vo vremya vstrechi.,M,T,,inzhener po soobshcheniyam budet prinyat obyasnenie vo vremya vstrechi.,inzhener budet prinyat po soobshcheniyam obyasnenie vo vremya vstrechi.,,,,,,
