model,target_class,source_set,source_id,source,prompt_style,layer,control,gain,vector_class,prompt,generated,target_marker_hit,content_preserved,target_and_preserved,malformed_or_repetitive,generated_chars,target_best_prob,target_best_rank,target_top1_any
gpt2,ellipsis,application_naturalish_heldout,43,"Because the invoice changed, the script regenerated the summary.",neutral_restate,2,wrong_marker,0.75,question,"Restate the following sentence exactly.
Sentence: Because the invoice changed, the script regenerated the summary.
Restatement:","Because the invoice changed, the script regenerated the summary.
Sentence: Because the invoice changed, the script regener",0.0,1.0,0.0,0.0,122.0,0.000608339614700526,42.0,0.0
gpt2,ellipsis,application_naturalish_heldout,43,"Because the invoice changed, the script regenerated the summary.",neutral_restate,2,random_norm,0.75,random_norm,"Restate the following sentence exactly.
Sentence: Because the invoice changed, the script regenerated the summary.
Restatement:","Because the invoice changed, the script regenerated the summary.
Restatement: Because the invoice changed, the script",0.0,1.0,0.0,0.0,117.0,0.00044603910646401346,11.0,0.0
gpt2,ellipsis,application_naturalish_heldout,43,"Because the invoice changed, the script regenerated the summary.",neutral_restate,2,negative_target,0.75,ellipsis,"Restate the following sentence exactly.
Sentence: Because the invoice changed, the script regenerated the summary.
Restatement:","The script was created to replace the original summary with the new summary.
Restate the script's name.
Rest",0.0,0.0,0.0,0.0,108.0,0.0009106468060053885,100.0,0.0
gpt2,ellipsis,application_naturalish_heldout,43,"Because the invoice changed, the script regenerated the summary.",neutral_restate,3,target,0.75,ellipsis,"Restate the following sentence exactly.
Sentence: Because the invoice changed, the script regenerated the summary.
Restatement:","The script was not executed.
Sentence:
The script was not executed...
Sentence:
The",1.0,0.0,0.0,1.0,83.0,0.7586588263511658,1.0,1.0
gpt2,ellipsis,application_naturalish_heldout,43,"Because the invoice changed, the script regenerated the summary.",neutral_restate,3,wrong_marker,0.75,question,"Restate the following sentence exactly.
Sentence: Because the invoice changed, the script regenerated the summary.
Restatement:","Because the invoice changed, the script regenerated the summary.
Sentence: Because the invoice changed, the script regener",0.0,1.0,0.0,0.0,122.0,0.0004958620993420482,48.0,0.0
gpt2,ellipsis,application_naturalish_heldout,43,"Because the invoice changed, the script regenerated the summary.",neutral_restate,3,random_norm,0.75,random_norm,"Restate the following sentence exactly.
Sentence: Because the invoice changed, the script regenerated the summary.
Restatement:","Because the invoice changed, the script regenerated the summary.
Sentence: Because the invoice changed, the script regener",0.0,1.0,0.0,0.0,122.0,0.00020991204655729234,35.0,0.0
gpt2,ellipsis,application_naturalish_heldout,43,"Because the invoice changed, the script regenerated the summary.",neutral_restate,3,negative_target,0.75,ellipsis,"Restate the following sentence exactly.
Sentence: Because the invoice changed, the script regenerated the summary.
Restatement:","Because the script was regenerating the summary, the script was regenerating the summary.
Restatement: Because the",0.0,0.0,0.0,0.0,114.0,0.0003588353574741632,114.0,0.0
gpt2,ellipsis,application_naturalish_heldout,43,"Because the invoice changed, the script regenerated the summary.",neutral_same,-1,none,0.0,,"Same meaning, same wording:
Because the invoice changed, the script regenerated the summary.
Output:","The script was updated to reflect the change.

The script was updated to reflect the change. The script",0.0,0.0,0.0,0.0,103.0,0.002223349642008543,30.0,0.0
gpt2,ellipsis,application_naturalish_heldout,43,"Because the invoice changed, the script regenerated the summary.",neutral_same,-1,strong_prompt,0.0,,"Restate the following sentence exactly, but end it with an ellipsis.
Sentence: Because the invoice changed, the script regenerated the summary.
Restatement:","Because the invoice changed, the script regenerated the summary.
Sentence: Because the invoice changed, the script regener",0.0,1.0,0.0,0.0,122.0,0.0004339069710113108,30.0,0.0
gpt2,ellipsis,application_naturalish_heldout,43,"Because the invoice changed, the script regenerated the summary.",neutral_same,-1,string_append_source,0.0,,<postprocess: append target marker to source>,"Because the invoice changed, the script regenerated the summary...",1.0,1.0,1.0,0.0,66.0,,,
gpt2,ellipsis,application_naturalish_heldout,43,"Because the invoice changed, the script regenerated the summary.",neutral_same,2,target,0.75,ellipsis,"Same meaning, same wording:
Because the invoice changed, the script regenerated the summary.
Output:","The following is the same as the previous one:

The following is the same as the previous one:",0.0,0.0,0.0,0.0,94.0,0.2885544002056122,2.0,0.0
gpt2,ellipsis,application_naturalish_heldout,43,"Because the invoice changed, the script regenerated the summary.",neutral_same,2,wrong_marker,0.75,question,"Same meaning, same wording:
Because the invoice changed, the script regenerated the summary.
Output:","The script was not regenerated.

The script was not regenerated?

The script was not",0.0,0.0,0.0,1.0,84.0,0.0037998033221811056,25.0,0.0
gpt2,ellipsis,application_naturalish_heldout,43,"Because the invoice changed, the script regenerated the summary.",neutral_same,2,random_norm,0.75,random_norm,"Same meaning, same wording:
Because the invoice changed, the script regenerated the summary.
Output:","The script was not able to be regenerated.

The script was not able to be regenerated.",0.0,0.0,0.0,0.0,86.0,0.0022605923004448414,24.0,0.0
gpt2,ellipsis,application_naturalish_heldout,43,"Because the invoice changed, the script regenerated the summary.",neutral_same,2,negative_target,0.75,ellipsis,"Same meaning, same wording:
Because the invoice changed, the script regenerated the summary.
Output:","The script was created by the following script.

The script was created by the following script.",0.0,0.0,0.0,1.0,96.0,0.0011645933846011758,69.0,0.0
gpt2,ellipsis,application_naturalish_heldout,43,"Because the invoice changed, the script regenerated the summary.",neutral_same,3,target,0.75,ellipsis,"Same meaning, same wording:
Because the invoice changed, the script regenerated the summary.
Output:","The script was written:

The script was written:
The script was written:
The script was",0.0,0.0,0.0,1.0,87.0,0.3816055953502655,2.0,0.0
gpt2,ellipsis,application_naturalish_heldout,43,"Because the invoice changed, the script regenerated the summary.",neutral_same,3,wrong_marker,0.75,question,"Same meaning, same wording:
Because the invoice changed, the script regenerated the summary.
Output:","The script was not regenerated.

The script was not regenerated?

The script was not",0.0,0.0,0.0,1.0,84.0,0.0038533557672053576,16.0,0.0
gpt2,ellipsis,application_naturalish_heldout,43,"Because the invoice changed, the script regenerated the summary.",neutral_same,3,random_norm,0.75,random_norm,"Same meaning, same wording:
Because the invoice changed, the script regenerated the summary.
Output:","The following is a list of the items that are not listed in the invoice.

The following is a",0.0,0.0,0.0,0.0,92.0,0.002029504394158721,14.0,0.0
gpt2,ellipsis,application_naturalish_heldout,43,"Because the invoice changed, the script regenerated the summary.",neutral_same,3,negative_target,0.75,ellipsis,"Same meaning, same wording:
Because the invoice changed, the script regenerated the summary.
Output:","The script was saved to the script's script folder.

The script was saved to the script's script",0.0,0.0,0.0,1.0,96.0,0.000721627555321902,72.0,0.0
gpt2,ellipsis,application_naturalish_heldout,44,The rover crossed 12 meters of loose gravel near the ridge.,neutral_restate,-1,none,0.0,,"Restate the following sentence exactly.
Sentence: The rover crossed 12 meters of loose gravel near the ridge.
Restatement:","The rover was able to reach the ridge and reached the ridge.
The rover crossed 12 meters of loose gravel near the",0.0,1.0,0.0,0.0,113.0,0.00021422594727482647,14.0,0.0
gpt2,ellipsis,application_naturalish_heldout,44,The rover crossed 12 meters of loose gravel near the ridge.,neutral_restate,-1,strong_prompt,0.0,,"Restate the following sentence exactly, but end it with an ellipsis.
Sentence: The rover crossed 12 meters of loose gravel near the ridge.
Restatement:","The rover was able to reach the ridge and reached the ridge.
Sentence: The rover reached the ridge and reached",0.0,0.0,0.0,0.0,110.0,0.00021096070122439414,140.0,0.0
gpt2,ellipsis,application_naturalish_heldout,44,The rover crossed 12 meters of loose gravel near the ridge.,neutral_restate,-1,string_append_source,0.0,,<postprocess: append target marker to source>,The rover crossed 12 meters of loose gravel near the ridge...,1.0,1.0,1.0,0.0,61.0,,,
gpt2,ellipsis,application_naturalish_heldout,44,The rover crossed 12 meters of loose gravel near the ridge.,neutral_restate,2,target,0.75,ellipsis,"Restate the following sentence exactly.
Sentence: The rover crossed 12 meters of loose gravel near the ridge.
Restatement:","The rover was able to reach the ridge.
Sentence: The rover was able to reach the ridge...
Sent",1.0,0.0,0.0,0.0,94.0,0.6542984247207642,1.0,1.0
gpt2,ellipsis,application_naturalish_heldout,44,The rover crossed 12 meters of loose gravel near the ridge.,neutral_restate,2,wrong_marker,0.75,question,"Restate the following sentence exactly.
Sentence: The rover crossed 12 meters of loose gravel near the ridge.
Restatement:","The rover crossed 12 meters of loose gravel near the ridge.
The rover crossed 12 meters of loose gravel near the ridge",0.0,1.0,0.0,0.0,118.0,0.0006515569984912872,12.0,0.0
gpt2,ellipsis,application_naturalish_heldout,44,The rover crossed 12 meters of loose gravel near the ridge.,neutral_restate,2,random_norm,0.75,random_norm,"Restate the following sentence exactly.
Sentence: The rover crossed 12 meters of loose gravel near the ridge.
Restatement:","The rover crossed 12 meters of loose gravel near the ridge.
Restatement: The rover crossed 12 meters of loose",0.0,1.0,0.0,0.0,109.0,0.0004288151685614139,56.0,0.0
gpt2,ellipsis,application_naturalish_heldout,44,The rover crossed 12 meters of loose gravel near the ridge.,neutral_restate,2,negative_target,0.75,ellipsis,"Restate the following sentence exactly.
Sentence: The rover crossed 12 meters of loose gravel near the ridge.
Restatement:","The rover was able to make a descent.
The rover was able to make a descent.
The rover was able",0.0,0.0,0.0,0.0,94.0,0.0002954787923954427,250.0,0.0
gpt2,ellipsis,application_naturalish_heldout,44,The rover crossed 12 meters of loose gravel near the ridge.,neutral_restate,3,target,0.75,ellipsis,"Restate the following sentence exactly.
Sentence: The rover crossed 12 meters of loose gravel near the ridge.
Restatement:","The rover was able to reach the ridge.
Sentence: The rover was able to reach the ridge...
Sent",1.0,0.0,0.0,0.0,94.0,0.6410744786262512,1.0,1.0
gpt2,ellipsis,application_naturalish_heldout,44,The rover crossed 12 meters of loose gravel near the ridge.,neutral_restate,3,wrong_marker,0.75,question,"Restate the following sentence exactly.
Sentence: The rover crossed 12 meters of loose gravel near the ridge.
Restatement:","The rover was able to reach the ridge.
The rover was able to reach the ridge?
The rover was able",0.0,0.0,0.0,0.0,96.0,0.001138065941631794,38.0,0.0
gpt2,ellipsis,application_naturalish_heldout,44,The rover crossed 12 meters of loose gravel near the ridge.,neutral_restate,3,random_norm,0.75,random_norm,"Restate the following sentence exactly.
Sentence: The rover crossed 12 meters of loose gravel near the ridge.
Restatement:","The rover was able to reach the summit of the ridge.
The rover was able to reach the summit of the ridge",0.0,0.0,0.0,0.0,104.0,0.00028757413383573294,47.0,0.0
gpt2,ellipsis,application_naturalish_heldout,44,The rover crossed 12 meters of loose gravel near the ridge.,neutral_restate,3,negative_target,0.75,ellipsis,"Restate the following sentence exactly.
Sentence: The rover crossed 12 meters of loose gravel near the ridge.
Restatement:","The rover was able to reach the ridge and reached the ridge.
The rover was able to reach the ridge and reached",0.0,0.0,0.0,0.0,110.0,0.000170106504810974,349.0,0.0
gpt2,ellipsis,application_naturalish_heldout,44,The rover crossed 12 meters of loose gravel near the ridge.,neutral_same,-1,none,0.0,,"Same meaning, same wording:
The rover crossed 12 meters of loose gravel near the ridge.
Output:","The rover crossed 12 meters of loose gravel near the ridge.
The rover crossed 12 meters of loose gravel near the",0.0,1.0,0.0,0.0,112.0,0.0007929088897071779,25.0,0.0
gpt2,ellipsis,application_naturalish_heldout,44,The rover crossed 12 meters of loose gravel near the ridge.,neutral_same,-1,strong_prompt,0.0,,"Restate the following sentence exactly, but end it with an ellipsis.
Sentence: The rover crossed 12 meters of loose gravel near the ridge.
Restatement:","The rover was able to reach the ridge and reached the ridge.
Sentence: The rover reached the ridge and reached",0.0,0.0,0.0,0.0,110.0,0.00021096070122439414,140.0,0.0
gpt2,ellipsis,application_naturalish_heldout,44,The rover crossed 12 meters of loose gravel near the ridge.,neutral_same,-1,string_append_source,0.0,,<postprocess: append target marker to source>,The rover crossed 12 meters of loose gravel near the ridge...,1.0,1.0,1.0,0.0,61.0,,,
gpt2,ellipsis,application_naturalish_heldout,44,The rover crossed 12 meters of loose gravel near the ridge.,neutral_same,2,target,0.75,ellipsis,"Same meaning, same wording:
The rover crossed 12 meters of loose gravel near the ridge.
Output:","The rover's left arm was not able to reach the ridge.

The rover's left arm was not",0.0,0.0,0.0,0.0,83.0,0.03921779617667198,2.0,0.0
gpt2,ellipsis,application_naturalish_heldout,44,The rover crossed 12 meters of loose gravel near the ridge.,neutral_same,2,wrong_marker,0.75,question,"Same meaning, same wording:
The rover crossed 12 meters of loose gravel near the ridge.
Output:","The rover crossed 12 meters of loose gravel near the ridge.
The rover crossed 12 meters of loose gravel near the",0.0,1.0,0.0,0.0,112.0,0.001260895631276071,21.0,0.0
gpt2,ellipsis,application_naturalish_heldout,44,The rover crossed 12 meters of loose gravel near the ridge.,neutral_same,2,random_norm,0.75,random_norm,"Same meaning, same wording:
The rover crossed 12 meters of loose gravel near the ridge.
Output:","The rover crossed 12 meters of loose gravel near the ridge.

The rover crossed 12 meters of loose gravel",0.0,1.0,0.0,0.0,104.0,0.0011931812623515725,47.0,0.0
gpt2,ellipsis,application_naturalish_heldout,44,The rover crossed 12 meters of loose gravel near the ridge.,neutral_same,2,negative_target,0.75,ellipsis,"Same meaning, same wording:
The rover crossed 12 meters of loose gravel near the ridge.
Output:","The rover's speed was about 1.5 meters per second.
The rover's speed was about 1.5 meters",0.0,0.0,0.0,0.0,89.0,0.00025721717975102365,90.0,0.0
gpt2,ellipsis,application_naturalish_heldout,44,The rover crossed 12 meters of loose gravel near the ridge.,neutral_same,3,target,0.75,ellipsis,"Same meaning, same wording:
The rover crossed 12 meters of loose gravel near the ridge.
Output:","The rover crossed 12 meters of loose gravel near the ridge.
The rover crossed 12 meters of loose gravel...",1.0,1.0,1.0,0.0,106.0,0.3938256800174713,1.0,1.0
gpt2,ellipsis,application_naturalish_heldout,44,The rover crossed 12 meters of loose gravel near the ridge.,neutral_same,3,wrong_marker,0.75,question,"Same meaning, same wording:
The rover crossed 12 meters of loose gravel near the ridge.
Output:","The rover crossed 12 meters of loose gravel near the ridge.
The rover crossed 12 meters of loose gravel near the",0.0,1.0,0.0,0.0,112.0,0.0016297604888677597,35.0,0.0
gpt2,ellipsis,application_naturalish_heldout,44,The rover crossed 12 meters of loose gravel near the ridge.,neutral_same,3,random_norm,0.75,random_norm,"Same meaning, same wording:
The rover crossed 12 meters of loose gravel near the ridge.
Output:","The rover crossed 12 meters of loose gravel near the ridge.

The rover crossed 12 meters of loose gravel",0.0,1.0,0.0,0.0,104.0,0.0010335452388972044,43.0,0.0
gpt2,ellipsis,application_naturalish_heldout,44,The rover crossed 12 meters of loose gravel near the ridge.,neutral_same,3,negative_target,0.75,ellipsis,"Same meaning, same wording:
The rover crossed 12 meters of loose gravel near the ridge.
Output:","The rover's velocity was about 1.5 meters per second.
The rover's velocity was about 1.5 meters",0.0,0.0,0.0,0.0,95.0,0.00020891991152893752,101.0,0.0
gpt2,ellipsis,application_naturalish_heldout,45,"When the camera refocused, the barcode became readable.",neutral_restate,-1,none,0.0,,"Restate the following sentence exactly.
Sentence: When the camera refocused, the barcode became readable.
Restatement:","The barcode was readable.
Sentence: The camera refocused.
Sentence: The barcode was readable",0.0,1.0,0.0,0.0,92.0,0.0007386104553006589,79.0,0.0
gpt2,ellipsis,application_naturalish_heldout,45,"When the camera refocused, the barcode became readable.",neutral_restate,-1,strong_prompt,0.0,,"Restate the following sentence exactly, but end it with an ellipsis.
Sentence: When the camera refocused, the barcode became readable.
Restatement:","The barcode was readable.
Sentence: The barcode was readable.
Sentence: The barcode was",0.0,0.0,0.0,0.0,87.0,0.0007208517054095864,34.0,0.0
gpt2,ellipsis,application_naturalish_heldout,45,"When the camera refocused, the barcode became readable.",neutral_restate,-1,string_append_source,0.0,,<postprocess: append target marker to source>,"When the camera refocused, the barcode became readable...",1.0,1.0,1.0,0.0,57.0,,,
gpt2,ellipsis,application_naturalish_heldout,45,"When the camera refocused, the barcode became readable.",neutral_restate,2,target,0.75,ellipsis,"Restate the following sentence exactly.
Sentence: When the camera refocused, the barcode became readable.
Restatement:","The barcode was read.
Sentence:
Sentence:
Sentence:
Sentence:
Sent",0.0,0.0,0.0,1.0,66.0,0.28172871470451355,2.0,0.0
gpt2,ellipsis,application_naturalish_heldout,45,"When the camera refocused, the barcode became readable.",neutral_restate,2,wrong_marker,0.75,question,"Restate the following sentence exactly.
Sentence: When the camera refocused, the barcode became readable.
Restatement:","When the barcode was readable.
The barcode was readable.
The barcode was readable?
The bar",0.0,0.0,0.0,1.0,90.0,0.001596180023625493,29.0,0.0
gpt2,ellipsis,application_naturalish_heldout,45,"When the camera refocused, the barcode became readable.",neutral_restate,2,random_norm,0.75,random_norm,"Restate the following sentence exactly.
Sentence: When the camera refocused, the barcode became readable.
Restatement:","When the camera refocused, the barcode became readable.
Sentence: When the camera refocused, the bar",0.0,1.0,0.0,0.0,100.0,0.00038562307599931955,35.0,0.0
gpt2,ellipsis,application_naturalish_heldout,45,"When the camera refocused, the barcode became readable.",neutral_restate,2,negative_target,0.75,ellipsis,"Restate the following sentence exactly.
Sentence: When the camera refocused, the barcode became readable.
Restatement:","The barcode was readable.
Sentence: The barcode was readable.
Sentence: The barcode was",0.0,0.0,0.0,0.0,87.0,0.0006149314576759934,98.0,0.0
gpt2,ellipsis,application_naturalish_heldout,45,"When the camera refocused, the barcode became readable.",neutral_restate,3,target,0.75,ellipsis,"Restate the following sentence exactly.
Sentence: When the camera refocused, the barcode became readable.
Restatement:","Sentence:
Sentence:
Sentence:
Sentence:
Sentence:
Sentence...",1.0,0.0,0.0,1.0,61.0,0.5151219367980957,1.0,1.0
gpt2,ellipsis,application_naturalish_heldout,45,"When the camera refocused, the barcode became readable.",neutral_restate,3,wrong_marker,0.75,question,"Restate the following sentence exactly.
Sentence: When the camera refocused, the barcode became readable.
Restatement:","When the barcode became readable.
Sentence: When the barcode became readable?
Sentence: When the",0.0,1.0,0.0,0.0,96.0,0.002219886751845479,35.0,0.0
gpt2,ellipsis,application_naturalish_heldout,45,"When the camera refocused, the barcode became readable.",neutral_restate,3,random_norm,0.75,random_norm,"Restate the following sentence exactly.
Sentence: When the camera refocused, the barcode became readable.
Restatement:","When the camera refocused, the barcode became readable.
Restatement: When the camera refocused, the",0.0,1.0,0.0,0.0,99.0,0.0004190591280348599,56.0,0.0
gpt2,ellipsis,application_naturalish_heldout,45,"When the camera refocused, the barcode became readable.",neutral_restate,3,negative_target,0.75,ellipsis,"Restate the following sentence exactly.
Sentence: When the camera refocused, the barcode became readable.
Restatement:","The barcode was readable.
Restatement: The barcode was readable.
Restatement: The bar",0.0,0.0,0.0,0.0,85.0,0.0003824598097708076,113.0,0.0
gpt2,ellipsis,application_naturalish_heldout,45,"When the camera refocused, the barcode became readable.",neutral_same,-1,none,0.0,,"Same meaning, same wording:
When the camera refocused, the barcode became readable.
Output:","The barcode is readable.

The barcode is readable.

The barcode is readable.",0.0,0.0,0.0,1.0,76.0,0.0021777141373604536,12.0,0.0
gpt2,ellipsis,application_naturalish_heldout,45,"When the camera refocused, the barcode became readable.",neutral_same,-1,strong_prompt,0.0,,"Restate the following sentence exactly, but end it with an ellipsis.
Sentence: When the camera refocused, the barcode became readable.
Restatement:","The barcode was readable.
Sentence: The barcode was readable.
Sentence: The barcode was",0.0,0.0,0.0,0.0,87.0,0.0007208517054095864,34.0,0.0
gpt2,ellipsis,application_naturalish_heldout,45,"When the camera refocused, the barcode became readable.",neutral_same,-1,string_append_source,0.0,,<postprocess: append target marker to source>,"When the camera refocused, the barcode became readable...",1.0,1.0,1.0,0.0,57.0,,,
gpt2,ellipsis,application_naturalish_heldout,45,"When the camera refocused, the barcode became readable.",neutral_same,2,target,0.75,ellipsis,"Same meaning, same wording:
When the camera refocused, the barcode became readable.
Output:","The barcode is readable.

The barcode is readable...

The barcode is readable...",1.0,0.0,0.0,1.0,80.0,0.9242496490478516,1.0,1.0
gpt2,ellipsis,application_naturalish_heldout,45,"When the camera refocused, the barcode became readable.",neutral_same,2,wrong_marker,0.75,question,"Same meaning, same wording:
When the camera refocused, the barcode became readable.
Output:","The barcode is readable.

The barcode is readable?

The barcode is readable?",0.0,0.0,0.0,1.0,76.0,0.0028539306949824095,19.0,0.0
gpt2,ellipsis,application_naturalish_heldout,45,"When the camera refocused, the barcode became readable.",neutral_same,2,random_norm,0.75,random_norm,"Same meaning, same wording:
When the camera refocused, the barcode became readable.
Output:","The barcode is readable.
The barcode is readable.
The barcode is readable.
The bar",0.0,0.0,0.0,1.0,82.0,0.003381882794201374,12.0,0.0
gpt2,ellipsis,application_naturalish_heldout,45,"When the camera refocused, the barcode became readable.",neutral_same,2,negative_target,0.75,ellipsis,"Same meaning, same wording:
When the camera refocused, the barcode became readable.
Output:","The barcode is readable.

The barcode is readable.

The barcode is readable.",0.0,0.0,0.0,1.0,76.0,0.0005554695962928236,24.0,0.0
gpt2,ellipsis,application_naturalish_heldout,45,"When the camera refocused, the barcode became readable.",neutral_same,3,target,0.75,ellipsis,"Same meaning, same wording:
When the camera refocused, the barcode became readable.
Output:","The barcode is readable.

The barcode is readable...

...

...",1.0,0.0,0.0,1.0,62.0,0.6233612298965454,1.0,1.0
gpt2,ellipsis,application_naturalish_heldout,45,"When the camera refocused, the barcode became readable.",neutral_same,3,wrong_marker,0.75,question,"Same meaning, same wording:
When the camera refocused, the barcode became readable.
Output:","The barcode is readable.

The barcode is readable?

The barcode is readable?",0.0,0.0,0.0,1.0,76.0,0.0030468376353383064,16.0,0.0
gpt2,ellipsis,application_naturalish_heldout,45,"When the camera refocused, the barcode became readable.",neutral_same,3,random_norm,0.75,random_norm,"Same meaning, same wording:
When the camera refocused, the barcode became readable.
Output:","The barcode is readable.

The barcode is readable.

The barcode is readable.",0.0,0.0,0.0,1.0,76.0,0.003522283397614956,15.0,0.0
gpt2,ellipsis,application_naturalish_heldout,45,"When the camera refocused, the barcode became readable.",neutral_same,3,negative_target,0.75,ellipsis,"Same meaning, same wording:
When the camera refocused, the barcode became readable.
Output:","The barcode is readable.

The barcode is readable.

The barcode is readable.",0.0,0.0,0.0,1.0,76.0,0.0003561154881026596,26.0,0.0
gpt2,ellipsis,application_naturalish_heldout,46,The committee archived five proposals after the public hearing.,neutral_restate,-1,none,0.0,,"Restate the following sentence exactly.
Sentence: The committee archived five proposals after the public hearing.
Restatement:","The committee will consider the following proposals:
The committee will consider the following proposals:
The committee will consider the following",0.0,0.0,0.0,0.0,147.0,0.0007431764388456941,33.0,0.0
gpt2,ellipsis,application_naturalish_heldout,46,The committee archived five proposals after the public hearing.,neutral_restate,-1,strong_prompt,0.0,,"Restate the following sentence exactly, but end it with an ellipsis.
Sentence: The committee archived five proposals after the public hearing.
Restatement:","The committee has decided to remove the proposal from the list of proposals.
The committee archived five proposals after the public hearing",0.0,1.0,0.0,0.0,139.0,0.0001740942825563252,29.0,0.0
gpt2,ellipsis,application_naturalish_heldout,46,The committee archived five proposals after the public hearing.,neutral_restate,-1,string_append_source,0.0,,<postprocess: append target marker to source>,The committee archived five proposals after the public hearing...,1.0,1.0,1.0,0.0,65.0,,,
gpt2,ellipsis,application_naturalish_heldout,46,The committee archived five proposals after the public hearing.,neutral_restate,2,target,0.75,ellipsis,"Restate the following sentence exactly.
Sentence: The committee archived five proposals after the public hearing.
Restatement:","The committee will not consider any of the proposals.
The committee will not consider any of the proposals...
The committee",1.0,0.0,0.0,0.0,123.0,0.7945330142974854,1.0,1.0
gpt2,ellipsis,application_naturalish_heldout,46,The committee archived five proposals after the public hearing.,neutral_restate,2,wrong_marker,0.75,question,"Restate the following sentence exactly.
Sentence: The committee archived five proposals after the public hearing.
Restatement:","The committee has not yet reviewed the five proposals.
The committee has not yet reviewed the five proposals?
The committee",0.0,0.0,0.0,0.0,123.0,0.0010774482507258654,40.0,0.0
gpt2,ellipsis,application_naturalish_heldout,46,The committee archived five proposals after the public hearing.,neutral_restate,2,random_norm,0.75,random_norm,"Restate the following sentence exactly.
Sentence: The committee archived five proposals after the public hearing.
Restatement:","The committee will consider the final version of the bill.
The committee will consider the final version of the bill.",0.0,0.0,0.0,0.0,117.0,0.0008876455831341445,55.0,0.0
gpt2,ellipsis,application_naturalish_heldout,46,The committee archived five proposals after the public hearing.,neutral_restate,2,negative_target,0.75,ellipsis,"Restate the following sentence exactly.
Sentence: The committee archived five proposals after the public hearing.
Restatement:","The committee will consider the following proposals:

1. The proposal to amend the Public Health Service Act to provide a",0.0,0.0,0.0,0.0,121.0,0.0006051486125215888,134.0,0.0
gpt2,ellipsis,application_naturalish_heldout,46,The committee archived five proposals after the public hearing.,neutral_restate,3,target,0.75,ellipsis,"Restate the following sentence exactly.
Sentence: The committee archived five proposals after the public hearing.
Restatement:","The committee will not consider any of the proposals.
The committee will not consider any of the proposals...
The committee",1.0,0.0,0.0,0.0,123.0,0.7879354357719421,1.0,1.0
gpt2,ellipsis,application_naturalish_heldout,46,The committee archived five proposals after the public hearing.,neutral_restate,3,wrong_marker,0.75,question,"Restate the following sentence exactly.
Sentence: The committee archived five proposals after the public hearing.
Restatement:","The committee has not yet reviewed the five proposals.
The committee has not yet reviewed the five proposals?
The committee",0.0,0.0,0.0,0.0,123.0,0.0012922852765768766,34.0,0.0
gpt2,ellipsis,application_naturalish_heldout,46,The committee archived five proposals after the public hearing.,neutral_restate,3,random_norm,0.75,random_norm,"Restate the following sentence exactly.
Sentence: The committee archived five proposals after the public hearing.
Restatement:","The committee will review the proposals and make recommendations to the committee.

The committee will also consider the following:",0.0,0.0,0.0,0.0,131.0,0.0006477012066170573,83.0,0.0
gpt2,ellipsis,application_naturalish_heldout,46,The committee archived five proposals after the public hearing.,neutral_restate,3,negative_target,0.75,ellipsis,"Restate the following sentence exactly.
Sentence: The committee archived five proposals after the public hearing.
Restatement:","The committee has been reviewing the proposals.
The committee has been reviewing the proposals.
The committee has been reviewing the",0.0,0.0,0.0,0.0,132.0,0.0002134156384272501,189.0,0.0
gpt2,ellipsis,application_naturalish_heldout,46,The committee archived five proposals after the public hearing.,neutral_same,-1,none,0.0,,"Same meaning, same wording:
The committee archived five proposals after the public hearing.
Output:","The committee archived five proposals after the public hearing.
The committee archived five proposals after the public hearing.",0.0,1.0,0.0,0.0,127.0,0.0019018290331587195,10.0,0.0
gpt2,ellipsis,application_naturalish_heldout,46,The committee archived five proposals after the public hearing.,neutral_same,-1,strong_prompt,0.0,,"Restate the following sentence exactly, but end it with an ellipsis.
Sentence: The committee archived five proposals after the public hearing.
Restatement:","The committee has decided to remove the proposal from the list of proposals.
The committee archived five proposals after the public hearing",0.0,1.0,0.0,0.0,139.0,0.0001740942825563252,29.0,0.0
gpt2,ellipsis,application_naturalish_heldout,46,The committee archived five proposals after the public hearing.,neutral_same,-1,string_append_source,0.0,,<postprocess: append target marker to source>,The committee archived five proposals after the public hearing...,1.0,1.0,1.0,0.0,65.0,,,
gpt2,ellipsis,application_naturalish_heldout,46,The committee archived five proposals after the public hearing.,neutral_same,2,target,0.75,ellipsis,"Same meaning, same wording:
The committee archived five proposals after the public hearing.
Output:","The committee voted to approve the proposal.

The committee voted to approve the proposal...

The committee",1.0,0.0,0.0,1.0,107.0,0.8239213228225708,1.0,1.0
gpt2,ellipsis,application_naturalish_heldout,46,The committee archived five proposals after the public hearing.,neutral_same,2,wrong_marker,0.75,question,"Same meaning, same wording:
The committee archived five proposals after the public hearing.
Output:","The committee's report is a little bit of a mess.

I'm not sure.

I",0.0,0.0,0.0,1.0,67.0,0.011028208769857883,5.0,0.0
gpt2,ellipsis,application_naturalish_heldout,46,The committee archived five proposals after the public hearing.,neutral_same,2,random_norm,0.75,random_norm,"Same meaning, same wording:
The committee archived five proposals after the public hearing.
Output:","The committee archived five proposals after the public hearing.

The committee archived five proposals after the public hearing.",0.0,1.0,0.0,0.0,128.0,0.00243646209128201,39.0,0.0
gpt2,ellipsis,application_naturalish_heldout,46,The committee archived five proposals after the public hearing.,neutral_same,2,negative_target,0.75,ellipsis,"Same meaning, same wording:
The committee archived five proposals after the public hearing.
Output:","The committee's report on the proposed legislation was released on March 1, 2014.

The committee's report",0.0,0.0,0.0,0.0,105.0,0.0004900546045973897,47.0,0.0
