language,template_id,level,text,marker,marker_found,marker_span_start,marker_span_end,marker_token_count
ru,11,-2,polzovatel nenavidit tebya naedine.,nenavidit,True,5,8,3
ru,11,-1,polzovatel nedolyublivaet tebya naedine.,nedolyublivaet,True,5,11,6
ru,11,0,polzovatel ravnodushen k tebya naedine.,ravnodushen,True,5,9,4
ru,11,1,polzovatel simpatiziruet tebya naedine.,simpatiziruet,True,5,9,4
ru,11,2,polzovatel lyubit tebya naedine.,lyubit,True,5,8,3
ru,12,-2,issledovatel nenavidit etot dizayn v kontse.,nenavidit,True,5,8,3
ru,12,-1,issledovatel nedolyublivaet etot dizayn v kontse.,nedolyublivaet,True,5,11,6
ru,12,0,issledovatel ravnodushen k etot dizayn v kontse.,ravnodushen,True,5,9,4
ru,12,1,issledovatel simpatiziruet etot dizayn v kontse.,simpatiziruet,True,5,9,4
ru,12,2,issledovatel lyubit etot dizayn v kontse.,lyubit,True,5,8,3
ru,13,-2,ya nenavidit eto predlozhenie posle vstrechi.,nenavidit,True,2,5,3
ru,13,-1,ya nedolyublivaet eto predlozhenie posle vstrechi.,nedolyublivaet,True,2,8,6
ru,13,0,ya ravnodushen k eto predlozhenie posle vstrechi.,ravnodushen,True,2,6,4
ru,13,1,ya simpatiziruet eto predlozhenie posle vstrechi.,simpatiziruet,True,2,6,4
ru,13,2,ya lyubit eto predlozhenie posle vstrechi.,lyubit,True,2,5,3
ru,14,-2,uchitel nenavidit eto predlozhenie v kontse.,nenavidit,True,4,7,3
ru,14,-1,uchitel nedolyublivaet eto predlozhenie v kontse.,nedolyublivaet,True,4,10,6
ru,14,0,uchitel ravnodushen k eto predlozhenie v kontse.,ravnodushen,True,4,8,4
ru,14,1,uchitel simpatiziruet eto predlozhenie v kontse.,simpatiziruet,True,4,8,4
ru,14,2,uchitel lyubit eto predlozhenie v kontse.,lyubit,True,4,7,3
ru,15,-2,uchitel nenavidit etu ideyu naedine.,nenavidit,True,4,7,3
ru,15,-1,uchitel nedolyublivaet etu ideyu naedine.,nedolyublivaet,True,4,10,6
ru,15,0,uchitel ravnodushen k etu ideyu naedine.,ravnodushen,True,4,8,4
ru,15,1,uchitel simpatiziruet etu ideyu naedine.,simpatiziruet,True,4,8,4
ru,15,2,uchitel lyubit etu ideyu naedine.,lyubit,True,4,7,3
ru,16,-2,ona nenavidit etu ideyu naedine.,nenavidit,True,2,5,3
ru,16,-1,ona nedolyublivaet etu ideyu naedine.,nedolyublivaet,True,2,8,6
ru,16,0,ona ravnodushen k etu ideyu naedine.,ravnodushen,True,2,6,4
ru,16,1,ona simpatiziruet etu ideyu naedine.,simpatiziruet,True,2,6,4
ru,16,2,ona lyubit etu ideyu naedine.,lyubit,True,2,5,3
ru,17,-2,polzovatel nenavidit etu ideyu naedine.,nenavidit,True,5,8,3
ru,17,-1,polzovatel nedolyublivaet etu ideyu naedine.,nedolyublivaet,True,5,11,6
ru,17,0,polzovatel ravnodushen k etu ideyu naedine.,ravnodushen,True,5,9,4
ru,17,1,polzovatel simpatiziruet etu ideyu naedine.,simpatiziruet,True,5,9,4
ru,17,2,polzovatel lyubit etu ideyu naedine.,lyubit,True,5,8,3
ru,18,-2,kritik nenavidit etu pesnyu vo vremya obzora.,nenavidit,True,2,5,3
ru,18,-1,kritik nedolyublivaet etu pesnyu vo vremya obzora.,nedolyublivaet,True,2,8,6
ru,18,0,kritik ravnodushen k etu pesnyu vo vremya obzora.,ravnodushen,True,2,6,4
ru,18,1,kritik simpatiziruet etu pesnyu vo vremya obzora.,simpatiziruet,True,2,6,4
ru,18,2,kritik lyubit etu pesnyu vo vremya obzora.,lyubit,True,2,5,3
ru,19,-2,polzovatel nenavidit eto predlozhenie naedine.,nenavidit,True,5,8,3
ru,19,-1,polzovatel nedolyublivaet eto predlozhenie naedine.,nedolyublivaet,True,5,11,6
ru,19,0,polzovatel ravnodushen k eto predlozhenie naedine.,ravnodushen,True,5,9,4
ru,19,1,polzovatel simpatiziruet eto predlozhenie naedine.,simpatiziruet,True,5,9,4
ru,19,2,polzovatel lyubit eto predlozhenie naedine.,lyubit,True,5,8,3
ru,20,-2,ya nenavidit tebya posle vstrechi.,nenavidit,True,2,5,3
ru,20,-1,ya nedolyublivaet tebya posle vstrechi.,nedolyublivaet,True,2,8,6
ru,20,0,ya ravnodushen k tebya posle vstrechi.,ravnodushen,True,2,6,4
ru,20,1,ya simpatiziruet tebya posle vstrechi.,simpatiziruet,True,2,6,4
ru,20,2,ya lyubit tebya posle vstrechi.,lyubit,True,2,5,3
ru,21,-2,polzovatel nenavidit etot dizayn segodnya.,nenavidit,True,5,8,3
ru,21,-1,polzovatel nedolyublivaet etot dizayn segodnya.,nedolyublivaet,True,5,11,6
ru,21,0,polzovatel ravnodushen k etot dizayn segodnya.,ravnodushen,True,5,9,4
ru,21,1,polzovatel simpatiziruet etot dizayn segodnya.,simpatiziruet,True,5,9,4
ru,21,2,polzovatel lyubit etot dizayn segodnya.,lyubit,True,5,8,3
ru,22,-2,polzovatel nenavidit etot gorod posle vstrechi.,nenavidit,True,5,8,3
ru,22,-1,polzovatel nedolyublivaet etot gorod posle vstrechi.,nedolyublivaet,True,5,11,6
ru,22,0,polzovatel ravnodushen k etot gorod posle vstrechi.,ravnodushen,True,5,9,4
ru,22,1,polzovatel simpatiziruet etot gorod posle vstrechi.,simpatiziruet,True,5,9,4
ru,22,2,polzovatel lyubit etot gorod posle vstrechi.,lyubit,True,5,8,3
ru,23,-2,ya nenavidit eto predlozhenie v kontse.,nenavidit,True,2,5,3
ru,23,-1,ya nedolyublivaet eto predlozhenie v kontse.,nedolyublivaet,True,2,8,6
ru,23,0,ya ravnodushen k eto predlozhenie v kontse.,ravnodushen,True,2,6,4
ru,23,1,ya simpatiziruet eto predlozhenie v kontse.,simpatiziruet,True,2,6,4
ru,23,2,ya lyubit eto predlozhenie v kontse.,lyubit,True,2,5,3
ru,24,-2,kritik nenavidit etu sistemu v kontse.,nenavidit,True,2,5,3
ru,24,-1,kritik nedolyublivaet etu sistemu v kontse.,nedolyublivaet,True,2,8,6
ru,24,0,kritik ravnodushen k etu sistemu v kontse.,ravnodushen,True,2,6,4
ru,24,1,kritik simpatiziruet etu sistemu v kontse.,simpatiziruet,True,2,6,4
ru,24,2,kritik lyubit etu sistemu v kontse.,lyubit,True,2,5,3
ru,25,-2,kritik nenavidit etot dizayn naedine.,nenavidit,True,2,5,3
ru,25,-1,kritik nedolyublivaet etot dizayn naedine.,nedolyublivaet,True,2,8,6
ru,25,0,kritik ravnodushen k etot dizayn naedine.,ravnodushen,True,2,6,4
ru,25,1,kritik simpatiziruet etot dizayn naedine.,simpatiziruet,True,2,6,4
ru,25,2,kritik lyubit etot dizayn naedine.,lyubit,True,2,5,3
ru,26,-2,ona nenavidit eto predlozhenie posle vstrechi.,nenavidit,True,2,5,3
ru,26,-1,ona nedolyublivaet eto predlozhenie posle vstrechi.,nedolyublivaet,True,2,8,6
ru,26,0,ona ravnodushen k eto predlozhenie posle vstrechi.,ravnodushen,True,2,6,4
ru,26,1,ona simpatiziruet eto predlozhenie posle vstrechi.,simpatiziruet,True,2,6,4
ru,26,2,ona lyubit eto predlozhenie posle vstrechi.,lyubit,True,2,5,3
ru,27,-2,ona nenavidit eto predlozhenie v kontse.,nenavidit,True,2,5,3
ru,27,-1,ona nedolyublivaet eto predlozhenie v kontse.,nedolyublivaet,True,2,8,6
ru,27,0,ona ravnodushen k eto predlozhenie v kontse.,ravnodushen,True,2,6,4
ru,27,1,ona simpatiziruet eto predlozhenie v kontse.,simpatiziruet,True,2,6,4
ru,27,2,ona lyubit eto predlozhenie v kontse.,lyubit,True,2,5,3
ru,28,-2,ona nenavidit tebya naedine.,nenavidit,True,2,5,3
ru,28,-1,ona nedolyublivaet tebya naedine.,nedolyublivaet,True,2,8,6
ru,28,0,ona ravnodushen k tebya naedine.,ravnodushen,True,2,6,4
ru,28,1,ona simpatiziruet tebya naedine.,simpatiziruet,True,2,6,4
ru,28,2,ona lyubit tebya naedine.,lyubit,True,2,5,3
ru,29,-2,sosed nenavidit etot gorod naedine.,nenavidit,True,3,6,3
ru,29,-1,sosed nedolyublivaet etot gorod naedine.,nedolyublivaet,True,3,9,6
ru,29,0,sosed ravnodushen k etot gorod naedine.,ravnodushen,True,3,7,4
ru,29,1,sosed simpatiziruet etot gorod naedine.,simpatiziruet,True,3,7,4
ru,29,2,sosed lyubit etot gorod naedine.,lyubit,True,3,6,3
ru,30,-2,issledovatel nenavidit tebya v kontse.,nenavidit,True,5,8,3
ru,30,-1,issledovatel nedolyublivaet tebya v kontse.,nedolyublivaet,True,5,11,6
ru,30,0,issledovatel ravnodushen k tebya v kontse.,ravnodushen,True,5,9,4
ru,30,1,issledovatel simpatiziruet tebya v kontse.,simpatiziruet,True,5,9,4
ru,30,2,issledovatel lyubit tebya v kontse.,lyubit,True,5,8,3
ru,31,-2,sosed nenavidit etot dizayn segodnya.,nenavidit,True,3,6,3
ru,31,-1,sosed nedolyublivaet etot dizayn segodnya.,nedolyublivaet,True,3,9,6
ru,31,0,sosed ravnodushen k etot dizayn segodnya.,ravnodushen,True,3,7,4
ru,31,1,sosed simpatiziruet etot dizayn segodnya.,simpatiziruet,True,3,7,4
ru,31,2,sosed lyubit etot dizayn segodnya.,lyubit,True,3,6,3
ru,32,-2,hudozhnik nenavidit etu sistemu vo vremya obzora.,nenavidit,True,5,8,3
ru,32,-1,hudozhnik nedolyublivaet etu sistemu vo vremya obzora.,nedolyublivaet,True,5,11,6
ru,32,0,hudozhnik ravnodushen k etu sistemu vo vremya obzora.,ravnodushen,True,5,9,4
ru,32,1,hudozhnik simpatiziruet etu sistemu vo vremya obzora.,simpatiziruet,True,5,9,4
ru,32,2,hudozhnik lyubit etu sistemu vo vremya obzora.,lyubit,True,5,8,3
ru,33,-2,hudozhnik nenavidit etu pesnyu naedine.,nenavidit,True,5,8,3
ru,33,-1,hudozhnik nedolyublivaet etu pesnyu naedine.,nedolyublivaet,True,5,11,6
ru,33,0,hudozhnik ravnodushen k etu pesnyu naedine.,ravnodushen,True,5,9,4
ru,33,1,hudozhnik simpatiziruet etu pesnyu naedine.,simpatiziruet,True,5,9,4
ru,33,2,hudozhnik lyubit etu pesnyu naedine.,lyubit,True,5,8,3
ru,34,-2,ya nenavidit etu sistemu naedine.,nenavidit,True,2,5,3
ru,34,-1,ya nedolyublivaet etu sistemu naedine.,nedolyublivaet,True,2,8,6
ru,34,0,ya ravnodushen k etu sistemu naedine.,ravnodushen,True,2,6,4
ru,34,1,ya simpatiziruet etu sistemu naedine.,simpatiziruet,True,2,6,4
ru,34,2,ya lyubit etu sistemu naedine.,lyubit,True,2,5,3
ru,35,-2,ona nenavidit etu pesnyu vo vremya obzora.,nenavidit,True,2,5,3
ru,35,-1,ona nedolyublivaet etu pesnyu vo vremya obzora.,nedolyublivaet,True,2,8,6
ru,35,0,ona ravnodushen k etu pesnyu vo vremya obzora.,ravnodushen,True,2,6,4
ru,35,1,ona simpatiziruet etu pesnyu vo vremya obzora.,simpatiziruet,True,2,6,4
ru,35,2,ona lyubit etu pesnyu vo vremya obzora.,lyubit,True,2,5,3
ru,36,-2,uchitel nenavidit eto predlozhenie posle vstrechi.,nenavidit,True,4,7,3
ru,36,-1,uchitel nedolyublivaet eto predlozhenie posle vstrechi.,nedolyublivaet,True,4,10,6
ru,36,0,uchitel ravnodushen k eto predlozhenie posle vstrechi.,ravnodushen,True,4,8,4
ru,36,1,uchitel simpatiziruet eto predlozhenie posle vstrechi.,simpatiziruet,True,4,8,4
ru,36,2,uchitel lyubit eto predlozhenie posle vstrechi.,lyubit,True,4,7,3
ru,37,-2,hudozhnik nenavidit etot gorod naedine.,nenavidit,True,5,8,3
ru,37,-1,hudozhnik nedolyublivaet etot gorod naedine.,nedolyublivaet,True,5,11,6
ru,37,0,hudozhnik ravnodushen k etot gorod naedine.,ravnodushen,True,5,9,4
ru,37,1,hudozhnik simpatiziruet etot gorod naedine.,simpatiziruet,True,5,9,4
ru,37,2,hudozhnik lyubit etot gorod naedine.,lyubit,True,5,8,3
ru,38,-2,polzovatel nenavidit etu ideyu vo vremya obzora.,nenavidit,True,5,8,3
ru,38,-1,polzovatel nedolyublivaet etu ideyu vo vremya obzora.,nedolyublivaet,True,5,11,6
ru,38,0,polzovatel ravnodushen k etu ideyu vo vremya obzora.,ravnodushen,True,5,9,4
ru,38,1,polzovatel simpatiziruet etu ideyu vo vremya obzora.,simpatiziruet,True,5,9,4
ru,38,2,polzovatel lyubit etu ideyu vo vremya obzora.,lyubit,True,5,8,3
ru,39,-2,ya nenavidit eto predlozhenie naedine.,nenavidit,True,2,5,3
ru,39,-1,ya nedolyublivaet eto predlozhenie naedine.,nedolyublivaet,True,2,8,6
ru,39,0,ya ravnodushen k eto predlozhenie naedine.,ravnodushen,True,2,6,4
ru,39,1,ya simpatiziruet eto predlozhenie naedine.,simpatiziruet,True,2,6,4
ru,39,2,ya lyubit eto predlozhenie naedine.,lyubit,True,2,5,3
ru,40,-2,ya nenavidit etu ideyu v kontse.,nenavidit,True,2,5,3
ru,40,-1,ya nedolyublivaet etu ideyu v kontse.,nedolyublivaet,True,2,8,6
ru,40,0,ya ravnodushen k etu ideyu v kontse.,ravnodushen,True,2,6,4
ru,40,1,ya simpatiziruet etu ideyu v kontse.,simpatiziruet,True,2,6,4
ru,40,2,ya lyubit etu ideyu v kontse.,lyubit,True,2,5,3
ru,41,-2,issledovatel nenavidit etot gorod vo vremya obzora.,nenavidit,True,5,8,3
ru,41,-1,issledovatel nedolyublivaet etot gorod vo vremya obzora.,nedolyublivaet,True,5,11,6
ru,41,0,issledovatel ravnodushen k etot gorod vo vremya obzora.,ravnodushen,True,5,9,4
ru,41,1,issledovatel simpatiziruet etot gorod vo vremya obzora.,simpatiziruet,True,5,9,4
ru,41,2,issledovatel lyubit etot gorod vo vremya obzora.,lyubit,True,5,8,3
ru,42,-2,uchitel nenavidit eto predlozhenie vo vremya obzora.,nenavidit,True,4,7,3
ru,42,-1,uchitel nedolyublivaet eto predlozhenie vo vremya obzora.,nedolyublivaet,True,4,10,6
ru,42,0,uchitel ravnodushen k eto predlozhenie vo vremya obzora.,ravnodushen,True,4,8,4
ru,42,1,uchitel simpatiziruet eto predlozhenie vo vremya obzora.,simpatiziruet,True,4,8,4
ru,42,2,uchitel lyubit eto predlozhenie vo vremya obzora.,lyubit,True,4,7,3
ru,43,-2,ona nenavidit etot gorod segodnya.,nenavidit,True,2,5,3
ru,43,-1,ona nedolyublivaet etot gorod segodnya.,nedolyublivaet,True,2,8,6
ru,43,0,ona ravnodushen k etot gorod segodnya.,ravnodushen,True,2,6,4
ru,43,1,ona simpatiziruet etot gorod segodnya.,simpatiziruet,True,2,6,4
ru,43,2,ona lyubit etot gorod segodnya.,lyubit,True,2,5,3
ru,44,-2,hudozhnik nenavidit etu ideyu posle vstrechi.,nenavidit,True,5,8,3
ru,44,-1,hudozhnik nedolyublivaet etu ideyu posle vstrechi.,nedolyublivaet,True,5,11,6
ru,44,0,hudozhnik ravnodushen k etu ideyu posle vstrechi.,ravnodushen,True,5,9,4
ru,44,1,hudozhnik simpatiziruet etu ideyu posle vstrechi.,simpatiziruet,True,5,9,4
ru,44,2,hudozhnik lyubit etu ideyu posle vstrechi.,lyubit,True,5,8,3
ru,45,-2,ya nenavidit etot dizayn v kontse.,nenavidit,True,2,5,3
ru,45,-1,ya nedolyublivaet etot dizayn v kontse.,nedolyublivaet,True,2,8,6
ru,45,0,ya ravnodushen k etot dizayn v kontse.,ravnodushen,True,2,6,4
ru,45,1,ya simpatiziruet etot dizayn v kontse.,simpatiziruet,True,2,6,4
ru,45,2,ya lyubit etot dizayn v kontse.,lyubit,True,2,5,3
ru,46,-2,ya nenavidit etot dizayn vo vremya obzora.,nenavidit,True,2,5,3
ru,46,-1,ya nedolyublivaet etot dizayn vo vremya obzora.,nedolyublivaet,True,2,8,6
ru,46,0,ya ravnodushen k etot dizayn vo vremya obzora.,ravnodushen,True,2,6,4
ru,46,1,ya simpatiziruet etot dizayn vo vremya obzora.,simpatiziruet,True,2,6,4
ru,46,2,ya lyubit etot dizayn vo vremya obzora.,lyubit,True,2,5,3
ru,47,-2,hudozhnik nenavidit tebya posle vstrechi.,nenavidit,True,5,8,3
ru,47,-1,hudozhnik nedolyublivaet tebya posle vstrechi.,nedolyublivaet,True,5,11,6
ru,47,0,hudozhnik ravnodushen k tebya posle vstrechi.,ravnodushen,True,5,9,4
ru,47,1,hudozhnik simpatiziruet tebya posle vstrechi.,simpatiziruet,True,5,9,4
ru,47,2,hudozhnik lyubit tebya posle vstrechi.,lyubit,True,5,8,3
ru,48,-2,uchitel nenavidit etot film v kontse.,nenavidit,True,4,7,3
ru,48,-1,uchitel nedolyublivaet etot film v kontse.,nedolyublivaet,True,4,10,6
ru,48,0,uchitel ravnodushen k etot film v kontse.,ravnodushen,True,4,8,4
ru,48,1,uchitel simpatiziruet etot film v kontse.,simpatiziruet,True,4,8,4
ru,48,2,uchitel lyubit etot film v kontse.,lyubit,True,4,7,3
ru,49,-2,kritik nenavidit etot gorod v kontse.,nenavidit,True,2,5,3
ru,49,-1,kritik nedolyublivaet etot gorod v kontse.,nedolyublivaet,True,2,8,6
ru,49,0,kritik ravnodushen k etot gorod v kontse.,ravnodushen,True,2,6,4
ru,49,1,kritik simpatiziruet etot gorod v kontse.,simpatiziruet,True,2,6,4
ru,49,2,kritik lyubit etot gorod v kontse.,lyubit,True,2,5,3
ru,50,-2,hudozhnik nenavidit eto predlozhenie v kontse.,nenavidit,True,5,8,3
ru,50,-1,hudozhnik nedolyublivaet eto predlozhenie v kontse.,nedolyublivaet,True,5,11,6
ru,50,0,hudozhnik ravnodushen k eto predlozhenie v kontse.,ravnodushen,True,5,9,4
ru,50,1,hudozhnik simpatiziruet eto predlozhenie v kontse.,simpatiziruet,True,5,9,4
ru,50,2,hudozhnik lyubit eto predlozhenie v kontse.,lyubit,True,5,8,3
ru,51,-2,kritik nenavidit etu ideyu v kontse.,nenavidit,True,2,5,3
ru,51,-1,kritik nedolyublivaet etu ideyu v kontse.,nedolyublivaet,True,2,8,6
ru,51,0,kritik ravnodushen k etu ideyu v kontse.,ravnodushen,True,2,6,4
ru,51,1,kritik simpatiziruet etu ideyu v kontse.,simpatiziruet,True,2,6,4
ru,51,2,kritik lyubit etu ideyu v kontse.,lyubit,True,2,5,3
ru,52,-2,polzovatel nenavidit etot dizayn v kontse.,nenavidit,True,5,8,3
ru,52,-1,polzovatel nedolyublivaet etot dizayn v kontse.,nedolyublivaet,True,5,11,6
ru,52,0,polzovatel ravnodushen k etot dizayn v kontse.,ravnodushen,True,5,9,4
ru,52,1,polzovatel simpatiziruet etot dizayn v kontse.,simpatiziruet,True,5,9,4
ru,52,2,polzovatel lyubit etot dizayn v kontse.,lyubit,True,5,8,3
ru,53,-2,issledovatel nenavidit etot film v kontse.,nenavidit,True,5,8,3
ru,53,-1,issledovatel nedolyublivaet etot film v kontse.,nedolyublivaet,True,5,11,6
ru,53,0,issledovatel ravnodushen k etot film v kontse.,ravnodushen,True,5,9,4
ru,53,1,issledovatel simpatiziruet etot film v kontse.,simpatiziruet,True,5,9,4
ru,53,2,issledovatel lyubit etot film v kontse.,lyubit,True,5,8,3
ru,54,-2,kritik nenavidit eto predlozhenie naedine.,nenavidit,True,2,5,3
ru,54,-1,kritik nedolyublivaet eto predlozhenie naedine.,nedolyublivaet,True,2,8,6
ru,54,0,kritik ravnodushen k eto predlozhenie naedine.,ravnodushen,True,2,6,4
ru,54,1,kritik simpatiziruet eto predlozhenie naedine.,simpatiziruet,True,2,6,4
ru,54,2,kritik lyubit eto predlozhenie naedine.,lyubit,True,2,5,3
ru,55,-2,uchitel nenavidit etu sistemu v kontse.,nenavidit,True,4,7,3
ru,55,-1,uchitel nedolyublivaet etu sistemu v kontse.,nedolyublivaet,True,4,10,6
ru,55,0,uchitel ravnodushen k etu sistemu v kontse.,ravnodushen,True,4,8,4
ru,55,1,uchitel simpatiziruet etu sistemu v kontse.,simpatiziruet,True,4,8,4
ru,55,2,uchitel lyubit etu sistemu v kontse.,lyubit,True,4,7,3
ru,56,-2,issledovatel nenavidit eto predlozhenie vo vremya obzora.,nenavidit,True,5,8,3
ru,56,-1,issledovatel nedolyublivaet eto predlozhenie vo vremya obzora.,nedolyublivaet,True,5,11,6
ru,56,0,issledovatel ravnodushen k eto predlozhenie vo vremya obzora.,ravnodushen,True,5,9,4
ru,56,1,issledovatel simpatiziruet eto predlozhenie vo vremya obzora.,simpatiziruet,True,5,9,4
ru,56,2,issledovatel lyubit eto predlozhenie vo vremya obzora.,lyubit,True,5,8,3
ru,57,-2,polzovatel nenavidit etu sistemu posle vstrechi.,nenavidit,True,5,8,3
ru,57,-1,polzovatel nedolyublivaet etu sistemu posle vstrechi.,nedolyublivaet,True,5,11,6
ru,57,0,polzovatel ravnodushen k etu sistemu posle vstrechi.,ravnodushen,True,5,9,4
ru,57,1,polzovatel simpatiziruet etu sistemu posle vstrechi.,simpatiziruet,True,5,9,4
ru,57,2,polzovatel lyubit etu sistemu posle vstrechi.,lyubit,True,5,8,3
ru,58,-2,issledovatel nenavidit etot dizayn segodnya.,nenavidit,True,5,8,3
ru,58,-1,issledovatel nedolyublivaet etot dizayn segodnya.,nedolyublivaet,True,5,11,6
ru,58,0,issledovatel ravnodushen k etot dizayn segodnya.,ravnodushen,True,5,9,4
ru,58,1,issledovatel simpatiziruet etot dizayn segodnya.,simpatiziruet,True,5,9,4
ru,58,2,issledovatel lyubit etot dizayn segodnya.,lyubit,True,5,8,3
ru,59,-2,ona nenavidit eto predlozhenie vo vremya obzora.,nenavidit,True,2,5,3
ru,59,-1,ona nedolyublivaet eto predlozhenie vo vremya obzora.,nedolyublivaet,True,2,8,6
ru,59,0,ona ravnodushen k eto predlozhenie vo vremya obzora.,ravnodushen,True,2,6,4
ru,59,1,ona simpatiziruet eto predlozhenie vo vremya obzora.,simpatiziruet,True,2,6,4
ru,59,2,ona lyubit eto predlozhenie vo vremya obzora.,lyubit,True,2,5,3
ru,60,-2,uchitel nenavidit etu ideyu posle vstrechi.,nenavidit,True,4,7,3
ru,60,-1,uchitel nedolyublivaet etu ideyu posle vstrechi.,nedolyublivaet,True,4,10,6
ru,60,0,uchitel ravnodushen k etu ideyu posle vstrechi.,ravnodushen,True,4,8,4
ru,60,1,uchitel simpatiziruet etu ideyu posle vstrechi.,simpatiziruet,True,4,8,4
ru,60,2,uchitel lyubit etu ideyu posle vstrechi.,lyubit,True,4,7,3
ru,61,-2,kritik nenavidit etot gorod segodnya.,nenavidit,True,2,5,3
ru,61,-1,kritik nedolyublivaet etot gorod segodnya.,nedolyublivaet,True,2,8,6
ru,61,0,kritik ravnodushen k etot gorod segodnya.,ravnodushen,True,2,6,4
ru,61,1,kritik simpatiziruet etot gorod segodnya.,simpatiziruet,True,2,6,4
ru,61,2,kritik lyubit etot gorod segodnya.,lyubit,True,2,5,3
ru,62,-2,ona nenavidit eto predlozhenie segodnya.,nenavidit,True,2,5,3
ru,62,-1,ona nedolyublivaet eto predlozhenie segodnya.,nedolyublivaet,True,2,8,6
ru,62,0,ona ravnodushen k eto predlozhenie segodnya.,ravnodushen,True,2,6,4
ru,62,1,ona simpatiziruet eto predlozhenie segodnya.,simpatiziruet,True,2,6,4
ru,62,2,ona lyubit eto predlozhenie segodnya.,lyubit,True,2,5,3
ru,63,-2,hudozhnik nenavidit eto predlozhenie segodnya.,nenavidit,True,5,8,3
ru,63,-1,hudozhnik nedolyublivaet eto predlozhenie segodnya.,nedolyublivaet,True,5,11,6
ru,63,0,hudozhnik ravnodushen k eto predlozhenie segodnya.,ravnodushen,True,5,9,4
ru,63,1,hudozhnik simpatiziruet eto predlozhenie segodnya.,simpatiziruet,True,5,9,4
ru,63,2,hudozhnik lyubit eto predlozhenie segodnya.,lyubit,True,5,8,3
ru,64,-2,issledovatel nenavidit etu pesnyu vo vremya obzora.,nenavidit,True,5,8,3
ru,64,-1,issledovatel nedolyublivaet etu pesnyu vo vremya obzora.,nedolyublivaet,True,5,11,6
ru,64,0,issledovatel ravnodushen k etu pesnyu vo vremya obzora.,ravnodushen,True,5,9,4
ru,64,1,issledovatel simpatiziruet etu pesnyu vo vremya obzora.,simpatiziruet,True,5,9,4
ru,64,2,issledovatel lyubit etu pesnyu vo vremya obzora.,lyubit,True,5,8,3
ru,65,-2,hudozhnik nenavidit etu ideyu vo vremya obzora.,nenavidit,True,5,8,3
ru,65,-1,hudozhnik nedolyublivaet etu ideyu vo vremya obzora.,nedolyublivaet,True,5,11,6
ru,65,0,hudozhnik ravnodushen k etu ideyu vo vremya obzora.,ravnodushen,True,5,9,4
ru,65,1,hudozhnik simpatiziruet etu ideyu vo vremya obzora.,simpatiziruet,True,5,9,4
ru,65,2,hudozhnik lyubit etu ideyu vo vremya obzora.,lyubit,True,5,8,3
ru,66,-2,ona nenavidit etu sistemu segodnya.,nenavidit,True,2,5,3
ru,66,-1,ona nedolyublivaet etu sistemu segodnya.,nedolyublivaet,True,2,8,6
ru,66,0,ona ravnodushen k etu sistemu segodnya.,ravnodushen,True,2,6,4
ru,66,1,ona simpatiziruet etu sistemu segodnya.,simpatiziruet,True,2,6,4
ru,66,2,ona lyubit etu sistemu segodnya.,lyubit,True,2,5,3
ru,67,-2,ona nenavidit etu sistemu vo vremya obzora.,nenavidit,True,2,5,3
ru,67,-1,ona nedolyublivaet etu sistemu vo vremya obzora.,nedolyublivaet,True,2,8,6
ru,67,0,ona ravnodushen k etu sistemu vo vremya obzora.,ravnodushen,True,2,6,4
ru,67,1,ona simpatiziruet etu sistemu vo vremya obzora.,simpatiziruet,True,2,6,4
ru,67,2,ona lyubit etu sistemu vo vremya obzora.,lyubit,True,2,5,3
ru,68,-2,polzovatel nenavidit etot gorod naedine.,nenavidit,True,5,8,3
ru,68,-1,polzovatel nedolyublivaet etot gorod naedine.,nedolyublivaet,True,5,11,6
ru,68,0,polzovatel ravnodushen k etot gorod naedine.,ravnodushen,True,5,9,4
ru,68,1,polzovatel simpatiziruet etot gorod naedine.,simpatiziruet,True,5,9,4
ru,68,2,polzovatel lyubit etot gorod naedine.,lyubit,True,5,8,3
ru,69,-2,issledovatel nenavidit etu ideyu vo vremya obzora.,nenavidit,True,5,8,3
ru,69,-1,issledovatel nedolyublivaet etu ideyu vo vremya obzora.,nedolyublivaet,True,5,11,6
ru,69,0,issledovatel ravnodushen k etu ideyu vo vremya obzora.,ravnodushen,True,5,9,4
ru,69,1,issledovatel simpatiziruet etu ideyu vo vremya obzora.,simpatiziruet,True,5,9,4
ru,69,2,issledovatel lyubit etu ideyu vo vremya obzora.,lyubit,True,5,8,3
ru,70,-2,kritik nenavidit etot film vo vremya obzora.,nenavidit,True,2,5,3
ru,70,-1,kritik nedolyublivaet etot film vo vremya obzora.,nedolyublivaet,True,2,8,6
ru,70,0,kritik ravnodushen k etot film vo vremya obzora.,ravnodushen,True,2,6,4
ru,70,1,kritik simpatiziruet etot film vo vremya obzora.,simpatiziruet,True,2,6,4
ru,70,2,kritik lyubit etot film vo vremya obzora.,lyubit,True,2,5,3
ru,71,-2,uchitel nenavidit eto predlozhenie naedine.,nenavidit,True,4,7,3
ru,71,-1,uchitel nedolyublivaet eto predlozhenie naedine.,nedolyublivaet,True,4,10,6
ru,71,0,uchitel ravnodushen k eto predlozhenie naedine.,ravnodushen,True,4,8,4
ru,71,1,uchitel simpatiziruet eto predlozhenie naedine.,simpatiziruet,True,4,8,4
ru,71,2,uchitel lyubit eto predlozhenie naedine.,lyubit,True,4,7,3
ru,72,-2,uchitel nenavidit etot dizayn posle vstrechi.,nenavidit,True,4,7,3
