template_id,kind,source,a,b,c,ab,ba,abc,bca,cab,acb,cba,bac
50,antisymmetry,The queen fixed the bug.,N,T,,The queen will fail to fix the bug tomorrow.,The queen failed to have fixed the bug earlier.,,,,,,
50,antisymmetry,The queen fixed the bug.,Q,M,,Could the queen allegedly fix the bug?,Is it alleged that the queen fixed the bug?,,,,,,
50,antisymmetry,The queen fixed the bug.,Q,T,,Could the queen fix the bug tomorrow?,Will the queen fix the bug tomorrow?,,,,,,
50,antisymmetry,The queen fixed the bug.,M,T,,The queen will allegedly fix the bug tomorrow.,The queen was allegedly going to fix the bug.,,,,,,
50,jacobi,The queen fixed the bug.,N,Q,M,,,Could the queen allegedly fail to fix the bug?,Is it false that the queen allegedly fixed the bug?,Is it alleged that the queen failed to fix the bug?,Could it be alleged that the queen failed to fix the bug?,"Allegedly, is it false that the queen fixed the bug?",Could it be false that the queen allegedly fixed the bug?
50,jacobi,The queen fixed the bug.,N,Q,T,,,Could the queen fail to fix the bug tomorrow?,Is it false that the queen will fix the bug tomorrow?,Could the queen have failed to fix the bug earlier?,Could it be that the queen will fail to fix the bug tomorrow?,Will it be false that the queen fix the bug tomorrow?,Could it be false that the queen will fix the bug tomorrow?
50,jacobi,The queen fixed the bug.,N,M,T,,,The queen will allegedly fail to fix the bug tomorrow.,The queen was allegedly going to fail to fix the bug.,"Earlier, the queen allegedly failed to have fixed the bug.","Allegedly, the queen will fail to fix the bug tomorrow.","Earlier, it was alleged that the queen failed to have fixed the bug.",It is alleged that the queen will fail to fix the bug tomorrow.
50,jacobi,The queen fixed the bug.,Q,M,T,,,Could the queen allegedly fix the bug tomorrow?,Could it be alleged that the queen will fix the bug tomorrow?,"Allegedly, will the queen fix the bug tomorrow?","Allegedly, could the queen fix the bug tomorrow?",Could the queen have allegedly planned to fix the bug?,Will it be alleged that the queen fix the bug tomorrow?
51,antisymmetry,The dragon fixed the bug.,N,Q,,Could the dragon fail to fix the bug?,Is it false that the dragon fixed the bug?,,,,,,
51,antisymmetry,The dragon fixed the bug.,N,M,,The dragon allegedly failed to fix the bug.,"Allegedly, the dragon failed to fix the bug.",,,,,,
51,antisymmetry,The dragon fixed the bug.,N,T,,The dragon will fail to fix the bug tomorrow.,The dragon failed to have fixed the bug earlier.,,,,,,
51,antisymmetry,The dragon fixed the bug.,Q,M,,Could the dragon allegedly fix the bug?,Is it alleged that the dragon fixed the bug?,,,,,,
51,antisymmetry,The dragon fixed the bug.,Q,T,,Could the dragon fix the bug tomorrow?,Will the dragon fix the bug tomorrow?,,,,,,
51,antisymmetry,The dragon fixed the bug.,M,T,,The dragon will allegedly fix the bug tomorrow.,The dragon was allegedly going to fix the bug.,,,,,,
51,jacobi,The dragon fixed the bug.,N,Q,M,,,Could the dragon allegedly fail to fix the bug?,Is it false that the dragon allegedly fixed the bug?,Is it alleged that the dragon failed to fix the bug?,Could it be alleged that the dragon failed to fix the bug?,"Allegedly, is it false that the dragon fixed the bug?",Could it be false that the dragon allegedly fixed the bug?
51,jacobi,The dragon fixed the bug.,N,Q,T,,,Could the dragon fail to fix the bug tomorrow?,Is it false that the dragon will fix the bug tomorrow?,Could the dragon have failed to fix the bug earlier?,Could it be that the dragon will fail to fix the bug tomorrow?,Will it be false that the dragon fix the bug tomorrow?,Could it be false that the dragon will fix the bug tomorrow?
51,jacobi,The dragon fixed the bug.,N,M,T,,,The dragon will allegedly fail to fix the bug tomorrow.,The dragon was allegedly going to fail to fix the bug.,"Earlier, the dragon allegedly failed to have fixed the bug.","Allegedly, the dragon will fail to fix the bug tomorrow.","Earlier, it was alleged that the dragon failed to have fixed the bug.",It is alleged that the dragon will fail to fix the bug tomorrow.
51,jacobi,The dragon fixed the bug.,Q,M,T,,,Could the dragon allegedly fix the bug tomorrow?,Could it be alleged that the dragon will fix the bug tomorrow?,"Allegedly, will the dragon fix the bug tomorrow?","Allegedly, could the dragon fix the bug tomorrow?",Could the dragon have allegedly planned to fix the bug?,Will it be alleged that the dragon fix the bug tomorrow?
52,antisymmetry,The teacher guarded the treasure.,N,Q,,Could the teacher fail to guard the treasure?,Is it false that the teacher guarded the treasure?,,,,,,
52,antisymmetry,The teacher guarded the treasure.,N,M,,The teacher allegedly failed to guard the treasure.,"Allegedly, the teacher failed to guard the treasure.",,,,,,
52,antisymmetry,The teacher guarded the treasure.,N,T,,The teacher will fail to guard the treasure tomorrow.,The teacher failed to have guarded the treasure earlier.,,,,,,
52,antisymmetry,The teacher guarded the treasure.,Q,M,,Could the teacher allegedly guard the treasure?,Is it alleged that the teacher guarded the treasure?,,,,,,
52,antisymmetry,The teacher guarded the treasure.,Q,T,,Could the teacher guard the treasure tomorrow?,Will the teacher guard the treasure tomorrow?,,,,,,
52,antisymmetry,The teacher guarded the treasure.,M,T,,The teacher will allegedly guard the treasure tomorrow.,The teacher was allegedly going to guard the treasure.,,,,,,
52,jacobi,The teacher guarded the treasure.,N,Q,M,,,Could the teacher allegedly fail to guard the treasure?,Is it false that the teacher allegedly guarded the treasure?,Is it alleged that the teacher failed to guard the treasure?,Could it be alleged that the teacher failed to guard the treasure?,"Allegedly, is it false that the teacher guarded the treasure?",Could it be false that the teacher allegedly guarded the treasure?
52,jacobi,The teacher guarded the treasure.,N,Q,T,,,Could the teacher fail to guard the treasure tomorrow?,Is it false that the teacher will guard the treasure tomorrow?,Could the teacher have failed to guard the treasure earlier?,Could it be that the teacher will fail to guard the treasure tomorrow?,Will it be false that the teacher guard the treasure tomorrow?,Could it be false that the teacher will guard the treasure tomorrow?
52,jacobi,The teacher guarded the treasure.,N,M,T,,,The teacher will allegedly fail to guard the treasure tomorrow.,The teacher was allegedly going to fail to guard the treasure.,"Earlier, the teacher allegedly failed to have guarded the treasure.","Allegedly, the teacher will fail to guard the treasure tomorrow.","Earlier, it was alleged that the teacher failed to have guarded the treasure.",It is alleged that the teacher will fail to guard the treasure tomorrow.
52,jacobi,The teacher guarded the treasure.,Q,M,T,,,Could the teacher allegedly guard the treasure tomorrow?,Could it be alleged that the teacher will guard the treasure tomorrow?,"Allegedly, will the teacher guard the treasure tomorrow?","Allegedly, could the teacher guard the treasure tomorrow?",Could the teacher have allegedly planned to guard the treasure?,Will it be alleged that the teacher guard the treasure tomorrow?
53,antisymmetry,The manager supported the theory.,N,Q,,Could the manager fail to support the theory?,Is it false that the manager supported the theory?,,,,,,
53,antisymmetry,The manager supported the theory.,N,M,,The manager allegedly failed to support the theory.,"Allegedly, the manager failed to support the theory.",,,,,,
53,antisymmetry,The manager supported the theory.,N,T,,The manager will fail to support the theory tomorrow.,The manager failed to have supported the theory earlier.,,,,,,
53,antisymmetry,The manager supported the theory.,Q,M,,Could the manager allegedly support the theory?,Is it alleged that the manager supported the theory?,,,,,,
53,antisymmetry,The manager supported the theory.,Q,T,,Could the manager support the theory tomorrow?,Will the manager support the theory tomorrow?,,,,,,
53,antisymmetry,The manager supported the theory.,M,T,,The manager will allegedly support the theory tomorrow.,The manager was allegedly going to support the theory.,,,,,,
53,jacobi,The manager supported the theory.,N,Q,M,,,Could the manager allegedly fail to support the theory?,Is it false that the manager allegedly supported the theory?,Is it alleged that the manager failed to support the theory?,Could it be alleged that the manager failed to support the theory?,"Allegedly, is it false that the manager supported the theory?",Could it be false that the manager allegedly supported the theory?
53,jacobi,The manager supported the theory.,N,Q,T,,,Could the manager fail to support the theory tomorrow?,Is it false that the manager will support the theory tomorrow?,Could the manager have failed to support the theory earlier?,Could it be that the manager will fail to support the theory tomorrow?,Will it be false that the manager support the theory tomorrow?,Could it be false that the manager will support the theory tomorrow?
53,jacobi,The manager supported the theory.,N,M,T,,,The manager will allegedly fail to support the theory tomorrow.,The manager was allegedly going to fail to support the theory.,"Earlier, the manager allegedly failed to have supported the theory.","Allegedly, the manager will fail to support the theory tomorrow.","Earlier, it was alleged that the manager failed to have supported the theory.",It is alleged that the manager will fail to support the theory tomorrow.
53,jacobi,The manager supported the theory.,Q,M,T,,,Could the manager allegedly support the theory tomorrow?,Could it be alleged that the manager will support the theory tomorrow?,"Allegedly, will the manager support the theory tomorrow?","Allegedly, could the manager support the theory tomorrow?",Could the manager have allegedly planned to support the theory?,Will it be alleged that the manager support the theory tomorrow?
54,antisymmetry,The dragon signed the treaty.,N,Q,,Could the dragon fail to sign the treaty?,Is it false that the dragon signed the treaty?,,,,,,
54,antisymmetry,The dragon signed the treaty.,N,M,,The dragon allegedly failed to sign the treaty.,"Allegedly, the dragon failed to sign the treaty.",,,,,,
54,antisymmetry,The dragon signed the treaty.,N,T,,The dragon will fail to sign the treaty tomorrow.,The dragon failed to have signed the treaty earlier.,,,,,,
54,antisymmetry,The dragon signed the treaty.,Q,M,,Could the dragon allegedly sign the treaty?,Is it alleged that the dragon signed the treaty?,,,,,,
54,antisymmetry,The dragon signed the treaty.,Q,T,,Could the dragon sign the treaty tomorrow?,Will the dragon sign the treaty tomorrow?,,,,,,
54,antisymmetry,The dragon signed the treaty.,M,T,,The dragon will allegedly sign the treaty tomorrow.,The dragon was allegedly going to sign the treaty.,,,,,,
54,jacobi,The dragon signed the treaty.,N,Q,M,,,Could the dragon allegedly fail to sign the treaty?,Is it false that the dragon allegedly signed the treaty?,Is it alleged that the dragon failed to sign the treaty?,Could it be alleged that the dragon failed to sign the treaty?,"Allegedly, is it false that the dragon signed the treaty?",Could it be false that the dragon allegedly signed the treaty?
54,jacobi,The dragon signed the treaty.,N,Q,T,,,Could the dragon fail to sign the treaty tomorrow?,Is it false that the dragon will sign the treaty tomorrow?,Could the dragon have failed to sign the treaty earlier?,Could it be that the dragon will fail to sign the treaty tomorrow?,Will it be false that the dragon sign the treaty tomorrow?,Could it be false that the dragon will sign the treaty tomorrow?
54,jacobi,The dragon signed the treaty.,N,M,T,,,The dragon will allegedly fail to sign the treaty tomorrow.,The dragon was allegedly going to fail to sign the treaty.,"Earlier, the dragon allegedly failed to have signed the treaty.","Allegedly, the dragon will fail to sign the treaty tomorrow.","Earlier, it was alleged that the dragon failed to have signed the treaty.",It is alleged that the dragon will fail to sign the treaty tomorrow.
54,jacobi,The dragon signed the treaty.,Q,M,T,,,Could the dragon allegedly sign the treaty tomorrow?,Could it be alleged that the dragon will sign the treaty tomorrow?,"Allegedly, will the dragon sign the treaty tomorrow?","Allegedly, could the dragon sign the treaty tomorrow?",Could the dragon have allegedly planned to sign the treaty?,Will it be alleged that the dragon sign the treaty tomorrow?
55,antisymmetry,The queen approved the treatment.,N,Q,,Could the queen fail to approve the treatment?,Is it false that the queen approved the treatment?,,,,,,
55,antisymmetry,The queen approved the treatment.,N,M,,The queen allegedly failed to approve the treatment.,"Allegedly, the queen failed to approve the treatment.",,,,,,
55,antisymmetry,The queen approved the treatment.,N,T,,The queen will fail to approve the treatment tomorrow.,The queen failed to have approved the treatment earlier.,,,,,,
55,antisymmetry,The queen approved the treatment.,Q,M,,Could the queen allegedly approve the treatment?,Is it alleged that the queen approved the treatment?,,,,,,
55,antisymmetry,The queen approved the treatment.,Q,T,,Could the queen approve the treatment tomorrow?,Will the queen approve the treatment tomorrow?,,,,,,
55,antisymmetry,The queen approved the treatment.,M,T,,The queen will allegedly approve the treatment tomorrow.,The queen was allegedly going to approve the treatment.,,,,,,
55,jacobi,The queen approved the treatment.,N,Q,M,,,Could the queen allegedly fail to approve the treatment?,Is it false that the queen allegedly approved the treatment?,Is it alleged that the queen failed to approve the treatment?,Could it be alleged that the queen failed to approve the treatment?,"Allegedly, is it false that the queen approved the treatment?",Could it be false that the queen allegedly approved the treatment?
55,jacobi,The queen approved the treatment.,N,Q,T,,,Could the queen fail to approve the treatment tomorrow?,Is it false that the queen will approve the treatment tomorrow?,Could the queen have failed to approve the treatment earlier?,Could it be that the queen will fail to approve the treatment tomorrow?,Will it be false that the queen approve the treatment tomorrow?,Could it be false that the queen will approve the treatment tomorrow?
55,jacobi,The queen approved the treatment.,N,M,T,,,The queen will allegedly fail to approve the treatment tomorrow.,The queen was allegedly going to fail to approve the treatment.,"Earlier, the queen allegedly failed to have approved the treatment.","Allegedly, the queen will fail to approve the treatment tomorrow.","Earlier, it was alleged that the queen failed to have approved the treatment.",It is alleged that the queen will fail to approve the treatment tomorrow.
55,jacobi,The queen approved the treatment.,Q,M,T,,,Could the queen allegedly approve the treatment tomorrow?,Could it be alleged that the queen will approve the treatment tomorrow?,"Allegedly, will the queen approve the treatment tomorrow?","Allegedly, could the queen approve the treatment tomorrow?",Could the queen have allegedly planned to approve the treatment?,Will it be alleged that the queen approve the treatment tomorrow?
56,antisymmetry,The robot guarded the treasure.,N,Q,,Could the robot fail to guard the treasure?,Is it false that the robot guarded the treasure?,,,,,,
56,antisymmetry,The robot guarded the treasure.,N,M,,The robot allegedly failed to guard the treasure.,"Allegedly, the robot failed to guard the treasure.",,,,,,
56,antisymmetry,The robot guarded the treasure.,N,T,,The robot will fail to guard the treasure tomorrow.,The robot failed to have guarded the treasure earlier.,,,,,,
56,antisymmetry,The robot guarded the treasure.,Q,M,,Could the robot allegedly guard the treasure?,Is it alleged that the robot guarded the treasure?,,,,,,
56,antisymmetry,The robot guarded the treasure.,Q,T,,Could the robot guard the treasure tomorrow?,Will the robot guard the treasure tomorrow?,,,,,,
56,antisymmetry,The robot guarded the treasure.,M,T,,The robot will allegedly guard the treasure tomorrow.,The robot was allegedly going to guard the treasure.,,,,,,
56,jacobi,The robot guarded the treasure.,N,Q,M,,,Could the robot allegedly fail to guard the treasure?,Is it false that the robot allegedly guarded the treasure?,Is it alleged that the robot failed to guard the treasure?,Could it be alleged that the robot failed to guard the treasure?,"Allegedly, is it false that the robot guarded the treasure?",Could it be false that the robot allegedly guarded the treasure?
56,jacobi,The robot guarded the treasure.,N,Q,T,,,Could the robot fail to guard the treasure tomorrow?,Is it false that the robot will guard the treasure tomorrow?,Could the robot have failed to guard the treasure earlier?,Could it be that the robot will fail to guard the treasure tomorrow?,Will it be false that the robot guard the treasure tomorrow?,Could it be false that the robot will guard the treasure tomorrow?
56,jacobi,The robot guarded the treasure.,N,M,T,,,The robot will allegedly fail to guard the treasure tomorrow.,The robot was allegedly going to fail to guard the treasure.,"Earlier, the robot allegedly failed to have guarded the treasure.","Allegedly, the robot will fail to guard the treasure tomorrow.","Earlier, it was alleged that the robot failed to have guarded the treasure.",It is alleged that the robot will fail to guard the treasure tomorrow.
56,jacobi,The robot guarded the treasure.,Q,M,T,,,Could the robot allegedly guard the treasure tomorrow?,Could it be alleged that the robot will guard the treasure tomorrow?,"Allegedly, will the robot guard the treasure tomorrow?","Allegedly, could the robot guard the treasure tomorrow?",Could the robot have allegedly planned to guard the treasure?,Will it be alleged that the robot guard the treasure tomorrow?
57,antisymmetry,The wizard opened the portal.,N,Q,,Could the wizard fail to open the portal?,Is it false that the wizard opened the portal?,,,,,,
57,antisymmetry,The wizard opened the portal.,N,M,,The wizard allegedly failed to open the portal.,"Allegedly, the wizard failed to open the portal.",,,,,,
57,antisymmetry,The wizard opened the portal.,N,T,,The wizard will fail to open the portal tomorrow.,The wizard failed to have opened the portal earlier.,,,,,,
57,antisymmetry,The wizard opened the portal.,Q,M,,Could the wizard allegedly open the portal?,Is it alleged that the wizard opened the portal?,,,,,,
57,antisymmetry,The wizard opened the portal.,Q,T,,Could the wizard open the portal tomorrow?,Will the wizard open the portal tomorrow?,,,,,,
57,antisymmetry,The wizard opened the portal.,M,T,,The wizard will allegedly open the portal tomorrow.,The wizard was allegedly going to open the portal.,,,,,,
57,jacobi,The wizard opened the portal.,N,Q,M,,,Could the wizard allegedly fail to open the portal?,Is it false that the wizard allegedly opened the portal?,Is it alleged that the wizard failed to open the portal?,Could it be alleged that the wizard failed to open the portal?,"Allegedly, is it false that the wizard opened the portal?",Could it be false that the wizard allegedly opened the portal?
57,jacobi,The wizard opened the portal.,N,Q,T,,,Could the wizard fail to open the portal tomorrow?,Is it false that the wizard will open the portal tomorrow?,Could the wizard have failed to open the portal earlier?,Could it be that the wizard will fail to open the portal tomorrow?,Will it be false that the wizard open the portal tomorrow?,Could it be false that the wizard will open the portal tomorrow?
57,jacobi,The wizard opened the portal.,N,M,T,,,The wizard will allegedly fail to open the portal tomorrow.,The wizard was allegedly going to fail to open the portal.,"Earlier, the wizard allegedly failed to have opened the portal.","Allegedly, the wizard will fail to open the portal tomorrow.","Earlier, it was alleged that the wizard failed to have opened the portal.",It is alleged that the wizard will fail to open the portal tomorrow.
57,jacobi,The wizard opened the portal.,Q,M,T,,,Could the wizard allegedly open the portal tomorrow?,Could it be alleged that the wizard will open the portal tomorrow?,"Allegedly, will the wizard open the portal tomorrow?","Allegedly, could the wizard open the portal tomorrow?",Could the wizard have allegedly planned to open the portal?,Will it be alleged that the wizard open the portal tomorrow?
58,antisymmetry,The alien accepted the explanation.,N,Q,,Could the alien fail to accept the explanation?,Is it false that the alien accepted the explanation?,,,,,,
58,antisymmetry,The alien accepted the explanation.,N,M,,The alien allegedly failed to accept the explanation.,"Allegedly, the alien failed to accept the explanation.",,,,,,
58,antisymmetry,The alien accepted the explanation.,N,T,,The alien will fail to accept the explanation tomorrow.,The alien failed to have accepted the explanation earlier.,,,,,,
58,antisymmetry,The alien accepted the explanation.,Q,M,,Could the alien allegedly accept the explanation?,Is it alleged that the alien accepted the explanation?,,,,,,
58,antisymmetry,The alien accepted the explanation.,Q,T,,Could the alien accept the explanation tomorrow?,Will the alien accept the explanation tomorrow?,,,,,,
58,antisymmetry,The alien accepted the explanation.,M,T,,The alien will allegedly accept the explanation tomorrow.,The alien was allegedly going to accept the explanation.,,,,,,
58,jacobi,The alien accepted the explanation.,N,Q,M,,,Could the alien allegedly fail to accept the explanation?,Is it false that the alien allegedly accepted the explanation?,Is it alleged that the alien failed to accept the explanation?,Could it be alleged that the alien failed to accept the explanation?,"Allegedly, is it false that the alien accepted the explanation?",Could it be false that the alien allegedly accepted the explanation?
58,jacobi,The alien accepted the explanation.,N,Q,T,,,Could the alien fail to accept the explanation tomorrow?,Is it false that the alien will accept the explanation tomorrow?,Could the alien have failed to accept the explanation earlier?,Could it be that the alien will fail to accept the explanation tomorrow?,Will it be false that the alien accept the explanation tomorrow?,Could it be false that the alien will accept the explanation tomorrow?
58,jacobi,The alien accepted the explanation.,N,M,T,,,The alien will allegedly fail to accept the explanation tomorrow.,The alien was allegedly going to fail to accept the explanation.,"Earlier, the alien allegedly failed to have accepted the explanation.","Allegedly, the alien will fail to accept the explanation tomorrow.","Earlier, it was alleged that the alien failed to have accepted the explanation.",It is alleged that the alien will fail to accept the explanation tomorrow.
58,jacobi,The alien accepted the explanation.,Q,M,T,,,Could the alien allegedly accept the explanation tomorrow?,Could it be alleged that the alien will accept the explanation tomorrow?,"Allegedly, will the alien accept the explanation tomorrow?","Allegedly, could the alien accept the explanation tomorrow?",Could the alien have allegedly planned to accept the explanation?,Will it be alleged that the alien accept the explanation tomorrow?
59,antisymmetry,The engineer approved the treatment.,N,Q,,Could the engineer fail to approve the treatment?,Is it false that the engineer approved the treatment?,,,,,,
59,antisymmetry,The engineer approved the treatment.,N,M,,The engineer allegedly failed to approve the treatment.,"Allegedly, the engineer failed to approve the treatment.",,,,,,
59,antisymmetry,The engineer approved the treatment.,N,T,,The engineer will fail to approve the treatment tomorrow.,The engineer failed to have approved the treatment earlier.,,,,,,
59,antisymmetry,The engineer approved the treatment.,Q,M,,Could the engineer allegedly approve the treatment?,Is it alleged that the engineer approved the treatment?,,,,,,
59,antisymmetry,The engineer approved the treatment.,Q,T,,Could the engineer approve the treatment tomorrow?,Will the engineer approve the treatment tomorrow?,,,,,,
59,antisymmetry,The engineer approved the treatment.,M,T,,The engineer will allegedly approve the treatment tomorrow.,The engineer was allegedly going to approve the treatment.,,,,,,
59,jacobi,The engineer approved the treatment.,N,Q,M,,,Could the engineer allegedly fail to approve the treatment?,Is it false that the engineer allegedly approved the treatment?,Is it alleged that the engineer failed to approve the treatment?,Could it be alleged that the engineer failed to approve the treatment?,"Allegedly, is it false that the engineer approved the treatment?",Could it be false that the engineer allegedly approved the treatment?
59,jacobi,The engineer approved the treatment.,N,Q,T,,,Could the engineer fail to approve the treatment tomorrow?,Is it false that the engineer will approve the treatment tomorrow?,Could the engineer have failed to approve the treatment earlier?,Could it be that the engineer will fail to approve the treatment tomorrow?,Will it be false that the engineer approve the treatment tomorrow?,Could it be false that the engineer will approve the treatment tomorrow?
59,jacobi,The engineer approved the treatment.,N,M,T,,,The engineer will allegedly fail to approve the treatment tomorrow.,The engineer was allegedly going to fail to approve the treatment.,"Earlier, the engineer allegedly failed to have approved the treatment.","Allegedly, the engineer will fail to approve the treatment tomorrow.","Earlier, it was alleged that the engineer failed to have approved the treatment.",It is alleged that the engineer will fail to approve the treatment tomorrow.
59,jacobi,The engineer approved the treatment.,Q,M,T,,,Could the engineer allegedly approve the treatment tomorrow?,Could it be alleged that the engineer will approve the treatment tomorrow?,"Allegedly, will the engineer approve the treatment tomorrow?","Allegedly, could the engineer approve the treatment tomorrow?",Could the engineer have allegedly planned to approve the treatment?,Will it be alleged that the engineer approve the treatment tomorrow?
60,antisymmetry,The dragon approved the treatment.,N,Q,,Could the dragon fail to approve the treatment?,Is it false that the dragon approved the treatment?,,,,,,
60,antisymmetry,The dragon approved the treatment.,N,M,,The dragon allegedly failed to approve the treatment.,"Allegedly, the dragon failed to approve the treatment.",,,,,,
60,antisymmetry,The dragon approved the treatment.,N,T,,The dragon will fail to approve the treatment tomorrow.,The dragon failed to have approved the treatment earlier.,,,,,,
60,antisymmetry,The dragon approved the treatment.,Q,M,,Could the dragon allegedly approve the treatment?,Is it alleged that the dragon approved the treatment?,,,,,,
60,antisymmetry,The dragon approved the treatment.,Q,T,,Could the dragon approve the treatment tomorrow?,Will the dragon approve the treatment tomorrow?,,,,,,
60,antisymmetry,The dragon approved the treatment.,M,T,,The dragon will allegedly approve the treatment tomorrow.,The dragon was allegedly going to approve the treatment.,,,,,,
60,jacobi,The dragon approved the treatment.,N,Q,M,,,Could the dragon allegedly fail to approve the treatment?,Is it false that the dragon allegedly approved the treatment?,Is it alleged that the dragon failed to approve the treatment?,Could it be alleged that the dragon failed to approve the treatment?,"Allegedly, is it false that the dragon approved the treatment?",Could it be false that the dragon allegedly approved the treatment?
60,jacobi,The dragon approved the treatment.,N,Q,T,,,Could the dragon fail to approve the treatment tomorrow?,Is it false that the dragon will approve the treatment tomorrow?,Could the dragon have failed to approve the treatment earlier?,Could it be that the dragon will fail to approve the treatment tomorrow?,Will it be false that the dragon approve the treatment tomorrow?,Could it be false that the dragon will approve the treatment tomorrow?
60,jacobi,The dragon approved the treatment.,N,M,T,,,The dragon will allegedly fail to approve the treatment tomorrow.,The dragon was allegedly going to fail to approve the treatment.,"Earlier, the dragon allegedly failed to have approved the treatment.","Allegedly, the dragon will fail to approve the treatment tomorrow.","Earlier, it was alleged that the dragon failed to have approved the treatment.",It is alleged that the dragon will fail to approve the treatment tomorrow.
60,jacobi,The dragon approved the treatment.,Q,M,T,,,Could the dragon allegedly approve the treatment tomorrow?,Could it be alleged that the dragon will approve the treatment tomorrow?,"Allegedly, will the dragon approve the treatment tomorrow?","Allegedly, could the dragon approve the treatment tomorrow?",Could the dragon have allegedly planned to approve the treatment?,Will it be alleged that the dragon approve the treatment tomorrow?
61,antisymmetry,The alien signed the treaty.,N,Q,,Could the alien fail to sign the treaty?,Is it false that the alien signed the treaty?,,,,,,
61,antisymmetry,The alien signed the treaty.,N,M,,The alien allegedly failed to sign the treaty.,"Allegedly, the alien failed to sign the treaty.",,,,,,
61,antisymmetry,The alien signed the treaty.,N,T,,The alien will fail to sign the treaty tomorrow.,The alien failed to have signed the treaty earlier.,,,,,,
61,antisymmetry,The alien signed the treaty.,Q,M,,Could the alien allegedly sign the treaty?,Is it alleged that the alien signed the treaty?,,,,,,
61,antisymmetry,The alien signed the treaty.,Q,T,,Could the alien sign the treaty tomorrow?,Will the alien sign the treaty tomorrow?,,,,,,
61,antisymmetry,The alien signed the treaty.,M,T,,The alien will allegedly sign the treaty tomorrow.,The alien was allegedly going to sign the treaty.,,,,,,
61,jacobi,The alien signed the treaty.,N,Q,M,,,Could the alien allegedly fail to sign the treaty?,Is it false that the alien allegedly signed the treaty?,Is it alleged that the alien failed to sign the treaty?,Could it be alleged that the alien failed to sign the treaty?,"Allegedly, is it false that the alien signed the treaty?",Could it be false that the alien allegedly signed the treaty?
61,jacobi,The alien signed the treaty.,N,Q,T,,,Could the alien fail to sign the treaty tomorrow?,Is it false that the alien will sign the treaty tomorrow?,Could the alien have failed to sign the treaty earlier?,Could it be that the alien will fail to sign the treaty tomorrow?,Will it be false that the alien sign the treaty tomorrow?,Could it be false that the alien will sign the treaty tomorrow?
61,jacobi,The alien signed the treaty.,N,M,T,,,The alien will allegedly fail to sign the treaty tomorrow.,The alien was allegedly going to fail to sign the treaty.,"Earlier, the alien allegedly failed to have signed the treaty.","Allegedly, the alien will fail to sign the treaty tomorrow.","Earlier, it was alleged that the alien failed to have signed the treaty.",It is alleged that the alien will fail to sign the treaty tomorrow.
61,jacobi,The alien signed the treaty.,Q,M,T,,,Could the alien allegedly sign the treaty tomorrow?,Could it be alleged that the alien will sign the treaty tomorrow?,"Allegedly, will the alien sign the treaty tomorrow?","Allegedly, could the alien sign the treaty tomorrow?",Could the alien have allegedly planned to sign the treaty?,Will it be alleged that the alien sign the treaty tomorrow?
62,antisymmetry,The teacher opened the portal.,N,Q,,Could the teacher fail to open the portal?,Is it false that the teacher opened the portal?,,,,,,
62,antisymmetry,The teacher opened the portal.,N,M,,The teacher allegedly failed to open the portal.,"Allegedly, the teacher failed to open the portal.",,,,,,
62,antisymmetry,The teacher opened the portal.,N,T,,The teacher will fail to open the portal tomorrow.,The teacher failed to have opened the portal earlier.,,,,,,
62,antisymmetry,The teacher opened the portal.,Q,M,,Could the teacher allegedly open the portal?,Is it alleged that the teacher opened the portal?,,,,,,
62,antisymmetry,The teacher opened the portal.,Q,T,,Could the teacher open the portal tomorrow?,Will the teacher open the portal tomorrow?,,,,,,
62,antisymmetry,The teacher opened the portal.,M,T,,The teacher will allegedly open the portal tomorrow.,The teacher was allegedly going to open the portal.,,,,,,
62,jacobi,The teacher opened the portal.,N,Q,M,,,Could the teacher allegedly fail to open the portal?,Is it false that the teacher allegedly opened the portal?,Is it alleged that the teacher failed to open the portal?,Could it be alleged that the teacher failed to open the portal?,"Allegedly, is it false that the teacher opened the portal?",Could it be false that the teacher allegedly opened the portal?
62,jacobi,The teacher opened the portal.,N,Q,T,,,Could the teacher fail to open the portal tomorrow?,Is it false that the teacher will open the portal tomorrow?,Could the teacher have failed to open the portal earlier?,Could it be that the teacher will fail to open the portal tomorrow?,Will it be false that the teacher open the portal tomorrow?,Could it be false that the teacher will open the portal tomorrow?
62,jacobi,The teacher opened the portal.,N,M,T,,,The teacher will allegedly fail to open the portal tomorrow.,The teacher was allegedly going to fail to open the portal.,"Earlier, the teacher allegedly failed to have opened the portal.","Allegedly, the teacher will fail to open the portal tomorrow.","Earlier, it was alleged that the teacher failed to have opened the portal.",It is alleged that the teacher will fail to open the portal tomorrow.
62,jacobi,The teacher opened the portal.,Q,M,T,,,Could the teacher allegedly open the portal tomorrow?,Could it be alleged that the teacher will open the portal tomorrow?,"Allegedly, will the teacher open the portal tomorrow?","Allegedly, could the teacher open the portal tomorrow?",Could the teacher have allegedly planned to open the portal?,Will it be alleged that the teacher open the portal tomorrow?
63,antisymmetry,The alien fixed the bug.,N,Q,,Could the alien fail to fix the bug?,Is it false that the alien fixed the bug?,,,,,,
63,antisymmetry,The alien fixed the bug.,N,M,,The alien allegedly failed to fix the bug.,"Allegedly, the alien failed to fix the bug.",,,,,,
63,antisymmetry,The alien fixed the bug.,N,T,,The alien will fail to fix the bug tomorrow.,The alien failed to have fixed the bug earlier.,,,,,,
