model,layer,source_set,prompt_style,source,target,target_class,control,gain,vector_class,prompt,generated,content_preservation,question_and_preserved,question_marker,negation_marker,modality_marker,tense_shift_marker,passive_marker,target_marker_hit,any_other_marker_hit,question_mark_hit,generated_chars
distilgpt2,2,out_of_template_freeform,repeat_sentence,The pianist played the melody.,,question,wrong_class,0.75,tense_shift,"Repeat this sentence:
The pianist played the melody.
Repeated:","The pianist played the melody.
Repeated:
The pianist played the melody.
Repeated:
The pianist",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0
distilgpt2,2,out_of_template_freeform,repeat_sentence,The pianist played the melody.,,question,negative_target,0.75,question,"Repeat this sentence:
The pianist played the melody.
Repeated:","The pianist played the melody.
The pianist played the melody.
The pianist played the melody.
The pianist",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0
distilgpt2,2,out_of_template_freeform,copy_sentence,The pianist played the melody.,,question,none,0.0,,"Copy this sentence:
The pianist played the melody.
Copy:","The pianist played the melody.
Copy:
The pianist played the melody.
Copy:
The pianist played the",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0
distilgpt2,2,out_of_template_freeform,copy_sentence,The pianist played the melody.,,question,target,0.75,question,"Copy this sentence:
The pianist played the melody.
Copy:","The piano is a simple, simple, or simple, or simple, or simple, or simple, or simple, or simple, or",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,99.0
distilgpt2,2,out_of_template_freeform,copy_sentence,The pianist played the melody.,,question,random_norm,0.75,random_norm,"Copy this sentence:
The pianist played the melody.
Copy:","The pianoist played the melody.
Copy:
The pianoist played the melody.
Copy:
The pianoist played the",0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0
distilgpt2,2,out_of_template_freeform,copy_sentence,The pianist played the melody.,,question,wrong_class,0.75,tense_shift,"Copy this sentence:
The pianist played the melody.
Copy:","The pianist played the melody.
Copy:
The pianist played the melody.
Copy:
The pianist played the",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0
distilgpt2,2,out_of_template_freeform,copy_sentence,The pianist played the melody.,,question,negative_target,0.75,question,"Copy this sentence:
The pianist played the melody.
Copy:","The pianist played the melody.
Copy:
The pianist played the melody.
Copy:
The pianist played the",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0
distilgpt2,2,out_of_template_freeform,same_sentence,The pianist played the melody.,,question,none,0.0,,"Same sentence:
The pianist played the melody.
Same:","The pianist played the melody.
Same:
The pianist played the melody.
Same:
The pianist played the",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0
distilgpt2,2,out_of_template_freeform,same_sentence,The pianist played the melody.,,question,target,0.75,question,"Same sentence:
The pianist played the melody.
Same:","The piano played the melody.
The piano played the melody.
The piano played the melody?
The answer?
The answer",0.6666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,109.0
distilgpt2,2,out_of_template_freeform,same_sentence,The pianist played the melody.,,question,random_norm,0.75,random_norm,"Same sentence:
The pianist played the melody.
Same:","The piano played the melody.
The piano played the melody.
The piano played the melody.
The piano played the melody.",0.6666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,115.0
distilgpt2,2,out_of_template_freeform,same_sentence,The pianist played the melody.,,question,wrong_class,0.75,negation,"Same sentence:
The pianist played the melody.
Same:","The pianist played the melody.
Same:
The pianist played the melody.
Same:
The pianist played the",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0
distilgpt2,2,out_of_template_freeform,same_sentence,The pianist played the melody.,,question,negative_target,0.75,question,"Same sentence:
The pianist played the melody.
Same:","The pianist played the melody.
The pianist played the melody.
The pianist played the melody.
The pianist",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0
distilgpt2,2,out_of_template_freeform,quoted_echo,The pianist played the melody.,,question,none,0.0,,"""The pianist played the melody.""","""I'm not sure if I'm going to be able to play the piano again,"" he said. ""I'm not",0.3333333333333333,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,81.0
distilgpt2,2,out_of_template_freeform,quoted_echo,The pianist played the melody.,,question,target,0.75,question,"""The pianist played the melody.""","""I don't know.
""I don't know?
""I don't know?
""I don",0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,51.0
distilgpt2,2,out_of_template_freeform,quoted_echo,The pianist played the melody.,,question,random_norm,0.75,random_norm,"""The pianist played the melody.""",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
distilgpt2,2,out_of_template_freeform,quoted_echo,The pianist played the melody.,,question,wrong_class,0.75,negation,"""The pianist played the melody.""","""I'm not sure if I'm going to be able to play the piano, but I'm sure I'm going",0.3333333333333333,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,79.0
distilgpt2,2,out_of_template_freeform,quoted_echo,The pianist played the melody.,,question,negative_target,0.75,question,"""The pianist played the melody.""",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
distilgpt2,2,out_of_template_freeform,repeat_sentence,The guard locked the gate.,,question,none,0.0,,"Repeat this sentence:
The guard locked the gate.
Repeated:","The guard locked the gate.
Repeated:
The guard locked the gate.
Repeated:
The guard locked the gate",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0
distilgpt2,2,out_of_template_freeform,repeat_sentence,The guard locked the gate.,,question,target,0.75,question,"Repeat this sentence:
The guard locked the gate.
Repeated:","The guard locked the gate.
The guard locked the gate.
The guard locked the gate?
The answer:
The answer",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,103.0
distilgpt2,2,out_of_template_freeform,repeat_sentence,The guard locked the gate.,,question,random_norm,0.75,random_norm,"Repeat this sentence:
The guard locked the gate.
Repeated:","The guard locked the gate.
The guard locked the gate.
The guard locked the gate.
The guard locked the gate.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0
distilgpt2,2,out_of_template_freeform,repeat_sentence,The guard locked the gate.,,question,wrong_class,0.75,negation,"Repeat this sentence:
The guard locked the gate.
Repeated:","The guard locked the gate.
Repeated:
The guard locked the gate.
Repeated:
The guard locked the gate",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0
distilgpt2,2,out_of_template_freeform,repeat_sentence,The guard locked the gate.,,question,negative_target,0.75,question,"Repeat this sentence:
The guard locked the gate.
Repeated:","The guard locked the gate.
The guard locked the gate.
The guard locked the gate.
The guard locked the gate.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0
distilgpt2,2,out_of_template_freeform,copy_sentence,The guard locked the gate.,,question,none,0.0,,"Copy this sentence:
The guard locked the gate.
Copy:","The guard locked the gate.
Copy:
The guard locked the gate.
Copy:
The guard locked the gate.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0
distilgpt2,2,out_of_template_freeform,copy_sentence,The guard locked the gate.,,question,target,0.75,question,"Copy this sentence:
The guard locked the gate.
Copy:","The guard locked the gate.
Copy:
The guard locked the gate.
Copy:
The guard locked the gate?",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,92.0
distilgpt2,2,out_of_template_freeform,copy_sentence,The guard locked the gate.,,question,random_norm,0.75,random_norm,"Copy this sentence:
The guard locked the gate.
Copy:","The guard locked the gate.
Copy:
The guard locked the gate.
Copy:
The guard locked the gate.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0
distilgpt2,2,out_of_template_freeform,copy_sentence,The guard locked the gate.,,question,wrong_class,0.75,tense_shift,"Copy this sentence:
The guard locked the gate.
Copy:","The guard locked the gate.
Copy:
The guard locked the gate.
Copy:
The guard locked the gate.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0
distilgpt2,2,out_of_template_freeform,copy_sentence,The guard locked the gate.,,question,negative_target,0.75,question,"Copy this sentence:
The guard locked the gate.
Copy:","The guard locked the gate.
Copy:
The guard locked the gate.
Copy:
The guard locked the gate.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0
distilgpt2,2,out_of_template_freeform,same_sentence,The guard locked the gate.,,question,none,0.0,,"Same sentence:
The guard locked the gate.
Same:","The guard locked the gate.
Same:
The guard locked the gate.
Same:
The guard locked the gate.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0
distilgpt2,2,out_of_template_freeform,same_sentence,The guard locked the gate.,,question,target,0.75,question,"Same sentence:
The guard locked the gate.
Same:","The guard locked the gate.
Same:
The guard locked the gate?
The answer:
The answer:
The answer",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,94.0
distilgpt2,2,out_of_template_freeform,same_sentence,The guard locked the gate.,,question,random_norm,0.75,random_norm,"Same sentence:
The guard locked the gate.
Same:","The guard locked the gate.
Same:
The guard locked the gate.
Same:
The guard locked the gate.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0
distilgpt2,2,out_of_template_freeform,same_sentence,The guard locked the gate.,,question,wrong_class,0.75,tense_shift,"Same sentence:
The guard locked the gate.
Same:","The guard locked the gate.
Same:
The guard locked the gate.
Same:
The guard locked the gate.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0
distilgpt2,2,out_of_template_freeform,same_sentence,The guard locked the gate.,,question,negative_target,0.75,question,"Same sentence:
The guard locked the gate.
Same:","The guard locked the gate.
The guard locked the gate.
The guard locked the gate.
The guard locked the gate.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0
distilgpt2,2,out_of_template_freeform,quoted_echo,The guard locked the gate.,,question,none,0.0,,"""The guard locked the gate.""","""I'm not going to let you down,"" he said. ""I'm going to let you down.""
""I",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,73.0
distilgpt2,2,out_of_template_freeform,quoted_echo,The guard locked the gate.,,question,target,0.75,question,"""The guard locked the gate.""","""I don't know,"" he said.
""I don't know?""
""No, I don't know",0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,58.0
distilgpt2,2,out_of_template_freeform,quoted_echo,The guard locked the gate.,,question,random_norm,0.75,random_norm,"""The guard locked the gate.""","""I'm not going to let you down,"" he said.
""I'm not going to let you down,"" he",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,77.0
distilgpt2,2,out_of_template_freeform,quoted_echo,The guard locked the gate.,,question,wrong_class,0.75,modality,"""The guard locked the gate.""","""I'm not sure what happened, but I'm sure it's a good thing that the guards were able to get",0.3333333333333333,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,92.0
distilgpt2,2,out_of_template_freeform,quoted_echo,The guard locked the gate.,,question,negative_target,0.75,question,"""The guard locked the gate.""",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
distilgpt2,2,out_of_template_freeform,repeat_sentence,A scientist weighed the powder.,,question,none,0.0,,"Repeat this sentence:
A scientist weighed the powder.
Repeated:","The scientist weighed the powder.
Repeated:
The scientist weighed the powder.
Repeated:
The scientist weighed the powder",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0
distilgpt2,2,out_of_template_freeform,repeat_sentence,A scientist weighed the powder.,,question,target,0.75,question,"Repeat this sentence:
A scientist weighed the powder.
Repeated:","A scientist weighed the powder.
Repeated:
A scientist weighed the powder?
I don't know.
I don't",1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,95.0
distilgpt2,2,out_of_template_freeform,repeat_sentence,A scientist weighed the powder.,,question,random_norm,0.75,random_norm,"Repeat this sentence:
A scientist weighed the powder.
Repeated:","A scientist weighed the powder.
Repeated:
A scientist weighed the powder.
Repeated:
A scientist weighed the powder",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0
distilgpt2,2,out_of_template_freeform,repeat_sentence,A scientist weighed the powder.,,question,wrong_class,0.75,modality,"Repeat this sentence:
A scientist weighed the powder.
Repeated:","A scientist weighed the powder.
Repeated:
A scientist weighed the powder.
Repeated:
A scientist weighed the powder",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0
distilgpt2,2,out_of_template_freeform,repeat_sentence,A scientist weighed the powder.,,question,negative_target,0.75,question,"Repeat this sentence:
A scientist weighed the powder.
Repeated:","The scientist said, ""The powder is not a powder, but it is a powder. The powder is not a powder. The powder",0.6666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,107.0
distilgpt2,2,out_of_template_freeform,copy_sentence,A scientist weighed the powder.,,question,none,0.0,,"Copy this sentence:
A scientist weighed the powder.
Copy:","The powder was a powder that was used to make a small amount of powder.
Copy:
The powder was a powder that was",0.3333333333333333,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,110.0
distilgpt2,2,out_of_template_freeform,copy_sentence,A scientist weighed the powder.,,question,target,0.75,question,"Copy this sentence:
A scientist weighed the powder.
Copy:","I’ve never heard of a scientist who has a scientific interest in the subject of the question.
I’ve never",0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,104.0
distilgpt2,2,out_of_template_freeform,copy_sentence,A scientist weighed the powder.,,question,random_norm,0.75,random_norm,"Copy this sentence:
A scientist weighed the powder.
Copy:","The scientists are trying to get a little bit more out of the way.
The scientists are trying to get a little bit more out",0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0
distilgpt2,2,out_of_template_freeform,copy_sentence,A scientist weighed the powder.,,question,wrong_class,0.75,negation,"Copy this sentence:
A scientist weighed the powder.
Copy:","The powder was a powder that was found in a laboratory in the town of Kolkata.
The scientist, who was not named",0.6666666666666666,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,111.0
distilgpt2,2,out_of_template_freeform,copy_sentence,A scientist weighed the powder.,,question,negative_target,0.75,question,"Copy this sentence:
A scientist weighed the powder.
Copy:","The powder was then put into the lab.
The powder was then transferred to the lab.
The powder was then transferred to the",0.3333333333333333,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,120.0
distilgpt2,2,out_of_template_freeform,same_sentence,A scientist weighed the powder.,,question,none,0.0,,"Same sentence:
A scientist weighed the powder.
Same:","A scientist weighed the powder.
Same:
A scientist weighed the powder.
Same:
A scientist weighed the powder.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0
distilgpt2,2,out_of_template_freeform,same_sentence,A scientist weighed the powder.,,question,target,0.75,question,"Same sentence:
A scientist weighed the powder.
Same:","A scientist weighed the powder.
Same:
A scientist weighed the powder?
A scientist weighed the powder?
A scientist weighed",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,121.0
distilgpt2,2,out_of_template_freeform,same_sentence,A scientist weighed the powder.,,question,random_norm,0.75,random_norm,"Same sentence:
A scientist weighed the powder.
Same:","A scientist weighed the powder.
Same:
A scientist weighed the powder.
Same:
A scientist weighed the powder.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0
distilgpt2,2,out_of_template_freeform,same_sentence,A scientist weighed the powder.,,question,wrong_class,0.75,modality,"Same sentence:
A scientist weighed the powder.
Same:","A scientist weighed the powder.
Same:
A scientist weighed the powder.
Same:
A scientist weighed the powder.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0
distilgpt2,2,out_of_template_freeform,same_sentence,A scientist weighed the powder.,,question,negative_target,0.75,question,"Same sentence:
A scientist weighed the powder.
Same:",The powder was used to make a new version of the lab's lab's lab's lab's lab's lab's lab's lab's,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,96.0
distilgpt2,2,out_of_template_freeform,quoted_echo,A scientist weighed the powder.,,question,none,0.0,,"""A scientist weighed the powder.""","""I think it's a good idea to have a lab that's not going to be able to do that,"" he",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,83.0
distilgpt2,2,out_of_template_freeform,quoted_echo,A scientist weighed the powder.,,question,target,0.75,question,"""A scientist weighed the powder.""",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
distilgpt2,2,out_of_template_freeform,quoted_echo,A scientist weighed the powder.,,question,random_norm,0.75,random_norm,"""A scientist weighed the powder.""",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
distilgpt2,2,out_of_template_freeform,quoted_echo,A scientist weighed the powder.,,question,wrong_class,0.75,tense_shift,"""A scientist weighed the powder.""","""I think it's a good idea to have a lab that's not going to be able to do that,"" he",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,83.0
distilgpt2,2,out_of_template_freeform,quoted_echo,A scientist weighed the powder.,,question,negative_target,0.75,question,"""A scientist weighed the powder.""",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
distilgpt2,2,out_of_template_freeform,repeat_sentence,The tailor adjusted the jacket.,,question,none,0.0,,"Repeat this sentence:
The tailor adjusted the jacket.
Repeated:","The tailor adjusted the jacket.
Repeated:
The tailor adjusted the jacket.
Repeated:
The tailor adjusted the jacket",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0
distilgpt2,2,out_of_template_freeform,repeat_sentence,The tailor adjusted the jacket.,,question,target,0.75,question,"Repeat this sentence:
The tailor adjusted the jacket.
Repeated:","The tailor adjusted the jacket.
The tailor adjusted the jacket.
The tailor adjusted the jacket?
The answer:
The answer",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,118.0
distilgpt2,2,out_of_template_freeform,repeat_sentence,The tailor adjusted the jacket.,,question,random_norm,0.75,random_norm,"Repeat this sentence:
The tailor adjusted the jacket.
Repeated:","The tailor adjusted the jacket.
The tailor adjusted the jacket.
The tailor adjusted the jacket.
The tailor adjusted the jacket.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0
distilgpt2,2,out_of_template_freeform,repeat_sentence,The tailor adjusted the jacket.,,question,wrong_class,0.75,negation,"Repeat this sentence:
The tailor adjusted the jacket.
Repeated:","The tailor adjusted the jacket.
Repeated:
The tailor adjusted the jacket.
Repeated:
The tailor adjusted the jacket",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0
distilgpt2,2,out_of_template_freeform,repeat_sentence,The tailor adjusted the jacket.,,question,negative_target,0.75,question,"Repeat this sentence:
The tailor adjusted the jacket.
Repeated:","The tailor adjusted the jacket.
The tailor adjusted the jacket.
The tailor adjusted the jacket.
The tailor adjusted the jacket.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0
distilgpt2,2,out_of_template_freeform,copy_sentence,The tailor adjusted the jacket.,,question,none,0.0,,"Copy this sentence:
The tailor adjusted the jacket.
Copy:","The tailor adjusted the jacket.
Copy:
The tailor adjusted the jacket.
Copy:
The tailor adjusted the jacket.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0
distilgpt2,2,out_of_template_freeform,copy_sentence,The tailor adjusted the jacket.,,question,target,0.75,question,"Copy this sentence:
The tailor adjusted the jacket.
Copy:","The tailor adjusted the jacket.
Copy:
The tailor adjusted the jacket.
Copy:
The tailor adjusted the jacket?",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,107.0
distilgpt2,2,out_of_template_freeform,copy_sentence,The tailor adjusted the jacket.,,question,random_norm,0.75,random_norm,"Copy this sentence:
The tailor adjusted the jacket.
Copy:","The tailor adjusted the jacket.
Copy:
The tailor adjusted the jacket.
Copy:
The tailor adjusted the jacket.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0
distilgpt2,2,out_of_template_freeform,copy_sentence,The tailor adjusted the jacket.,,question,wrong_class,0.75,modality,"Copy this sentence:
The tailor adjusted the jacket.
Copy:","The tailor adjusted the jacket.
Copy:
The tailor adjusted the jacket.
Copy:
The tailor adjusted the jacket.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0
distilgpt2,2,out_of_template_freeform,copy_sentence,The tailor adjusted the jacket.,,question,negative_target,0.75,question,"Copy this sentence:
The tailor adjusted the jacket.
Copy:","The tailor adjusted the jacket.
Copy:
The tailor adjusted the jacket.
Copy:
The tailor adjusted the jacket.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0
distilgpt2,2,out_of_template_freeform,same_sentence,The tailor adjusted the jacket.,,question,none,0.0,,"Same sentence:
The tailor adjusted the jacket.
Same:","The tailor adjusted the jacket.
Same:
The tailor adjusted the jacket.
Same:
The tailor adjusted the jacket.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0
distilgpt2,2,out_of_template_freeform,same_sentence,The tailor adjusted the jacket.,,question,target,0.75,question,"Same sentence:
The tailor adjusted the jacket.
Same:","The tailor adjusted the jacket.
Same:
The tailor adjusted the jacket.
Same:
The tailor adjusted the jacket?",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,107.0
distilgpt2,2,out_of_template_freeform,same_sentence,The tailor adjusted the jacket.,,question,random_norm,0.75,random_norm,"Same sentence:
The tailor adjusted the jacket.
Same:","The tailor adjusted the jacket.
Same:
The tailor adjusted the jacket.
Same:
The tailor adjusted the jacket.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0
distilgpt2,2,out_of_template_freeform,same_sentence,The tailor adjusted the jacket.,,question,wrong_class,0.75,modality,"Same sentence:
The tailor adjusted the jacket.
Same:","The tailor adjusted the jacket.
Same:
The tailor adjusted the jacket.
Same:
The tailor adjusted the jacket.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0
distilgpt2,2,out_of_template_freeform,same_sentence,The tailor adjusted the jacket.,,question,negative_target,0.75,question,"Same sentence:
The tailor adjusted the jacket.
Same:","The tailor adjusted the jacket.
The tailor adjusted the jacket.
The tailor adjusted the jacket.
The tailor adjusted the jacket.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0
distilgpt2,2,out_of_template_freeform,quoted_echo,The tailor adjusted the jacket.,,question,none,0.0,,"""The tailor adjusted the jacket.""","""I'm not sure if I'm going to be able to do that,"" he said. ""I'm not sure if",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,76.0
distilgpt2,2,out_of_template_freeform,quoted_echo,The tailor adjusted the jacket.,,question,target,0.75,question,"""The tailor adjusted the jacket.""","""I don't know. I don't know? I don't know? I don't know? I don't",0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,64.0
distilgpt2,2,out_of_template_freeform,quoted_echo,The tailor adjusted the jacket.,,question,random_norm,0.75,random_norm,"""The tailor adjusted the jacket.""","""I was a little bit of a fan of the jacket, I was a fan of the jacket, I was a fan",0.3333333333333333,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,82.0
distilgpt2,2,out_of_template_freeform,quoted_echo,The tailor adjusted the jacket.,,question,wrong_class,0.75,modality,"""The tailor adjusted the jacket.""","""I'm not sure if I'm going to be able to get a job, but I'm sure I'll be",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,72.0
distilgpt2,2,out_of_template_freeform,quoted_echo,The tailor adjusted the jacket.,,question,negative_target,0.75,question,"""The tailor adjusted the jacket.""",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
distilgpt2,2,out_of_template_freeform,repeat_sentence,The waiter cleared the table.,,question,none,0.0,,"Repeat this sentence:
The waiter cleared the table.
Repeated:","The waiter cleared the table.
Repeated:
The waiter cleared the table.
Repeated:
The waiter cleared the table",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0
distilgpt2,2,out_of_template_freeform,repeat_sentence,The waiter cleared the table.,,question,target,0.75,question,"Repeat this sentence:
The waiter cleared the table.
Repeated:","The waiter cleared the table.
The waiter cleared the table.
The waiter cleared the table?
The waiter cleared the table?",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,119.0
distilgpt2,2,out_of_template_freeform,repeat_sentence,The waiter cleared the table.,,question,random_norm,0.75,random_norm,"Repeat this sentence:
The waiter cleared the table.
Repeated:","The waiter said:
The waiter said:
The waiter said:
The waiter said:
The waiter said:
The waiter",0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0
distilgpt2,2,out_of_template_freeform,repeat_sentence,The waiter cleared the table.,,question,wrong_class,0.75,negation,"Repeat this sentence:
The waiter cleared the table.
Repeated:","The waiter was not allowed to leave the table.
The waiter was not allowed to leave the table.
The waiter was not allowed",0.6666666666666666,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,120.0
distilgpt2,2,out_of_template_freeform,repeat_sentence,The waiter cleared the table.,,question,negative_target,0.75,question,"Repeat this sentence:
The waiter cleared the table.
Repeated:","The waiter was seated in the kitchen.
The waiter was seated in the kitchen.
The waiter was seated in the kitchen.",0.3333333333333333,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,113.0
distilgpt2,2,out_of_template_freeform,copy_sentence,The waiter cleared the table.,,question,none,0.0,,"Copy this sentence:
The waiter cleared the table.
Copy:","The waiter cleared the table.
Copy:
The waiter cleared the table.
Copy:
The waiter cleared the table.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0
distilgpt2,2,out_of_template_freeform,copy_sentence,The waiter cleared the table.,,question,target,0.75,question,"Copy this sentence:
The waiter cleared the table.
Copy:","The waiter cleared the table.
Copy:
The waiter cleared the table.
Copy:
The waiter cleared the table?",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,101.0
distilgpt2,2,out_of_template_freeform,copy_sentence,The waiter cleared the table.,,question,random_norm,0.75,random_norm,"Copy this sentence:
The waiter cleared the table.
Copy:","The waiter's table is in the table.
The table is in the table.
The table is in the table.
The",0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0
distilgpt2,2,out_of_template_freeform,copy_sentence,The waiter cleared the table.,,question,wrong_class,0.75,negation,"Copy this sentence:
The waiter cleared the table.
Copy:","The waiter cleared the table.
Copy:
The waiter cleared the table.
Copy:
The waiter cleared the table.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0
distilgpt2,2,out_of_template_freeform,copy_sentence,The waiter cleared the table.,,question,negative_target,0.75,question,"Copy this sentence:
The waiter cleared the table.
Copy:","The waiter was ready to leave.
The waiter was ready to leave.
The waiter was ready to leave.
The waiter was",0.3333333333333333,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,107.0
distilgpt2,2,out_of_template_freeform,same_sentence,The waiter cleared the table.,,question,none,0.0,,"Same sentence:
The waiter cleared the table.
Same:","The waiter cleared the table.
Same:
The waiter cleared the table.
Same:
The waiter cleared the table.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0
