split,base_id,syntax_family,class,source,target,source_idx,target_idx
test,test_15,temporal_clause,negation,"After the farmer examined the garden, the situation changed.","After the farmer was unable to examine the garden, the situation changed.",161,1266
test,test_15,temporal_clause,question,"After the farmer examined the garden, the situation changed.",Was it true that the situation changed after the farmer examined the garden?,161,1267
test,test_15,temporal_clause,future,"After the farmer examined the garden, the situation changed.","After the farmer is likely to examine the garden, the situation will change.",161,1268
test,test_15,temporal_clause,uncertainty,"After the farmer examined the garden, the situation changed.","There is a chance that after the farmer examined the garden, the situation changed.",161,1269
test,test_15,temporal_clause,passive,"After the farmer examined the garden, the situation changed.","After the garden got examined by the farmer, the situation changed.",161,1270
test,test_15,temporal_clause,formalization,"After the farmer examined the garden, the situation changed.","It can be formally said that after the farmer examined the garden, the situation changed.",161,1271
test,test_15,reported_statement,negation,The report said that the farmer examined the garden.,The report said that the farmer failed to examine the garden.,162,1272
test,test_15,reported_statement,question,The report said that the farmer examined the garden.,Was it true that the report said the farmer examined the garden?,162,1273
test,test_15,reported_statement,future,The report said that the farmer examined the garden.,The report said that the farmer is likely to examine the garden.,162,1274
test,test_15,reported_statement,uncertainty,The report said that the farmer examined the garden.,The report said that the farmer probably examined the garden.,162,1275
test,test_15,reported_statement,passive,The report said that the farmer examined the garden.,The report said that the garden was successfully examined by the farmer.,162,1276
test,test_15,reported_statement,formalization,The report said that the farmer examined the garden.,One can state that the report said the farmer examined the garden.,162,1277
test,test_15,conditional,negation,"If the farmer examined the garden, the result mattered.","If the farmer failed to examine the garden, the result mattered.",163,1278
test,test_15,conditional,question,"If the farmer examined the garden, the result mattered.",Is there evidence that the result mattered if the farmer examined the garden?,163,1279
test,test_15,conditional,future,"If the farmer examined the garden, the result mattered.","If the farmer plans to examine the garden, the result will matter.",163,1280
test,test_15,conditional,uncertainty,"If the farmer examined the garden, the result mattered.","If it is possible that the farmer examined the garden, the result mattered.",163,1281
test,test_15,conditional,passive,"If the farmer examined the garden, the result mattered.","If the garden was eventually examined by the farmer, the result mattered.",163,1282
test,test_15,conditional,formalization,"If the farmer examined the garden, the result mattered.","One can state that if the farmer examined the garden, the result mattered.",163,1283
test,test_16,relative_clause,negation,The person who observed the garden was the researcher.,The person who could not observe the garden was the researcher.,164,1284
test,test_16,relative_clause,question,The person who observed the garden was the researcher.,Was it true that the person who observed the garden was the researcher?,164,1285
test,test_16,relative_clause,future,The person who observed the garden was the researcher.,The person who is likely to observe the garden is the researcher.,164,1286
test,test_16,relative_clause,uncertainty,The person who observed the garden was the researcher.,There is a chance that the person who observed the garden was the researcher.,164,1287
test,test_16,relative_clause,passive,The person who observed the garden was the researcher.,The person by whom the garden was eventually observed was the researcher.,164,1288
test,test_16,relative_clause,formalization,The person who observed the garden was the researcher.,One can state that the person who observed the garden was the researcher.,164,1289
test,test_16,temporal_clause,negation,"After the researcher observed the garden, the situation changed.","After the researcher was unable to observe the garden, the situation changed.",165,1290
test,test_16,temporal_clause,question,"After the researcher observed the garden, the situation changed.",Was it true that the situation changed after the researcher observed the garden?,165,1291
test,test_16,temporal_clause,future,"After the researcher observed the garden, the situation changed.","After the researcher is expected to observe the garden, the situation will change.",165,1292
test,test_16,temporal_clause,uncertainty,"After the researcher observed the garden, the situation changed.","After the researcher probably observed the garden, the situation changed.",165,1293
test,test_16,temporal_clause,passive,"After the researcher observed the garden, the situation changed.","After the garden was eventually observed by the researcher, the situation changed.",165,1294
test,test_16,temporal_clause,formalization,"After the researcher observed the garden, the situation changed.","One can state that after the researcher observed the garden, the situation changed.",165,1295
test,test_16,reported_statement,negation,The report said that the researcher observed the garden.,The report said that the researcher failed to observe the garden.,166,1296
test,test_16,reported_statement,question,The report said that the researcher observed the garden.,Is there evidence that the report said the researcher observed the garden?,166,1297
test,test_16,reported_statement,future,The report said that the researcher observed the garden.,The report said that the researcher is expected to observe the garden.,166,1298
test,test_16,reported_statement,uncertainty,The report said that the researcher observed the garden.,The report said it is possible that the researcher observed the garden.,166,1299
test,test_16,reported_statement,passive,The report said that the researcher observed the garden.,The report said that the garden was eventually observed by the researcher.,166,1300
test,test_16,reported_statement,formalization,The report said that the researcher observed the garden.,One can state that the report said the researcher observed the garden.,166,1301
test,test_16,conditional,negation,"If the researcher observed the garden, the result mattered.","If the researcher was unable to observe the garden, the result mattered.",167,1302
test,test_16,conditional,question,"If the researcher observed the garden, the result mattered.",Can we confirm that the result mattered if the researcher observed the garden?,167,1303
test,test_16,conditional,future,"If the researcher observed the garden, the result mattered.","If the researcher plans to observe the garden, the result will matter.",167,1304
test,test_16,conditional,uncertainty,"If the researcher observed the garden, the result mattered.","If the researcher probably observed the garden, the result mattered.",167,1305
test,test_16,conditional,passive,"If the researcher observed the garden, the result mattered.","If the garden was eventually observed by the researcher, the result mattered.",167,1306
test,test_16,conditional,formalization,"If the researcher observed the garden, the result mattered.","It can be formally said that if the researcher observed the garden, the result mattered.",167,1307
test,test_17,relative_clause,negation,The person who prepared the data was the researcher.,The person who failed to prepare the data was the researcher.,168,1308
test,test_17,relative_clause,question,The person who prepared the data was the researcher.,Can we confirm that the person who prepared the data was the researcher?,168,1309
test,test_17,relative_clause,future,The person who prepared the data was the researcher.,The person who plans to prepare the data is the researcher.,168,1310
test,test_17,relative_clause,uncertainty,The person who prepared the data was the researcher.,There is a chance that the person who prepared the data was the researcher.,168,1311
test,test_17,relative_clause,passive,The person who prepared the data was the researcher.,The person by whom the data was eventually prepared was the researcher.,168,1312
test,test_17,relative_clause,formalization,The person who prepared the data was the researcher.,It can be formally said that the person who prepared the data was the researcher.,168,1313
test,test_17,temporal_clause,negation,"After the researcher prepared the data, the situation changed.","After the researcher failed to prepare the data, the situation changed.",169,1314
test,test_17,temporal_clause,question,"After the researcher prepared the data, the situation changed.",Can we confirm that the situation changed after the researcher prepared the data?,169,1315
test,test_17,temporal_clause,future,"After the researcher prepared the data, the situation changed.","After the researcher is expected to prepare the data, the situation will change.",169,1316
test,test_17,temporal_clause,uncertainty,"After the researcher prepared the data, the situation changed.","It is possible that after the researcher prepared the data, the situation changed.",169,1317
test,test_17,temporal_clause,passive,"After the researcher prepared the data, the situation changed.","After the data got prepared by the researcher, the situation changed.",169,1318
test,test_17,temporal_clause,formalization,"After the researcher prepared the data, the situation changed.","One can state that after the researcher prepared the data, the situation changed.",169,1319
test,test_17,reported_statement,negation,The report said that the researcher prepared the data.,The report said that the researcher could not prepare the data.,170,1320
test,test_17,reported_statement,question,The report said that the researcher prepared the data.,Can we confirm that the report said the researcher prepared the data?,170,1321
test,test_17,reported_statement,future,The report said that the researcher prepared the data.,The report said that the researcher is expected to prepare the data.,170,1322
test,test_17,reported_statement,uncertainty,The report said that the researcher prepared the data.,The report said that the researcher probably prepared the data.,170,1323
test,test_17,reported_statement,passive,The report said that the researcher prepared the data.,The report said that the data was successfully prepared by the researcher.,170,1324
test,test_17,reported_statement,formalization,The report said that the researcher prepared the data.,The statement that the report said the researcher prepared the data is true.,170,1325
test,test_17,conditional,negation,"If the researcher prepared the data, the result mattered.","If the researcher failed to prepare the data, the result mattered.",171,1326
test,test_17,conditional,question,"If the researcher prepared the data, the result mattered.",Is there evidence that the result mattered if the researcher prepared the data?,171,1327
test,test_17,conditional,future,"If the researcher prepared the data, the result mattered.","If the researcher is expected to prepare the data, the result will matter.",171,1328
test,test_17,conditional,uncertainty,"If the researcher prepared the data, the result mattered.","If there is a chance that the researcher prepared the data, the result mattered.",171,1329
test,test_17,conditional,passive,"If the researcher prepared the data, the result mattered.","If the data was eventually prepared by the researcher, the result mattered.",171,1330
test,test_17,conditional,formalization,"If the researcher prepared the data, the result mattered.","The statement that if the researcher prepared the data, the result mattered is true.",171,1331
test,test_18,relative_clause,negation,The person who solved the family was the farmer.,The person who could not solve the family was the farmer.,172,1332
test,test_18,relative_clause,question,The person who solved the family was the farmer.,Can we confirm that the person who solved the family was the farmer?,172,1333
test,test_18,relative_clause,future,The person who solved the family was the farmer.,The person who plans to solve the family is the farmer.,172,1334
test,test_18,relative_clause,uncertainty,The person who solved the family was the farmer.,The person who probably solved the family was the farmer.,172,1335
test,test_18,relative_clause,passive,The person who solved the family was the farmer.,The person by whom the family was successfully solved was the farmer.,172,1336
test,test_18,relative_clause,formalization,The person who solved the family was the farmer.,It can be formally said that the person who solved the family was the farmer.,172,1337
test,test_18,temporal_clause,negation,"After the farmer solved the family, the situation changed.","After the farmer failed to solve the family, the situation changed.",173,1338
test,test_18,temporal_clause,question,"After the farmer solved the family, the situation changed.",Can we confirm that the situation changed after the farmer solved the family?,173,1339
test,test_18,temporal_clause,future,"After the farmer solved the family, the situation changed.","After the farmer is expected to solve the family, the situation will change.",173,1340
test,test_18,temporal_clause,uncertainty,"After the farmer solved the family, the situation changed.","It is possible that after the farmer solved the family, the situation changed.",173,1341
test,test_18,temporal_clause,passive,"After the farmer solved the family, the situation changed.","After the family was successfully solved by the farmer, the situation changed.",173,1342
test,test_18,temporal_clause,formalization,"After the farmer solved the family, the situation changed.","One can state that after the farmer solved the family, the situation changed.",173,1343
test,test_18,reported_statement,negation,The report said that the farmer solved the family.,The report said that the farmer could not solve the family.,174,1344
test,test_18,reported_statement,question,The report said that the farmer solved the family.,Can we confirm that the report said the farmer solved the family?,174,1345
test,test_18,reported_statement,future,The report said that the farmer solved the family.,The report said that the farmer is expected to solve the family.,174,1346
test,test_18,reported_statement,uncertainty,The report said that the farmer solved the family.,The report said it is possible that the farmer solved the family.,174,1347
test,test_18,reported_statement,passive,The report said that the farmer solved the family.,The report said that the family got solved by the farmer.,174,1348
test,test_18,reported_statement,formalization,The report said that the farmer solved the family.,One can state that the report said the farmer solved the family.,174,1349
test,test_18,conditional,negation,"If the farmer solved the family, the result mattered.","If the farmer could not solve the family, the result mattered.",175,1350
test,test_18,conditional,question,"If the farmer solved the family, the result mattered.",Is there evidence that the result mattered if the farmer solved the family?,175,1351
test,test_18,conditional,future,"If the farmer solved the family, the result mattered.","If the farmer is likely to solve the family, the result will matter.",175,1352
test,test_18,conditional,uncertainty,"If the farmer solved the family, the result mattered.","If there is a chance that the farmer solved the family, the result mattered.",175,1353
test,test_18,conditional,passive,"If the farmer solved the family, the result mattered.","If the family got solved by the farmer, the result mattered.",175,1354
test,test_18,conditional,formalization,"If the farmer solved the family, the result mattered.","The statement that if the farmer solved the family, the result mattered is true.",175,1355
test,test_19,relative_clause,negation,The person who found the interface was the lawyer.,The person who could not find the interface was the lawyer.,176,1356
test,test_19,relative_clause,question,The person who found the interface was the lawyer.,Was it true that the person who found the interface was the lawyer?,176,1357
test,test_19,relative_clause,future,The person who found the interface was the lawyer.,The person who plans to find the interface is the lawyer.,176,1358
test,test_19,relative_clause,uncertainty,The person who found the interface was the lawyer.,It is possible that the person who found the interface was the lawyer.,176,1359
test,test_19,relative_clause,passive,The person who found the interface was the lawyer.,The person by whom the interface got found was the lawyer.,176,1360
test,test_19,relative_clause,formalization,The person who found the interface was the lawyer.,The statement that the person who found the interface was the lawyer is true.,176,1361
test,test_19,temporal_clause,negation,"After the lawyer found the interface, the situation changed.","After the lawyer could not find the interface, the situation changed.",177,1362
test,test_19,temporal_clause,question,"After the lawyer found the interface, the situation changed.",Is there evidence that the situation changed after the lawyer found the interface?,177,1363
test,test_19,temporal_clause,future,"After the lawyer found the interface, the situation changed.","After the lawyer is expected to find the interface, the situation will change.",177,1364
test,test_19,temporal_clause,uncertainty,"After the lawyer found the interface, the situation changed.","It is possible that after the lawyer found the interface, the situation changed.",177,1365
test,test_19,temporal_clause,passive,"After the lawyer found the interface, the situation changed.","After the interface was successfully found by the lawyer, the situation changed.",177,1366
test,test_19,temporal_clause,formalization,"After the lawyer found the interface, the situation changed.","It can be formally said that after the lawyer found the interface, the situation changed.",177,1367
test,test_19,reported_statement,negation,The report said that the lawyer found the interface.,The report said that the lawyer was unable to find the interface.,178,1368
test,test_19,reported_statement,question,The report said that the lawyer found the interface.,Was it true that the report said the lawyer found the interface?,178,1369
test,test_19,reported_statement,future,The report said that the lawyer found the interface.,The report said that the lawyer plans to find the interface.,178,1370
test,test_19,reported_statement,uncertainty,The report said that the lawyer found the interface.,The report said that the lawyer probably found the interface.,178,1371
test,test_19,reported_statement,passive,The report said that the lawyer found the interface.,The report said that the interface was eventually found by the lawyer.,178,1372
test,test_19,reported_statement,formalization,The report said that the lawyer found the interface.,It can be formally said that the report said the lawyer found the interface.,178,1373
test,test_19,conditional,negation,"If the lawyer found the interface, the result mattered.","If the lawyer was unable to find the interface, the result mattered.",179,1374
test,test_19,conditional,question,"If the lawyer found the interface, the result mattered.",Was it true that the result mattered if the lawyer found the interface?,179,1375
test,test_19,conditional,future,"If the lawyer found the interface, the result mattered.","If the lawyer is expected to find the interface, the result will matter.",179,1376
test,test_19,conditional,uncertainty,"If the lawyer found the interface, the result mattered.","If it is possible that the lawyer found the interface, the result mattered.",179,1377
test,test_19,conditional,passive,"If the lawyer found the interface, the result mattered.","If the interface was successfully found by the lawyer, the result mattered.",179,1378
test,test_19,conditional,formalization,"If the lawyer found the interface, the result mattered.","The statement that if the lawyer found the interface, the result mattered is true.",179,1379
test,test_20,relative_clause,negation,The person who approved the signal was the musician.,The person who could not approve the signal was the musician.,180,1380
test,test_20,relative_clause,question,The person who approved the signal was the musician.,Can we confirm that the person who approved the signal was the musician?,180,1381
test,test_20,relative_clause,future,The person who approved the signal was the musician.,The person who is expected to approve the signal is the musician.,180,1382
test,test_20,relative_clause,uncertainty,The person who approved the signal was the musician.,There is a chance that the person who approved the signal was the musician.,180,1383
test,test_20,relative_clause,passive,The person who approved the signal was the musician.,The person by whom the signal was eventually approved was the musician.,180,1384
test,test_20,relative_clause,formalization,The person who approved the signal was the musician.,The statement that the person who approved the signal was the musician is true.,180,1385
test,test_20,temporal_clause,negation,"After the musician approved the signal, the situation changed.","After the musician failed to approve the signal, the situation changed.",181,1386
test,test_20,temporal_clause,question,"After the musician approved the signal, the situation changed.",Was it true that the situation changed after the musician approved the signal?,181,1387
test,test_20,temporal_clause,future,"After the musician approved the signal, the situation changed.","After the musician is likely to approve the signal, the situation will change.",181,1388
test,test_20,temporal_clause,uncertainty,"After the musician approved the signal, the situation changed.","There is a chance that after the musician approved the signal, the situation changed.",181,1389
test,test_20,temporal_clause,passive,"After the musician approved the signal, the situation changed.","After the signal was successfully approved by the musician, the situation changed.",181,1390
test,test_20,temporal_clause,formalization,"After the musician approved the signal, the situation changed.","The statement that after the musician approved the signal, the situation changed is true.",181,1391
test,test_20,reported_statement,negation,The report said that the musician approved the signal.,The report said that the musician failed to approve the signal.,182,1392
test,test_20,reported_statement,question,The report said that the musician approved the signal.,Can we confirm that the report said the musician approved the signal?,182,1393
test,test_20,reported_statement,future,The report said that the musician approved the signal.,The report said that the musician is expected to approve the signal.,182,1394
test,test_20,reported_statement,uncertainty,The report said that the musician approved the signal.,The report said that the musician probably approved the signal.,182,1395
test,test_20,reported_statement,passive,The report said that the musician approved the signal.,The report said that the signal got approved by the musician.,182,1396
test,test_20,reported_statement,formalization,The report said that the musician approved the signal.,One can state that the report said the musician approved the signal.,182,1397
test,test_20,conditional,negation,"If the musician approved the signal, the result mattered.","If the musician failed to approve the signal, the result mattered.",183,1398
test,test_20,conditional,question,"If the musician approved the signal, the result mattered.",Is there evidence that the result mattered if the musician approved the signal?,183,1399
test,test_20,conditional,future,"If the musician approved the signal, the result mattered.","If the musician is likely to approve the signal, the result will matter.",183,1400
test,test_20,conditional,uncertainty,"If the musician approved the signal, the result mattered.","If the musician probably approved the signal, the result mattered.",183,1401
test,test_20,conditional,passive,"If the musician approved the signal, the result mattered.","If the signal got approved by the musician, the result mattered.",183,1402
test,test_20,conditional,formalization,"If the musician approved the signal, the result mattered.","It can be formally said that if the musician approved the signal, the result mattered.",183,1403
test,test_21,relative_clause,negation,The person who reported the document was the designer.,The person who was unable to report the document was the designer.,184,1404
test,test_21,relative_clause,question,The person who reported the document was the designer.,Is there evidence that the person who reported the document was the designer?,184,1405
test,test_21,relative_clause,future,The person who reported the document was the designer.,The person who plans to report the document is the designer.,184,1406
test,test_21,relative_clause,uncertainty,The person who reported the document was the designer.,There is a chance that the person who reported the document was the designer.,184,1407
test,test_21,relative_clause,passive,The person who reported the document was the designer.,The person by whom the document was successfully reported was the designer.,184,1408
test,test_21,relative_clause,formalization,The person who reported the document was the designer.,It can be formally said that the person who reported the document was the designer.,184,1409
test,test_21,temporal_clause,negation,"After the designer reported the document, the situation changed.","After the designer failed to report the document, the situation changed.",185,1410
test,test_21,temporal_clause,question,"After the designer reported the document, the situation changed.",Can we confirm that the situation changed after the designer reported the document?,185,1411
test,test_21,temporal_clause,future,"After the designer reported the document, the situation changed.","After the designer is likely to report the document, the situation will change.",185,1412
test,test_21,temporal_clause,uncertainty,"After the designer reported the document, the situation changed.","It is possible that after the designer reported the document, the situation changed.",185,1413
test,test_21,temporal_clause,passive,"After the designer reported the document, the situation changed.","After the document was successfully reported by the designer, the situation changed.",185,1414
test,test_21,temporal_clause,formalization,"After the designer reported the document, the situation changed.","One can state that after the designer reported the document, the situation changed.",185,1415
test,test_21,reported_statement,negation,The report said that the designer reported the document.,The report said that the designer failed to report the document.,186,1416
test,test_21,reported_statement,question,The report said that the designer reported the document.,Can we confirm that the report said the designer reported the document?,186,1417
test,test_21,reported_statement,future,The report said that the designer reported the document.,The report said that the designer is expected to report the document.,186,1418
test,test_21,reported_statement,uncertainty,The report said that the designer reported the document.,The report said there is a chance that the designer reported the document.,186,1419
test,test_21,reported_statement,passive,The report said that the designer reported the document.,The report said that the document was successfully reported by the designer.,186,1420
test,test_21,reported_statement,formalization,The report said that the designer reported the document.,It can be formally said that the report said the designer reported the document.,186,1421
test,test_21,conditional,negation,"If the designer reported the document, the result mattered.","If the designer failed to report the document, the result mattered.",187,1422
test,test_21,conditional,question,"If the designer reported the document, the result mattered.",Is there evidence that the result mattered if the designer reported the document?,187,1423
test,test_21,conditional,future,"If the designer reported the document, the result mattered.","If the designer is likely to report the document, the result will matter.",187,1424
test,test_21,conditional,uncertainty,"If the designer reported the document, the result mattered.","If there is a chance that the designer reported the document, the result mattered.",187,1425
test,test_21,conditional,passive,"If the designer reported the document, the result mattered.","If the document was eventually reported by the designer, the result mattered.",187,1426
test,test_21,conditional,formalization,"If the designer reported the document, the result mattered.","It can be formally said that if the designer reported the document, the result mattered.",187,1427
test,test_22,relative_clause,negation,The person who solved the garden was the farmer.,The person who was unable to solve the garden was the farmer.,188,1428
test,test_22,relative_clause,question,The person who solved the garden was the farmer.,Can we confirm that the person who solved the garden was the farmer?,188,1429
test,test_22,relative_clause,future,The person who solved the garden was the farmer.,The person who plans to solve the garden is the farmer.,188,1430
test,test_22,relative_clause,uncertainty,The person who solved the garden was the farmer.,There is a chance that the person who solved the garden was the farmer.,188,1431
test,test_22,relative_clause,passive,The person who solved the garden was the farmer.,The person by whom the garden was successfully solved was the farmer.,188,1432
test,test_22,relative_clause,formalization,The person who solved the garden was the farmer.,It can be formally said that the person who solved the garden was the farmer.,188,1433
test,test_22,temporal_clause,negation,"After the farmer solved the garden, the situation changed.","After the farmer could not solve the garden, the situation changed.",189,1434
test,test_22,temporal_clause,question,"After the farmer solved the garden, the situation changed.",Can we confirm that the situation changed after the farmer solved the garden?,189,1435
test,test_22,temporal_clause,future,"After the farmer solved the garden, the situation changed.","After the farmer plans to solve the garden, the situation will change.",189,1436
test,test_22,temporal_clause,uncertainty,"After the farmer solved the garden, the situation changed.","There is a chance that after the farmer solved the garden, the situation changed.",189,1437
test,test_22,temporal_clause,passive,"After the farmer solved the garden, the situation changed.","After the garden was eventually solved by the farmer, the situation changed.",189,1438
test,test_22,temporal_clause,formalization,"After the farmer solved the garden, the situation changed.","It can be formally said that after the farmer solved the garden, the situation changed.",189,1439
test,test_22,reported_statement,negation,The report said that the farmer solved the garden.,The report said that the farmer failed to solve the garden.,190,1440
test,test_22,reported_statement,question,The report said that the farmer solved the garden.,Is there evidence that the report said the farmer solved the garden?,190,1441
test,test_22,reported_statement,future,The report said that the farmer solved the garden.,The report said that the farmer is likely to solve the garden.,190,1442
test,test_22,reported_statement,uncertainty,The report said that the farmer solved the garden.,The report said that the farmer probably solved the garden.,190,1443
test,test_22,reported_statement,passive,The report said that the farmer solved the garden.,The report said that the garden was successfully solved by the farmer.,190,1444
test,test_22,reported_statement,formalization,The report said that the farmer solved the garden.,The statement that the report said the farmer solved the garden is true.,190,1445
test,test_22,conditional,negation,"If the farmer solved the garden, the result mattered.","If the farmer was unable to solve the garden, the result mattered.",191,1446
test,test_22,conditional,question,"If the farmer solved the garden, the result mattered.",Is there evidence that the result mattered if the farmer solved the garden?,191,1447
test,test_22,conditional,future,"If the farmer solved the garden, the result mattered.","If the farmer is expected to solve the garden, the result will matter.",191,1448
test,test_22,conditional,uncertainty,"If the farmer solved the garden, the result mattered.","If there is a chance that the farmer solved the garden, the result mattered.",191,1449
test,test_22,conditional,passive,"If the farmer solved the garden, the result mattered.","If the garden was successfully solved by the farmer, the result mattered.",191,1450
test,test_22,conditional,formalization,"If the farmer solved the garden, the result mattered.","The statement that if the farmer solved the garden, the result mattered is true.",191,1451
test,test_23,relative_clause,negation,The person who reported the experiment was the journalist.,The person who failed to report the experiment was the journalist.,192,1452
test,test_23,relative_clause,question,The person who reported the experiment was the journalist.,Can we confirm that the person who reported the experiment was the journalist?,192,1453
test,test_23,relative_clause,future,The person who reported the experiment was the journalist.,The person who is expected to report the experiment is the journalist.,192,1454
test,test_23,relative_clause,uncertainty,The person who reported the experiment was the journalist.,There is a chance that the person who reported the experiment was the journalist.,192,1455
test,test_23,relative_clause,passive,The person who reported the experiment was the journalist.,The person by whom the experiment was eventually reported was the journalist.,192,1456
test,test_23,relative_clause,formalization,The person who reported the experiment was the journalist.,One can state that the person who reported the experiment was the journalist.,192,1457
test,test_23,temporal_clause,negation,"After the journalist reported the experiment, the situation changed.","After the journalist could not report the experiment, the situation changed.",193,1458
test,test_23,temporal_clause,question,"After the journalist reported the experiment, the situation changed.",Can we confirm that the situation changed after the journalist reported the experiment?,193,1459
test,test_23,temporal_clause,future,"After the journalist reported the experiment, the situation changed.","After the journalist is likely to report the experiment, the situation will change.",193,1460
test,test_23,temporal_clause,uncertainty,"After the journalist reported the experiment, the situation changed.","There is a chance that after the journalist reported the experiment, the situation changed.",193,1461
test,test_23,temporal_clause,passive,"After the journalist reported the experiment, the situation changed.","After the experiment was eventually reported by the journalist, the situation changed.",193,1462
test,test_23,temporal_clause,formalization,"After the journalist reported the experiment, the situation changed.","It can be formally said that after the journalist reported the experiment, the situation changed.",193,1463
test,test_23,reported_statement,negation,The report said that the journalist reported the experiment.,The report said that the journalist failed to report the experiment.,194,1464
test,test_23,reported_statement,question,The report said that the journalist reported the experiment.,Is there evidence that the report said the journalist reported the experiment?,194,1465
test,test_23,reported_statement,future,The report said that the journalist reported the experiment.,The report said that the journalist plans to report the experiment.,194,1466
test,test_23,reported_statement,uncertainty,The report said that the journalist reported the experiment.,The report said it is possible that the journalist reported the experiment.,194,1467
test,test_23,reported_statement,passive,The report said that the journalist reported the experiment.,The report said that the experiment was successfully reported by the journalist.,194,1468
test,test_23,reported_statement,formalization,The report said that the journalist reported the experiment.,One can state that the report said the journalist reported the experiment.,194,1469
test,test_23,conditional,negation,"If the journalist reported the experiment, the result mattered.","If the journalist was unable to report the experiment, the result mattered.",195,1470
test,test_23,conditional,question,"If the journalist reported the experiment, the result mattered.",Can we confirm that the result mattered if the journalist reported the experiment?,195,1471
test,test_23,conditional,future,"If the journalist reported the experiment, the result mattered.","If the journalist plans to report the experiment, the result will matter.",195,1472
test,test_23,conditional,uncertainty,"If the journalist reported the experiment, the result mattered.","If there is a chance that the journalist reported the experiment, the result mattered.",195,1473
test,test_23,conditional,passive,"If the journalist reported the experiment, the result mattered.","If the experiment got reported by the journalist, the result mattered.",195,1474
test,test_23,conditional,formalization,"If the journalist reported the experiment, the result mattered.","The statement that if the journalist reported the experiment, the result mattered is true.",195,1475
test,test_24,relative_clause,negation,The person who observed the client was the pilot.,The person who failed to observe the client was the pilot.,196,1476
test,test_24,relative_clause,question,The person who observed the client was the pilot.,Was it true that the person who observed the client was the pilot?,196,1477
test,test_24,relative_clause,future,The person who observed the client was the pilot.,The person who is likely to observe the client is the pilot.,196,1478
test,test_24,relative_clause,uncertainty,The person who observed the client was the pilot.,The person who probably observed the client was the pilot.,196,1479
test,test_24,relative_clause,passive,The person who observed the client was the pilot.,The person by whom the client got observed was the pilot.,196,1480
test,test_24,relative_clause,formalization,The person who observed the client was the pilot.,The statement that the person who observed the client was the pilot is true.,196,1481
test,test_24,temporal_clause,negation,"After the pilot observed the client, the situation changed.","After the pilot was unable to observe the client, the situation changed.",197,1482
test,test_24,temporal_clause,question,"After the pilot observed the client, the situation changed.",Was it true that the situation changed after the pilot observed the client?,197,1483
test,test_24,temporal_clause,future,"After the pilot observed the client, the situation changed.","After the pilot is expected to observe the client, the situation will change.",197,1484
test,test_24,temporal_clause,uncertainty,"After the pilot observed the client, the situation changed.","There is a chance that after the pilot observed the client, the situation changed.",197,1485
test,test_24,temporal_clause,passive,"After the pilot observed the client, the situation changed.","After the client was eventually observed by the pilot, the situation changed.",197,1486
test,test_24,temporal_clause,formalization,"After the pilot observed the client, the situation changed.","It can be formally said that after the pilot observed the client, the situation changed.",197,1487
test,test_24,reported_statement,negation,The report said that the pilot observed the client.,The report said that the pilot failed to observe the client.,198,1488
test,test_24,reported_statement,question,The report said that the pilot observed the client.,Is there evidence that the report said the pilot observed the client?,198,1489
test,test_24,reported_statement,future,The report said that the pilot observed the client.,The report said that the pilot is expected to observe the client.,198,1490
test,test_24,reported_statement,uncertainty,The report said that the pilot observed the client.,The report said that the pilot probably observed the client.,198,1491
test,test_24,reported_statement,passive,The report said that the pilot observed the client.,The report said that the client got observed by the pilot.,198,1492
test,test_24,reported_statement,formalization,The report said that the pilot observed the client.,It can be formally said that the report said the pilot observed the client.,198,1493
test,test_24,conditional,negation,"If the pilot observed the client, the result mattered.","If the pilot was unable to observe the client, the result mattered.",199,1494
test,test_24,conditional,question,"If the pilot observed the client, the result mattered.",Was it true that the result mattered if the pilot observed the client?,199,1495
test,test_24,conditional,future,"If the pilot observed the client, the result mattered.","If the pilot is likely to observe the client, the result will matter.",199,1496
test,test_24,conditional,uncertainty,"If the pilot observed the client, the result mattered.","If it is possible that the pilot observed the client, the result mattered.",199,1497
test,test_24,conditional,passive,"If the pilot observed the client, the result mattered.","If the client got observed by the pilot, the result mattered.",199,1498
test,test_24,conditional,formalization,"If the pilot observed the client, the result mattered.","One can state that if the pilot observed the client, the result mattered.",199,1499
test,test_25,relative_clause,negation,The person who created the data was the journalist.,The person who failed to create the data was the journalist.,200,1500
test,test_25,relative_clause,question,The person who created the data was the journalist.,Can we confirm that the person who created the data was the journalist?,200,1501
test,test_25,relative_clause,future,The person who created the data was the journalist.,The person who is likely to create the data is the journalist.,200,1502
test,test_25,relative_clause,uncertainty,The person who created the data was the journalist.,There is a chance that the person who created the data was the journalist.,200,1503
test,test_25,relative_clause,passive,The person who created the data was the journalist.,The person by whom the data was eventually created was the journalist.,200,1504
test,test_25,relative_clause,formalization,The person who created the data was the journalist.,The statement that the person who created the data was the journalist is true.,200,1505
test,test_25,temporal_clause,negation,"After the journalist created the data, the situation changed.","After the journalist could not create the data, the situation changed.",201,1506
test,test_25,temporal_clause,question,"After the journalist created the data, the situation changed.",Was it true that the situation changed after the journalist created the data?,201,1507
test,test_25,temporal_clause,future,"After the journalist created the data, the situation changed.","After the journalist plans to create the data, the situation will change.",201,1508
test,test_25,temporal_clause,uncertainty,"After the journalist created the data, the situation changed.","After the journalist probably created the data, the situation changed.",201,1509
