template_id,subject,action_base,object,context,op_a,op_b,pair,source,ab_text,ba_text
52,teacher,accept,the explanation,during the meeting,N,M,NM_vs_MN,The teacher accepted the explanation during the meeting.,The teacher did not reportedly accept the explanation during the meeting.,The teacher reportedly refused to accept the explanation during the meeting.
52,teacher,accept,the explanation,during the meeting,N,T,NT_vs_TN,The teacher accepted the explanation during the meeting.,The teacher will fail to accept the explanation during the meeting.,The teacher will not accept the explanation during the meeting.
52,teacher,accept,the explanation,during the meeting,Q,M,QM_vs_MQ,The teacher accepted the explanation during the meeting.,Is it reportedly true that the teacher accepted the explanation during the meeting?,Did the teacher reportedly accept the explanation during the meeting?
52,teacher,accept,the explanation,during the meeting,Q,T,QT_vs_TQ,The teacher accepted the explanation during the meeting.,Will it be true that the teacher will accept the explanation during the meeting?,Will the teacher accept the explanation during the meeting?
52,teacher,accept,the explanation,during the meeting,M,T,MT_vs_TM,The teacher accepted the explanation during the meeting.,The teacher reportedly will accept the explanation during the meeting.,The teacher will reportedly accept the explanation during the meeting.
53,doctor,update,the schedule,with the team,N,Q,NQ_vs_QN,The doctor updated the schedule with the team.,Did the doctor fail to update the schedule with the team?,Is it false that the doctor updated the schedule with the team?
53,doctor,update,the schedule,with the team,N,M,NM_vs_MN,The doctor updated the schedule with the team.,The doctor did not allegedly update the schedule with the team.,The doctor allegedly refused to update the schedule with the team.
53,doctor,update,the schedule,with the team,N,T,NT_vs_TN,The doctor updated the schedule with the team.,The doctor will fail to update the schedule with the team.,The doctor will not update the schedule with the team.
53,doctor,update,the schedule,with the team,Q,M,QM_vs_MQ,The doctor updated the schedule with the team.,Is it allegedly true that the doctor updated the schedule with the team?,Did the doctor allegedly update the schedule with the team?
53,doctor,update,the schedule,with the team,Q,T,QT_vs_TQ,The doctor updated the schedule with the team.,Will it be true that the doctor will update the schedule with the team?,Will the doctor update the schedule with the team?
53,doctor,update,the schedule,with the team,M,T,MT_vs_TM,The doctor updated the schedule with the team.,The doctor allegedly will update the schedule with the team.,The doctor will allegedly update the schedule with the team.
54,analyst,support,the theory,under the policy,N,Q,NQ_vs_QN,The analyst supported the theory under the policy.,Did the analyst fail to support the theory under the policy?,Is it false that the analyst supported the theory under the policy?
54,analyst,support,the theory,under the policy,N,M,NM_vs_MN,The analyst supported the theory under the policy.,The analyst did not reportedly support the theory under the policy.,The analyst reportedly failed to support the theory under the policy.
54,analyst,support,the theory,under the policy,N,T,NT_vs_TN,The analyst supported the theory under the policy.,The analyst will fail to support the theory under the policy.,The analyst will not support the theory under the policy.
54,analyst,support,the theory,under the policy,Q,M,QM_vs_MQ,The analyst supported the theory under the policy.,Is it reportedly true that the analyst supported the theory under the policy?,Did the analyst reportedly support the theory under the policy?
54,analyst,support,the theory,under the policy,Q,T,QT_vs_TQ,The analyst supported the theory under the policy.,Will it be true that the analyst is going to support the theory under the policy?,Will the analyst support the theory under the policy?
54,analyst,support,the theory,under the policy,M,T,MT_vs_TM,The analyst supported the theory under the policy.,The analyst reportedly is going to support the theory under the policy.,The analyst will reportedly support the theory under the policy.
55,engineer,review,the proposal,in the morning,N,Q,NQ_vs_QN,The engineer reviewed the proposal in the morning.,Did the engineer fail to review the proposal in the morning?,Is it false that the engineer reviewed the proposal in the morning?
55,engineer,review,the proposal,in the morning,N,M,NM_vs_MN,The engineer reviewed the proposal in the morning.,The engineer did not reportedly review the proposal in the morning.,The engineer reportedly refused to review the proposal in the morning.
55,engineer,review,the proposal,in the morning,N,T,NT_vs_TN,The engineer reviewed the proposal in the morning.,The engineer will fail to review the proposal in the morning.,The engineer will not review the proposal in the morning.
55,engineer,review,the proposal,in the morning,Q,M,QM_vs_MQ,The engineer reviewed the proposal in the morning.,Is it reportedly true that the engineer reviewed the proposal in the morning?,Did the engineer reportedly review the proposal in the morning?
55,engineer,review,the proposal,in the morning,Q,T,QT_vs_TQ,The engineer reviewed the proposal in the morning.,Will it be true that the engineer is going to review the proposal in the morning?,Will the engineer review the proposal in the morning?
55,engineer,review,the proposal,in the morning,M,T,MT_vs_TM,The engineer reviewed the proposal in the morning.,The engineer reportedly is going to review the proposal in the morning.,The engineer will reportedly review the proposal in the morning.
56,doctor,accept,the explanation,under the policy,N,Q,NQ_vs_QN,The doctor accepted the explanation under the policy.,Did the doctor fail to accept the explanation under the policy?,Is it false that the doctor accepted the explanation under the policy?
56,doctor,accept,the explanation,under the policy,N,M,NM_vs_MN,The doctor accepted the explanation under the policy.,The doctor did not allegedly accept the explanation under the policy.,The doctor allegedly refused to accept the explanation under the policy.
56,doctor,accept,the explanation,under the policy,N,T,NT_vs_TN,The doctor accepted the explanation under the policy.,The doctor will fail to accept the explanation under the policy.,The doctor will not accept the explanation under the policy.
56,doctor,accept,the explanation,under the policy,Q,M,QM_vs_MQ,The doctor accepted the explanation under the policy.,Is it allegedly true that the doctor accepted the explanation under the policy?,Did the doctor allegedly accept the explanation under the policy?
56,doctor,accept,the explanation,under the policy,Q,T,QT_vs_TQ,The doctor accepted the explanation under the policy.,Will it be true that the doctor plans to accept the explanation under the policy?,Will the doctor accept the explanation under the policy?
56,doctor,accept,the explanation,under the policy,M,T,MT_vs_TM,The doctor accepted the explanation under the policy.,The doctor allegedly plans to accept the explanation under the policy.,The doctor will allegedly accept the explanation under the policy.
57,teacher,approve,the treatment,under the policy,N,Q,NQ_vs_QN,The teacher approved the treatment under the policy.,Did the teacher fail to approve the treatment under the policy?,Is it false that the teacher approved the treatment under the policy?
57,teacher,approve,the treatment,under the policy,N,M,NM_vs_MN,The teacher approved the treatment under the policy.,The teacher did not apparently approve the treatment under the policy.,The teacher apparently failed to approve the treatment under the policy.
57,teacher,approve,the treatment,under the policy,N,T,NT_vs_TN,The teacher approved the treatment under the policy.,The teacher will fail to approve the treatment under the policy.,The teacher will not approve the treatment under the policy.
57,teacher,approve,the treatment,under the policy,Q,M,QM_vs_MQ,The teacher approved the treatment under the policy.,Is it apparently true that the teacher approved the treatment under the policy?,Did the teacher apparently approve the treatment under the policy?
57,teacher,approve,the treatment,under the policy,Q,T,QT_vs_TQ,The teacher approved the treatment under the policy.,Will it be true that the teacher plans to approve the treatment under the policy?,Will the teacher approve the treatment under the policy?
57,teacher,approve,the treatment,under the policy,M,T,MT_vs_TM,The teacher approved the treatment under the policy.,The teacher apparently plans to approve the treatment under the policy.,The teacher will apparently approve the treatment under the policy.
58,scientist,verify,the report,for the committee,N,Q,NQ_vs_QN,The scientist verified the report for the committee.,Did the scientist fail to verify the report for the committee?,Is it false that the scientist verified the report for the committee?
58,scientist,verify,the report,for the committee,N,M,NM_vs_MN,The scientist verified the report for the committee.,The scientist did not allegedly verify the report for the committee.,The scientist allegedly failed to verify the report for the committee.
58,scientist,verify,the report,for the committee,N,T,NT_vs_TN,The scientist verified the report for the committee.,The scientist will fail to verify the report for the committee.,The scientist will not verify the report for the committee.
58,scientist,verify,the report,for the committee,Q,M,QM_vs_MQ,The scientist verified the report for the committee.,Is it allegedly true that the scientist verified the report for the committee?,Did the scientist allegedly verify the report for the committee?
58,scientist,verify,the report,for the committee,Q,T,QT_vs_TQ,The scientist verified the report for the committee.,Will it be true that the scientist plans to verify the report for the committee?,Will the scientist verify the report for the committee?
58,scientist,verify,the report,for the committee,M,T,MT_vs_TM,The scientist verified the report for the committee.,The scientist allegedly plans to verify the report for the committee.,The scientist will allegedly verify the report for the committee.
59,scientist,support,the theory,for the committee,N,Q,NQ_vs_QN,The scientist supported the theory for the committee.,Did the scientist fail to support the theory for the committee?,Is it false that the scientist supported the theory for the committee?
59,scientist,support,the theory,for the committee,N,M,NM_vs_MN,The scientist supported the theory for the committee.,The scientist did not apparently support the theory for the committee.,The scientist apparently failed to support the theory for the committee.
59,scientist,support,the theory,for the committee,N,T,NT_vs_TN,The scientist supported the theory for the committee.,The scientist will fail to support the theory for the committee.,The scientist will not support the theory for the committee.
59,scientist,support,the theory,for the committee,Q,M,QM_vs_MQ,The scientist supported the theory for the committee.,Is it apparently true that the scientist supported the theory for the committee?,Did the scientist apparently support the theory for the committee?
59,scientist,support,the theory,for the committee,Q,T,QT_vs_TQ,The scientist supported the theory for the committee.,Will it be true that the scientist is going to support the theory for the committee?,Will the scientist support the theory for the committee?
59,scientist,support,the theory,for the committee,M,T,MT_vs_TM,The scientist supported the theory for the committee.,The scientist apparently is going to support the theory for the committee.,The scientist will apparently support the theory for the committee.
60,auditor,support,the theory,before the deadline,N,Q,NQ_vs_QN,The auditor supported the theory before the deadline.,Did the auditor fail to support the theory before the deadline?,Is it false that the auditor supported the theory before the deadline?
60,auditor,support,the theory,before the deadline,N,M,NM_vs_MN,The auditor supported the theory before the deadline.,The auditor did not apparently support the theory before the deadline.,The auditor apparently refused to support the theory before the deadline.
60,auditor,support,the theory,before the deadline,N,T,NT_vs_TN,The auditor supported the theory before the deadline.,The auditor will fail to support the theory before the deadline.,The auditor will not support the theory before the deadline.
60,auditor,support,the theory,before the deadline,Q,M,QM_vs_MQ,The auditor supported the theory before the deadline.,Is it apparently true that the auditor supported the theory before the deadline?,Did the auditor apparently support the theory before the deadline?
60,auditor,support,the theory,before the deadline,Q,T,QT_vs_TQ,The auditor supported the theory before the deadline.,Will it be true that the auditor plans to support the theory before the deadline?,Will the auditor support the theory before the deadline?
60,auditor,support,the theory,before the deadline,M,T,MT_vs_TM,The auditor supported the theory before the deadline.,The auditor apparently plans to support the theory before the deadline.,The auditor will apparently support the theory before the deadline.
61,programmer,complete,the repair,with the team,N,Q,NQ_vs_QN,The programmer completed the repair with the team.,Did the programmer fail to complete the repair with the team?,Is it false that the programmer completed the repair with the team?
61,programmer,complete,the repair,with the team,N,M,NM_vs_MN,The programmer completed the repair with the team.,The programmer did not allegedly complete the repair with the team.,The programmer allegedly did not complete the repair with the team.
61,programmer,complete,the repair,with the team,N,T,NT_vs_TN,The programmer completed the repair with the team.,The programmer will fail to complete the repair with the team.,The programmer will not complete the repair with the team.
61,programmer,complete,the repair,with the team,Q,M,QM_vs_MQ,The programmer completed the repair with the team.,Is it allegedly true that the programmer completed the repair with the team?,Did the programmer allegedly complete the repair with the team?
61,programmer,complete,the repair,with the team,Q,T,QT_vs_TQ,The programmer completed the repair with the team.,Will it be true that the programmer is going to complete the repair with the team?,Will the programmer complete the repair with the team?
61,programmer,complete,the repair,with the team,M,T,MT_vs_TM,The programmer completed the repair with the team.,The programmer allegedly is going to complete the repair with the team.,The programmer will allegedly complete the repair with the team.
62,manager,complete,the repair,during the meeting,N,Q,NQ_vs_QN,The manager completed the repair during the meeting.,Did the manager fail to complete the repair during the meeting?,Is it false that the manager completed the repair during the meeting?
62,manager,complete,the repair,during the meeting,N,M,NM_vs_MN,The manager completed the repair during the meeting.,The manager did not allegedly complete the repair during the meeting.,The manager allegedly did not complete the repair during the meeting.
62,manager,complete,the repair,during the meeting,N,T,NT_vs_TN,The manager completed the repair during the meeting.,The manager will fail to complete the repair during the meeting.,The manager will not complete the repair during the meeting.
62,manager,complete,the repair,during the meeting,Q,M,QM_vs_MQ,The manager completed the repair during the meeting.,Is it allegedly true that the manager completed the repair during the meeting?,Did the manager allegedly complete the repair during the meeting?
62,manager,complete,the repair,during the meeting,Q,T,QT_vs_TQ,The manager completed the repair during the meeting.,Will it be true that the manager plans to complete the repair during the meeting?,Will the manager complete the repair during the meeting?
62,manager,complete,the repair,during the meeting,M,T,MT_vs_TM,The manager completed the repair during the meeting.,The manager allegedly plans to complete the repair during the meeting.,The manager will allegedly complete the repair during the meeting.
63,designer,fix,the bug,for the committee,N,Q,NQ_vs_QN,The designer fixed the bug for the committee.,Did the designer fail to fix the bug for the committee?,Is it false that the designer fixed the bug for the committee?
63,designer,fix,the bug,for the committee,N,M,NM_vs_MN,The designer fixed the bug for the committee.,The designer did not allegedly fix the bug for the committee.,The designer allegedly failed to fix the bug for the committee.
63,designer,fix,the bug,for the committee,N,T,NT_vs_TN,The designer fixed the bug for the committee.,The designer will fail to fix the bug for the committee.,The designer will not fix the bug for the committee.
63,designer,fix,the bug,for the committee,Q,M,QM_vs_MQ,The designer fixed the bug for the committee.,Is it allegedly true that the designer fixed the bug for the committee?,Did the designer allegedly fix the bug for the committee?
63,designer,fix,the bug,for the committee,Q,T,QT_vs_TQ,The designer fixed the bug for the committee.,Will it be true that the designer plans to fix the bug for the committee?,Will the designer fix the bug for the committee?
63,designer,fix,the bug,for the committee,M,T,MT_vs_TM,The designer fixed the bug for the committee.,The designer allegedly plans to fix the bug for the committee.,The designer will allegedly fix the bug for the committee.
64,auditor,update,the schedule,during the meeting,N,Q,NQ_vs_QN,The auditor updated the schedule during the meeting.,Did the auditor fail to update the schedule during the meeting?,Is it false that the auditor updated the schedule during the meeting?
64,auditor,update,the schedule,during the meeting,N,M,NM_vs_MN,The auditor updated the schedule during the meeting.,The auditor did not reportedly update the schedule during the meeting.,The auditor reportedly failed to update the schedule during the meeting.
64,auditor,update,the schedule,during the meeting,N,T,NT_vs_TN,The auditor updated the schedule during the meeting.,The auditor will fail to update the schedule during the meeting.,The auditor will not update the schedule during the meeting.
64,auditor,update,the schedule,during the meeting,Q,M,QM_vs_MQ,The auditor updated the schedule during the meeting.,Is it reportedly true that the auditor updated the schedule during the meeting?,Did the auditor reportedly update the schedule during the meeting?
64,auditor,update,the schedule,during the meeting,Q,T,QT_vs_TQ,The auditor updated the schedule during the meeting.,Will it be true that the auditor will update the schedule during the meeting?,Will the auditor update the schedule during the meeting?
64,auditor,update,the schedule,during the meeting,M,T,MT_vs_TM,The auditor updated the schedule during the meeting.,The auditor reportedly will update the schedule during the meeting.,The auditor will reportedly update the schedule during the meeting.
65,scientist,complete,the repair,during the meeting,N,Q,NQ_vs_QN,The scientist completed the repair during the meeting.,Did the scientist fail to complete the repair during the meeting?,Is it false that the scientist completed the repair during the meeting?
65,scientist,complete,the repair,during the meeting,N,M,NM_vs_MN,The scientist completed the repair during the meeting.,The scientist did not allegedly complete the repair during the meeting.,The scientist allegedly did not complete the repair during the meeting.
65,scientist,complete,the repair,during the meeting,N,T,NT_vs_TN,The scientist completed the repair during the meeting.,The scientist will fail to complete the repair during the meeting.,The scientist will not complete the repair during the meeting.
65,scientist,complete,the repair,during the meeting,Q,M,QM_vs_MQ,The scientist completed the repair during the meeting.,Is it allegedly true that the scientist completed the repair during the meeting?,Did the scientist allegedly complete the repair during the meeting?
65,scientist,complete,the repair,during the meeting,Q,T,QT_vs_TQ,The scientist completed the repair during the meeting.,Will it be true that the scientist is going to complete the repair during the meeting?,Will the scientist complete the repair during the meeting?
65,scientist,complete,the repair,during the meeting,M,T,MT_vs_TM,The scientist completed the repair during the meeting.,The scientist allegedly is going to complete the repair during the meeting.,The scientist will allegedly complete the repair during the meeting.
66,manager,verify,the report,with the team,N,Q,NQ_vs_QN,The manager verified the report with the team.,Did the manager fail to verify the report with the team?,Is it false that the manager verified the report with the team?
66,manager,verify,the report,with the team,N,M,NM_vs_MN,The manager verified the report with the team.,The manager did not reportedly verify the report with the team.,The manager reportedly failed to verify the report with the team.
66,manager,verify,the report,with the team,N,T,NT_vs_TN,The manager verified the report with the team.,The manager will fail to verify the report with the team.,The manager will not verify the report with the team.
66,manager,verify,the report,with the team,Q,M,QM_vs_MQ,The manager verified the report with the team.,Is it reportedly true that the manager verified the report with the team?,Did the manager reportedly verify the report with the team?
66,manager,verify,the report,with the team,Q,T,QT_vs_TQ,The manager verified the report with the team.,Will it be true that the manager will verify the report with the team?,Will the manager verify the report with the team?
66,manager,verify,the report,with the team,M,T,MT_vs_TM,The manager verified the report with the team.,The manager reportedly will verify the report with the team.,The manager will reportedly verify the report with the team.
67,editor,submit,the request,at the office,N,Q,NQ_vs_QN,The editor submitted the request at the office.,Did the editor fail to submit the request at the office?,Is it false that the editor submitted the request at the office?
67,editor,submit,the request,at the office,N,M,NM_vs_MN,The editor submitted the request at the office.,The editor did not allegedly submit the request at the office.,The editor allegedly did not submit the request at the office.
67,editor,submit,the request,at the office,N,T,NT_vs_TN,The editor submitted the request at the office.,The editor will fail to submit the request at the office.,The editor will not submit the request at the office.
67,editor,submit,the request,at the office,Q,M,QM_vs_MQ,The editor submitted the request at the office.,Is it allegedly true that the editor submitted the request at the office?,Did the editor allegedly submit the request at the office?
67,editor,submit,the request,at the office,Q,T,QT_vs_TQ,The editor submitted the request at the office.,Will it be true that the editor will submit the request at the office?,Will the editor submit the request at the office?
67,editor,submit,the request,at the office,M,T,MT_vs_TM,The editor submitted the request at the office.,The editor allegedly will submit the request at the office.,The editor will allegedly submit the request at the office.
68,engineer,update,the schedule,before the deadline,N,Q,NQ_vs_QN,The engineer updated the schedule before the deadline.,Did the engineer fail to update the schedule before the deadline?,Is it false that the engineer updated the schedule before the deadline?
68,engineer,update,the schedule,before the deadline,N,M,NM_vs_MN,The engineer updated the schedule before the deadline.,The engineer did not apparently update the schedule before the deadline.,The engineer apparently refused to update the schedule before the deadline.
68,engineer,update,the schedule,before the deadline,N,T,NT_vs_TN,The engineer updated the schedule before the deadline.,The engineer will fail to update the schedule before the deadline.,The engineer will not update the schedule before the deadline.
68,engineer,update,the schedule,before the deadline,Q,M,QM_vs_MQ,The engineer updated the schedule before the deadline.,Is it apparently true that the engineer updated the schedule before the deadline?,Did the engineer apparently update the schedule before the deadline?
68,engineer,update,the schedule,before the deadline,Q,T,QT_vs_TQ,The engineer updated the schedule before the deadline.,Will it be true that the engineer plans to update the schedule before the deadline?,Will the engineer update the schedule before the deadline?
68,engineer,update,the schedule,before the deadline,M,T,MT_vs_TM,The engineer updated the schedule before the deadline.,The engineer apparently plans to update the schedule before the deadline.,The engineer will apparently update the schedule before the deadline.
69,researcher,approve,the treatment,under the policy,N,Q,NQ_vs_QN,The researcher approved the treatment under the policy.,Did the researcher fail to approve the treatment under the policy?,Is it false that the researcher approved the treatment under the policy?
69,researcher,approve,the treatment,under the policy,N,M,NM_vs_MN,The researcher approved the treatment under the policy.,The researcher did not apparently approve the treatment under the policy.,The researcher apparently did not approve the treatment under the policy.
69,researcher,approve,the treatment,under the policy,N,T,NT_vs_TN,The researcher approved the treatment under the policy.,The researcher will fail to approve the treatment under the policy.,The researcher will not approve the treatment under the policy.
69,researcher,approve,the treatment,under the policy,Q,M,QM_vs_MQ,The researcher approved the treatment under the policy.,Is it apparently true that the researcher approved the treatment under the policy?,Did the researcher apparently approve the treatment under the policy?
69,researcher,approve,the treatment,under the policy,Q,T,QT_vs_TQ,The researcher approved the treatment under the policy.,Will it be true that the researcher is going to approve the treatment under the policy?,Will the researcher approve the treatment under the policy?
69,researcher,approve,the treatment,under the policy,M,T,MT_vs_TM,The researcher approved the treatment under the policy.,The researcher apparently is going to approve the treatment under the policy.,The researcher will apparently approve the treatment under the policy.
70,operator,update,the schedule,after the review,N,Q,NQ_vs_QN,The operator updated the schedule after the review.,Did the operator fail to update the schedule after the review?,Is it false that the operator updated the schedule after the review?
70,operator,update,the schedule,after the review,N,M,NM_vs_MN,The operator updated the schedule after the review.,The operator did not allegedly update the schedule after the review.,The operator allegedly refused to update the schedule after the review.
70,operator,update,the schedule,after the review,N,T,NT_vs_TN,The operator updated the schedule after the review.,The operator will fail to update the schedule after the review.,The operator will not update the schedule after the review.
70,operator,update,the schedule,after the review,Q,M,QM_vs_MQ,The operator updated the schedule after the review.,Is it allegedly true that the operator updated the schedule after the review?,Did the operator allegedly update the schedule after the review?
70,operator,update,the schedule,after the review,Q,T,QT_vs_TQ,The operator updated the schedule after the review.,Will it be true that the operator plans to update the schedule after the review?,Will the operator update the schedule after the review?
70,operator,update,the schedule,after the review,M,T,MT_vs_TM,The operator updated the schedule after the review.,The operator allegedly plans to update the schedule after the review.,The operator will allegedly update the schedule after the review.
71,scientist,accept,the explanation,during the meeting,N,Q,NQ_vs_QN,The scientist accepted the explanation during the meeting.,Did the scientist fail to accept the explanation during the meeting?,Is it false that the scientist accepted the explanation during the meeting?
71,scientist,accept,the explanation,during the meeting,N,M,NM_vs_MN,The scientist accepted the explanation during the meeting.,The scientist did not reportedly accept the explanation during the meeting.,The scientist reportedly did not accept the explanation during the meeting.
71,scientist,accept,the explanation,during the meeting,N,T,NT_vs_TN,The scientist accepted the explanation during the meeting.,The scientist will fail to accept the explanation during the meeting.,The scientist will not accept the explanation during the meeting.
71,scientist,accept,the explanation,during the meeting,Q,M,QM_vs_MQ,The scientist accepted the explanation during the meeting.,Is it reportedly true that the scientist accepted the explanation during the meeting?,Did the scientist reportedly accept the explanation during the meeting?
71,scientist,accept,the explanation,during the meeting,Q,T,QT_vs_TQ,The scientist accepted the explanation during the meeting.,Will it be true that the scientist plans to accept the explanation during the meeting?,Will the scientist accept the explanation during the meeting?
71,scientist,accept,the explanation,during the meeting,M,T,MT_vs_TM,The scientist accepted the explanation during the meeting.,The scientist reportedly plans to accept the explanation during the meeting.,The scientist will reportedly accept the explanation during the meeting.
72,editor,approve,the treatment,after the review,N,Q,NQ_vs_QN,The editor approved the treatment after the review.,Did the editor fail to approve the treatment after the review?,Is it false that the editor approved the treatment after the review?
72,editor,approve,the treatment,after the review,N,M,NM_vs_MN,The editor approved the treatment after the review.,The editor did not allegedly approve the treatment after the review.,The editor allegedly refused to approve the treatment after the review.
72,editor,approve,the treatment,after the review,N,T,NT_vs_TN,The editor approved the treatment after the review.,The editor will fail to approve the treatment after the review.,The editor will not approve the treatment after the review.
72,editor,approve,the treatment,after the review,Q,M,QM_vs_MQ,The editor approved the treatment after the review.,Is it allegedly true that the editor approved the treatment after the review?,Did the editor allegedly approve the treatment after the review?
72,editor,approve,the treatment,after the review,Q,T,QT_vs_TQ,The editor approved the treatment after the review.,Will it be true that the editor is going to approve the treatment after the review?,Will the editor approve the treatment after the review?
72,editor,approve,the treatment,after the review,M,T,MT_vs_TM,The editor approved the treatment after the review.,The editor allegedly is going to approve the treatment after the review.,The editor will allegedly approve the treatment after the review.
73,architect,verify,the report,during the meeting,N,Q,NQ_vs_QN,The architect verified the report during the meeting.,Did the architect fail to verify the report during the meeting?,Is it false that the architect verified the report during the meeting?
73,architect,verify,the report,during the meeting,N,M,NM_vs_MN,The architect verified the report during the meeting.,The architect did not allegedly verify the report during the meeting.,The architect allegedly failed to verify the report during the meeting.
73,architect,verify,the report,during the meeting,N,T,NT_vs_TN,The architect verified the report during the meeting.,The architect will fail to verify the report during the meeting.,The architect will not verify the report during the meeting.
73,architect,verify,the report,during the meeting,Q,M,QM_vs_MQ,The architect verified the report during the meeting.,Is it allegedly true that the architect verified the report during the meeting?,Did the architect allegedly verify the report during the meeting?
73,architect,verify,the report,during the meeting,Q,T,QT_vs_TQ,The architect verified the report during the meeting.,Will it be true that the architect will verify the report during the meeting?,Will the architect verify the report during the meeting?
73,architect,verify,the report,during the meeting,M,T,MT_vs_TM,The architect verified the report during the meeting.,The architect allegedly will verify the report during the meeting.,The architect will allegedly verify the report during the meeting.
74,coordinator,approve,the treatment,with the team,N,Q,NQ_vs_QN,The coordinator approved the treatment with the team.,Did the coordinator fail to approve the treatment with the team?,Is it false that the coordinator approved the treatment with the team?
74,coordinator,approve,the treatment,with the team,N,M,NM_vs_MN,The coordinator approved the treatment with the team.,The coordinator did not apparently approve the treatment with the team.,The coordinator apparently failed to approve the treatment with the team.
74,coordinator,approve,the treatment,with the team,N,T,NT_vs_TN,The coordinator approved the treatment with the team.,The coordinator will fail to approve the treatment with the team.,The coordinator will not approve the treatment with the team.
74,coordinator,approve,the treatment,with the team,Q,M,QM_vs_MQ,The coordinator approved the treatment with the team.,Is it apparently true that the coordinator approved the treatment with the team?,Did the coordinator apparently approve the treatment with the team?
74,coordinator,approve,the treatment,with the team,Q,T,QT_vs_TQ,The coordinator approved the treatment with the team.,Will it be true that the coordinator will approve the treatment with the team?,Will the coordinator approve the treatment with the team?
74,coordinator,approve,the treatment,with the team,M,T,MT_vs_TM,The coordinator approved the treatment with the team.,The coordinator apparently will approve the treatment with the team.,The coordinator will apparently approve the treatment with the team.
75,manager,support,the theory,at the office,N,Q,NQ_vs_QN,The manager supported the theory at the office.,Did the manager fail to support the theory at the office?,Is it false that the manager supported the theory at the office?
75,manager,support,the theory,at the office,N,M,NM_vs_MN,The manager supported the theory at the office.,The manager did not apparently support the theory at the office.,The manager apparently refused to support the theory at the office.
75,manager,support,the theory,at the office,N,T,NT_vs_TN,The manager supported the theory at the office.,The manager will fail to support the theory at the office.,The manager will not support the theory at the office.
75,manager,support,the theory,at the office,Q,M,QM_vs_MQ,The manager supported the theory at the office.,Is it apparently true that the manager supported the theory at the office?,Did the manager apparently support the theory at the office?
75,manager,support,the theory,at the office,Q,T,QT_vs_TQ,The manager supported the theory at the office.,Will it be true that the manager is going to support the theory at the office?,Will the manager support the theory at the office?
75,manager,support,the theory,at the office,M,T,MT_vs_TM,The manager supported the theory at the office.,The manager apparently is going to support the theory at the office.,The manager will apparently support the theory at the office.
76,scientist,review,the proposal,in the morning,N,Q,NQ_vs_QN,The scientist reviewed the proposal in the morning.,Did the scientist fail to review the proposal in the morning?,Is it false that the scientist reviewed the proposal in the morning?
76,scientist,review,the proposal,in the morning,N,M,NM_vs_MN,The scientist reviewed the proposal in the morning.,The scientist did not allegedly review the proposal in the morning.,The scientist allegedly failed to review the proposal in the morning.
76,scientist,review,the proposal,in the morning,N,T,NT_vs_TN,The scientist reviewed the proposal in the morning.,The scientist will fail to review the proposal in the morning.,The scientist will not review the proposal in the morning.
76,scientist,review,the proposal,in the morning,Q,M,QM_vs_MQ,The scientist reviewed the proposal in the morning.,Is it allegedly true that the scientist reviewed the proposal in the morning?,Did the scientist allegedly review the proposal in the morning?
76,scientist,review,the proposal,in the morning,Q,T,QT_vs_TQ,The scientist reviewed the proposal in the morning.,Will it be true that the scientist plans to review the proposal in the morning?,Will the scientist review the proposal in the morning?
76,scientist,review,the proposal,in the morning,M,T,MT_vs_TM,The scientist reviewed the proposal in the morning.,The scientist allegedly plans to review the proposal in the morning.,The scientist will allegedly review the proposal in the morning.
77,researcher,support,the theory,during the meeting,N,Q,NQ_vs_QN,The researcher supported the theory during the meeting.,Did the researcher fail to support the theory during the meeting?,Is it false that the researcher supported the theory during the meeting?
77,researcher,support,the theory,during the meeting,N,M,NM_vs_MN,The researcher supported the theory during the meeting.,The researcher did not allegedly support the theory during the meeting.,The researcher allegedly did not support the theory during the meeting.
77,researcher,support,the theory,during the meeting,N,T,NT_vs_TN,The researcher supported the theory during the meeting.,The researcher will fail to support the theory during the meeting.,The researcher will not support the theory during the meeting.
77,researcher,support,the theory,during the meeting,Q,M,QM_vs_MQ,The researcher supported the theory during the meeting.,Is it allegedly true that the researcher supported the theory during the meeting?,Did the researcher allegedly support the theory during the meeting?
77,researcher,support,the theory,during the meeting,Q,T,QT_vs_TQ,The researcher supported the theory during the meeting.,Will it be true that the researcher plans to support the theory during the meeting?,Will the researcher support the theory during the meeting?
77,researcher,support,the theory,during the meeting,M,T,MT_vs_TM,The researcher supported the theory during the meeting.,The researcher allegedly plans to support the theory during the meeting.,The researcher will allegedly support the theory during the meeting.
78,auditor,review,the proposal,in the morning,N,Q,NQ_vs_QN,The auditor reviewed the proposal in the morning.,Did the auditor fail to review the proposal in the morning?,Is it false that the auditor reviewed the proposal in the morning?
78,auditor,review,the proposal,in the morning,N,M,NM_vs_MN,The auditor reviewed the proposal in the morning.,The auditor did not allegedly review the proposal in the morning.,The auditor allegedly failed to review the proposal in the morning.
78,auditor,review,the proposal,in the morning,N,T,NT_vs_TN,The auditor reviewed the proposal in the morning.,The auditor will fail to review the proposal in the morning.,The auditor will not review the proposal in the morning.
78,auditor,review,the proposal,in the morning,Q,M,QM_vs_MQ,The auditor reviewed the proposal in the morning.,Is it allegedly true that the auditor reviewed the proposal in the morning?,Did the auditor allegedly review the proposal in the morning?
